"","circ_id","mmu1","mmu2","mmu3"
"1","1:100406082|100412463",NA,"2.000",NA
"9503","8:73774921|73940940",NA,NA,"3.000"
"9504","8:73858458|73940940","2.000",NA,NA
"9505","8:73898154|73940940",NA,NA,"2.000"
"9506","8:73940752|73985839","2.000",NA,NA
"9507","8:73940752|74066914",NA,NA,"11.000"
"9508","8:74059264|74059806",NA,NA,"1.000"
"9509","8:77633221|77636657",NA,NA,"2.000"
"9510","8:77983954|78003936",NA,NA,"3.000"
"9511","8:78003776|78037510",NA,NA,"2.000"
"9512","8:78037359|78091789","8.000","3.000","24.000"
"9513","8:78048070|78091789",NA,NA,"2.000"
"9514","8:78071268|78078301","4.000","4.000","43.000"
"9515","8:78071268|78085263","2.000","1.000","12.000"
"9516","8:78071268|78091789","68.000","6.000","128.000"
"9517","8:78071268|78111425","3.000",NA,"1.000"
"9518","8:78072900|78091789",NA,NA,"5.000"
"9519","8:78078242|78091789","3.000","1.000","9.000"
"9520","8:78085175|78091789",NA,"5.000","4.000"
"9521","8:78085175|78111425",NA,"1.000","6.000"
"9522","8:78085175|78115364","1.000","1.000","1.000"
"9523","8:78091714|78111425","5.000",NA,NA
"9524","8:78109353|78137757","43.000","14.000","52.000"
"9525","8:78136176|78140256","10.000","4.000","2.000"
"9526","8:78136176|78159440",NA,NA,"1.000"
"9527","8:78177321|78177552","4.000",NA,NA
"9528","8:78285507|78287603",NA,NA,"1.000"
"9529","8:78290604|78291775",NA,"4.000","13.000"
"9530","8:79242214|79257787","1.000",NA,"3.000"
"9531","8:79242214|79315878",NA,NA,"1.000"
"9532","8:79251790|79257787","2.000","2.000","8.000"
"9533","8:79251790|79281650","1.000",NA,NA
"9534","8:79267441|79305386",NA,"1.000",NA
"9535","8:79413213|79433577","5.000","1.000",NA
"9536","8:79423794|79433577","1.000",NA,"7.000"
"9537","8:79786878|79787919","2.000",NA,NA
"9538","8:79786878|79802812",NA,NA,"1.000"
"9539","8:79786878|79818695",NA,"3.000","4.000"
"9540","8:79796999|79803167",NA,NA,"2.000"
"9541","8:79796999|79818695",NA,NA,"5.000"
"9542","8:79818461|79818695","4.000","6.000",NA
"9543","8:79818461|79819557","1.000",NA,NA
"9544","8:79818461|79821551",NA,NA,"3.000"
"9545","8:79818461|79847169",NA,"6.000","5.000"
"9546","8:79818461|79863292","1.000",NA,"6.000"
"9547","8:79844803|79847169","15.000","8.000","36.000"
"9548","8:79844803|79863292","82.000","26.000","148.000"
"9549","8:80070282|80076441",NA,NA,"1.000"
"9550","8:80070282|80080075",NA,NA,"1.000"
"9551","8:80070282|80083098","2.000",NA,NA
"9552","8:80098412|80098993","14.000","2.000","46.000"
"9553","8:80385537|80386091",NA,NA,"6.000"
"9554","8:80390353|80390740",NA,NA,"2.000"
"9555","8:80429632|80433948",NA,NA,"4.000"
"9556","8:80439733|80446377",NA,NA,"1.000"
"9557","8:80664907|80665064","1.000",NA,NA
"9558","8:81392196|81392365","1.000",NA,NA
"9559","8:81511255|81527024",NA,NA,"1.000"
"9560","8:81526729|81527024","4.000","14.000","35.000"
"9561","8:82491892|82492094",NA,"1.000",NA
"9562","8:82678807|82679421",NA,NA,"2.000"
"9563","8:82795560|82798464",NA,"1.000",NA
"9564","8:83103585|83106244","11.000","4.000","15.000"
"9565","8:84407582|84419565","4.000",NA,NA
"9566","8:84809276|84812296",NA,NA,"2.000"
"9567","8:84976102|84976464",NA,NA,"2.000"
"9568","8:84990937|84993671",NA,"1.000",NA
"9569","8:85148843|85148994",NA,NA,"2.000"
"9570","8:85338226|85339041","2.000",NA,"1.000"
"9571","8:85338237|85339041","3.000",NA,NA
"9572","8:85401393|85401733","4.000","3.000","4.000"
"9573","8:85440394|85498944",NA,NA,"2.000"
"9574","8:85448271|85454596","4.000",NA,"1.000"
"9575","8:85448271|85457552",NA,NA,"3.000"
"9576","8:85448271|85498944","2.000",NA,"3.000"
"9577","8:85448271|85505904",NA,NA,"4.000"
"9578","8:85488646|85498944",NA,NA,"1.000"
"9579","8:85498412|85498944","186.000","57.000","352.000"
"9580","8:85498412|85505904","3.000",NA,"8.000"
"9581","8:85498614|85498875","2.000",NA,NA
"9582","8:85590686|85591181","36.000","22.000","81.000"
"9583","8:85727949|85729243",NA,"1.000",NA
"9584","8:85771040|85771945",NA,"1.000",NA
"9585","8:85776564|85778676",NA,NA,"7.000"
"9586","8:86138741|86153585","1.000",NA,NA
"9587","8:86235807|86238985",NA,"2.000",NA
"9588","8:86273141|86275591",NA,"2.000",NA
"9589","8:86273141|86280039",NA,"1.000",NA
"9590","8:86374344|86400759",NA,NA,"6.000"
"9591","8:86490863|86507206","1.000",NA,"1.000"
"9592","8:86602262|86606439","3.000",NA,"26.000"
"9593","8:86602262|86628586","2.000","3.000",NA
"9594","8:86602262|86648871","1.000",NA,"3.000"
"9595","8:86602262|86697626",NA,NA,"2.000"
"9596","8:86621444|86628586",NA,NA,"1.000"
"9597","8:86623058|86628586",NA,NA,"4.000"
"9598","8:86672680|86738292",NA,"1.000",NA
"9599","8:86756110|86783184","4.000",NA,NA
"9600","8:86770338|86776448",NA,"2.000","4.000"
"9601","8:8731383|8733973",NA,"1.000","1.000"
"9602","8:87358013|87378945",NA,NA,"2.000"
"9603","8:87368169|87399697",NA,NA,"1.000"
"9604","8:87392318|87399697","10.000","1.000","12.000"
"9605","8:87587053|87588738",NA,NA,"2.000"
"9606","8:88871156|88876997",NA,NA,"2.000"
"9607","8:88883089|88884893",NA,NA,"11.000"
"9608","8:88891515|88893800","2.000",NA,NA
"9609","8:89059106|89060844",NA,"2.000",NA
"9610","8:89073501|89078538",NA,NA,"2.000"
"9611","8:89078427|89081401",NA,NA,"4.000"
"9612","8:9052156|9052405",NA,"2.000",NA
"9613","8:90919150|90919463","2.000",NA,NA
"9614","8:91570581|91576387",NA,NA,"3.000"
"9615","8:91658876|91660490",NA,NA,"2.000"
"9616","8:91658876|91662379",NA,NA,"2.000"
"9617","8:91732341|91733338",NA,NA,"4.000"
"9618","8:91748393|91752050",NA,NA,"2.000"
"9619","8:91748393|91753515","3.000",NA,NA
"9620","8:91753295|91757312",NA,NA,"1.000"
"9621","8:91762953|91767815",NA,"2.000","1.000"
"9622","8:91827975|91828937",NA,"1.000","3.000"
"9623","8:91832965|91833718","1.000",NA,NA
"9624","8:92194944|92211906","3.000",NA,"7.000"
"9625","8:92194944|92249524",NA,NA,"6.000"
"9626","8:92228353|92249524",NA,NA,"1.000"
"9627","8:93071480|93077382",NA,"1.000","4.000"
"9628","8:94725725|94727097","3.000","3.000","2.000"
"9629","8:94725725|94731853",NA,NA,"5.000"
"9630","8:94765592|94773946",NA,NA,"1.000"
"9631","8:95237071|95237923","1.000",NA,NA
"9632","8:95349461|95363383",NA,NA,"1.000"
"9633","8:95355683|95363383",NA,NA,"2.000"
"9634","8:95506765|95507066",NA,"2.000",NA
"9635","8:95551843|95559328",NA,"2.000","2.000"
"9636","8:95558400|95559328","7.000","1.000","18.000"
"9637","8:96091941|96093050","42.000","18.000","114.000"
"9638","8:96462313|96463073",NA,"3.000",NA
"9639","8:96474886|96475702",NA,NA,"1.000"
"9640","8:96475471|96478447","1.000",NA,NA
"9641","8:96496128|96502014",NA,NA,"2.000"
"9642","8:96498598|96502014",NA,NA,"4.000"
"9643","9:100377573|100390725",NA,NA,"5.000"
"9644","9:100390481|100390725",NA,NA,"2.000"
"9645","9:100545302|100594593","1.000",NA,NA
"9646","9:100545302|100620195",NA,NA,"2.000"
"9647","9:100587205|100594593",NA,"2.000",NA
"9648","9:100587205|100620195",NA,NA,"5.000"
"9649","9:100620030|100658885",NA,NA,"1.000"
"9650","9:100639742|100668749",NA,NA,"3.000"
"9651","9:100639742|100672025",NA,"5.000",NA
"9652","9:100658808|100685407","1.000",NA,"5.000"
"9653","9:100668544|100685407","1.000",NA,NA
"9654","9:100716470|100737957",NA,NA,"5.000"
"9655","9:100716470|100762946","1.000",NA,NA
"9656","9:100762828|100790770","1.000","1.000",NA
"9657","9:100894757|100909189",NA,NA,"4.000"
"9658","9:100905188|100909189","1.000",NA,NA
"9659","9:100905188|100912296","6.000","2.000","6.000"
"9660","9:100905188|100914028",NA,"3.000","1.000"
"9661","9:101002221|101025937",NA,NA,"3.000"
"9662","9:101021509|101025937",NA,"4.000","14.000"
"9663","9:101025780|101031073","2.000",NA,NA
"9664","9:101025780|101071624",NA,NA,"3.000"
"9665","9:101030986|101057636","1.000",NA,NA
"9666","9:101052526|101071624","2.000","2.000","12.000"
"9667","9:101057533|101071624","2.000",NA,"4.000"
"9668","9:101071357|101071624",NA,NA,"3.000"
"9669","9:102496009|102496959","5.000","3.000","11.000"
"9670","9:102608569|102608726","6.000",NA,NA
"9671","9:102739072|102748980",NA,NA,"3.000"
"9672","9:102744753|102758953",NA,NA,"2.000"
"9673","9:103017580|103041102","4.000",NA,NA
"9674","9:103074736|103078580",NA,"2.000",NA
"9675","9:103086232|103087877",NA,NA,"4.000"
"9676","9:103089067|103093142",NA,NA,"2.000"
"9677","9:103092391|103094732",NA,NA,"2.000"
"9678","9:103092391|103100838",NA,NA,"3.000"
"9679","9:103092407|103094671","1.000",NA,NA
"9680","9:103096421|103098243","2.000","2.000",NA
"9681","9:103097000|103098184",NA,"1.000",NA
"9682","9:103097000|103098243",NA,NA,"1.000"
"9683","9:103100133|103102374",NA,"4.000","5.000"
"9684","9:103102241|103105267",NA,"1.000",NA
"9685","9:103102265|103104076",NA,NA,"2.000"
"9686","9:103102265|103104122",NA,NA,"2.000"
"9687","9:103102310|103105130","1.000",NA,NA
"9688","9:103103195|103104145",NA,NA,"3.000"
"9689","9:103104036|103105267",NA,NA,"3.000"
"9690","9:103104036|103107462",NA,NA,"1.000"
"9691","9:103211254|103213365",NA,NA,"3.000"
"9692","9:103211254|103219347",NA,NA,"1.000"
"9693","9:103900618|103903183","1.000",NA,"1.000"
"9694","9:103931552|103934182",NA,NA,"1.000"
"9695","9:103967456|103974651",NA,"1.000","1.000"
"9696","9:103990660|103993518",NA,NA,"1.000"
"9697","9:105295248|105298841","1.000",NA,NA
"9698","9:105300141|105345016",NA,"8.000","2.000"
"9699","9:105312250|105320240",NA,NA,"3.000"
"9700","9:105316539|105326087",NA,"2.000","5.000"
"9701","9:105341824|105347346",NA,NA,"2.000"
"9702","9:105555307|105556268",NA,NA,"1.000"
"9703","9:105559383|105563421","2.000",NA,NA
"9704","9:106060814|106063711",NA,NA,"5.000"
"9705","9:106355789|106358553",NA,NA,"2.000"
"9706","9:106357894|106358553","2.000",NA,NA
"9707","9:106360945|106361227",NA,NA,"2.000"
"9708","9:106550715|106559362",NA,NA,"1.000"
"9709","9:106711347|106713897","2.000",NA,NA
"9710","9:106721334|106731493",NA,NA,"2.000"
"9711","9:106729136|106731493","1.000",NA,"3.000"
"9712","9:107432012|107435113",NA,NA,"1.000"
"9713","9:107468130|107468506",NA,NA,"6.000"
"9714","9:107568328|107568647","7.000",NA,NA
"9715","9:107634107|107646825",NA,NA,"2.000"
"9716","9:107642693|107644907","8.000","7.000","24.000"
"9717","9:107664450|107666904",NA,NA,"2.000"
"9718","9:107664450|107673736",NA,NA,"4.000"
"9719","9:107666806|107673736","2.000",NA,NA
"9720","9:107668203|107669217",NA,NA,"1.000"
"9721","9:107668203|107673736",NA,NA,"10.000"
"9722","9:107901301|107909408",NA,"1.000","1.000"
"9723","9:107940096|107947463",NA,NA,"3.000"
"9724","9:108095211|108095609",NA,"1.000",NA
"9725","9:108095211|108130356",NA,NA,"2.000"
"9726","9:108248099|108255826",NA,NA,"1.000"
"9727","9:108373009|108373427","3.000",NA,NA
"9728","9:108375640|108377468","7.000",NA,NA
"9729","9:108388337|108388817","1.000","5.000","17.000"
"9730","9:108405787|108411817",NA,"1.000","3.000"
"9731","9:108405787|108422176",NA,NA,"5.000"
"9732","9:108410785|108411817",NA,NA,"2.000"
"9733","9:108418886|108419785","2.000","2.000",NA
"9734","9:108418886|108434247",NA,NA,"1.000"
"9735","9:108453307|108453650","1.000",NA,NA
"9736","9:108485800|108488949",NA,"2.000",NA
"9737","9:108488831|108492345","4.000","5.000","12.000"
"9738","9:108492223|108494027","5.000",NA,"6.000"
"9739","9:108493876|108494634","3.000","3.000","2.000"
"9740","9:108896084|108898465",NA,NA,"1.000"
"9741","9:109708901|109716414",NA,NA,"1.000"
"9742","9:109713410|109713578",NA,"1.000",NA
"9743","9:109713410|109716414",NA,NA,"1.000"
"9744","9:109807917|109808159",NA,"1.000",NA
"9745","9:109807917|109828908",NA,"1.000",NA
"9746","9:109855168|109856860","3.000",NA,"3.000"
"9747","9:109926156|109938189",NA,"1.000",NA
"9748","9:109978998|109993945",NA,NA,"2.000"
"9749","9:109993869|110000135",NA,NA,"4.000"
"9750","9:110011989|110015004","2.000",NA,"5.000"
"9751","9:110011989|110035221",NA,NA,"2.000"
"9752","9:110011993|110020030",NA,NA,"2.000"
"9753","9:110042576|110051224","3.000",NA,NA
"9754","9:110182013|110191591","1.000","1.000","7.000"
"9755","9:110259013|110261606",NA,NA,"1.000"
"9756","9:110265078|110268126",NA,NA,"2.000"
"9757","9:110279787|110284555","3.000",NA,NA
"9758","9:110396775|110398879","2.000",NA,NA
"9759","9:110398744|110403342",NA,NA,"9.000"
"9760","9:110402679|110403342",NA,"2.000",NA
"9761","9:110456336|110456991",NA,NA,"1.000"
"9762","9:110854143|110856463",NA,NA,"3.000"
"9763","9:110856397|110860226","1.000","3.000","10.000"
"9764","9:110867873|110869585",NA,NA,"2.000"
"9765","9:110869464|110871238","1.000",NA,"4.000"
"9766","9:111019235|111034915",NA,NA,"2.000"
"9767","9:111028732|111034915",NA,"3.000",NA
"9768","9:111078287|111087629",NA,NA,"2.000"
"9769","9:111087556|111097371",NA,NA,"3.000"
"9770","9:113590657|113615702","2.000",NA,"3.000"
"9771","9:113595635|113602845",NA,NA,"1.000"
"9772","9:113676770|113679250","7.000",NA,"2.000"
"9773","9:113740477|113744322",NA,NA,"3.000"
"9774","9:113773915|113780752",NA,"1.000","1.000"
"9775","9:113773915|113788007","2.000",NA,NA
"9776","9:113785030|113788551",NA,NA,"4.000"
"9777","9:113787665|113795357",NA,NA,"1.000"
"9778","9:114272076|114293366",NA,NA,"3.000"
"9779","9:114279664|114288793","9.000",NA,"24.000"
"9780","9:114283255|114288793",NA,"1.000",NA
"9781","9:114534121|114535305",NA,NA,"1.000"
"9782","9:114534121|114538382",NA,"1.000","1.000"
"9783","9:114534121|114546990",NA,"1.000",NA
"9784","9:114542577|114546990",NA,"2.000","7.000"
"9785","9:114743393|114749767",NA,NA,"1.000"
"9786","9:114746048|114749767","2.000",NA,NA
"9787","9:114851493|114896393",NA,NA,"3.000"
"9788","9:114890900|114896393",NA,"2.000",NA
"9789","9:114890900|114938659",NA,NA,"1.000"
"9790","9:114996149|115005150",NA,NA,"3.000"
"9791","9:115036581|115046097",NA,"1.000","1.000"
"9792","9:115095161|115109587",NA,"1.000","9.000"
"9793","9:115105771|115109587",NA,"1.000",NA
"9794","9:115934101|115939371",NA,NA,"1.000"
"9795","9:115934101|115960781","2.000",NA,"2.000"
"9796","9:115958883|115960774",NA,NA,"1.000"
"9797","9:115958883|115960781","33.000","12.000","52.000"
"9798","9:115958883|115987413",NA,NA,"1.000"
"9799","9:117944407|117968538",NA,NA,"2.000"
"9800","9:118356077|118368092","4.000",NA,NA
"9801","9:118361611|118368092",NA,NA,"4.000"
"9802","9:118889412|118890655","2.000",NA,NA
"9803","9:119074607|119076194",NA,NA,"3.000"
"9804","9:119113611|119123589",NA,NA,"1.000"
"9805","9:119113611|119133983",NA,NA,"9.000"
"9806","9:119123480|119133983",NA,NA,"3.000"
"9807","9:119740089|119742791","2.000",NA,NA
"9808","9:119802429|119803479",NA,NA,"2.000"
"9809","9:120851478|120851663","2.000",NA,NA
"9810","9:121274880|121277248",NA,NA,"2.000"
"9811","9:121517264|121519481",NA,"2.000",NA
"9812","9:121556381|121558746",NA,"2.000",NA
"9813","9:121556381|121560631","21.000","3.000","37.000"
"9814","9:121960958|121966667","12.000","3.000","36.000"
"9815","9:122080212|122092855",NA,NA,"1.000"
"9816","9:122092735|122104729",NA,NA,"3.000"
"9817","9:122204970|122208073",NA,NA,"1.000"
"9818","9:122500844|122501205",NA,NA,"1.000"
"9819","9:122637831|122648091",NA,NA,"4.000"
"9820","9:122831099|122833758",NA,NA,"4.000"
"9821","9:122909415|122929657",NA,NA,"1.000"
"9822","9:122959588|122961105",NA,"1.000",NA
"9823","9:123004799|123009430",NA,NA,"3.000"
"9824","9:123014117|123014480",NA,"1.000",NA
"9825","9:123371408|123388349","1.000",NA,NA
"9826","9:123376048|123408112",NA,NA,"4.000"
"9827","9:123395519|123408112",NA,NA,"2.000"
"9828","9:123619952|123630382",NA,NA,"1.000"
"9829","9:13321634|13321898","1.000",NA,NA
"9830","9:13531285|13532971","2.000","1.000","12.000"
"9831","9:13608469|13613651",NA,NA,"2.000"
"9832","9:14231590|14234003",NA,NA,"1.000"
"9833","9:14458985|14486735",NA,NA,"11.000"
"9834","9:14482918|14486735","8.000","5.000","26.000"
"9835","9:14504049|14507896",NA,NA,"14.000"
"9836","9:14707066|14716823",NA,NA,"1.000"
"9837","9:14726463|14728265",NA,"1.000",NA
"9838","9:15219023|15222991",NA,NA,"2.000"
"9839","9:15219023|15226736","1.000",NA,NA
"9840","9:15252169|15252920",NA,"1.000",NA
"9841","9:18206595|18213479",NA,"4.000","10.000"
"9842","9:20260367|20263260","4.000",NA,NA
"9843","9:20384323|20387774","12.000","19.000","19.000"
"9844","9:20384323|20397733",NA,NA,"1.000"
"9845","9:20411662|20417361",NA,"1.000",NA
"9846","9:20556701|20556955",NA,NA,"6.000"
"9847","9:20801934|20802308",NA,NA,"3.000"
"9848","9:20802378|20802661",NA,NA,"3.000"
"9849","9:20825192|20831502",NA,"1.000",NA
"9850","9:20831135|20831502",NA,NA,"1.000"
"9851","9:20837740|20838467","5.000",NA,"2.000"
"9852","9:20837740|20840425",NA,NA,"4.000"
"9853","9:20840343|20843495",NA,"1.000",NA
"9854","9:20840343|20847917",NA,NA,"6.000"
"9855","9:20840877|20841121",NA,NA,"1.000"
"9856","9:20992000|20992400",NA,NA,"1.000"
"9857","9:21148366|21149052",NA,"1.000","1.000"
"9858","9:21190656|21190827","1.000",NA,NA
"9859","9:21300601|21300779",NA,NA,"2.000"
"9860","9:21385827|21387904",NA,"1.000",NA
"9861","9:21415725|21415958",NA,"2.000",NA
"9862","9:21480750|21486814","4.000",NA,NA
"9863","9:21497740|21498881",NA,NA,"1.000"
"9864","9:21550009|21550687",NA,NA,"1.000"
"9865","9:21550009|21552381",NA,"1.000",NA
"9866","9:21566922|21572167","4.000",NA,NA
"9867","9:21611095|21612526",NA,NA,"1.000"
"9868","9:21644786|21646655",NA,NA,"3.000"
"9869","9:21653482|21654092",NA,NA,"1.000"
"9870","9:21668412|21668686","6.000",NA,"4.000"
"9871","9:21681049|21686048",NA,NA,"1.000"
"9872","9:21735692|21737171","2.000","1.000",NA
"9873","9:21840388|21843242","1.000",NA,NA
"9874","9:21923974|21924462","3.000","1.000",NA
"9875","9:22194463|22216898",NA,NA,"1.000"
"9876","9:22279075|22279808",NA,NA,"2.000"
"9877","9:22361097|22370037",NA,NA,"1.000"
"9878","9:22402113|22415405",NA,NA,"2.000"
"9879","9:22402113|22425389","2.000",NA,"20.000"
"9880","9:22550025|22582253","2.000",NA,NA
"9881","9:22555040|22570441","7.000","2.000","6.000"
"9882","9:22555040|22590360","3.000",NA,"5.000"
"9883","9:22557259|22590360",NA,NA,"2.000"
"9884","9:22566520|22590360",NA,NA,"1.000"
"9885","9:22570345|22590360",NA,"1.000",NA
"9886","9:22582080|22590360",NA,"1.000","4.000"
"9887","9:22740967|22799292","5.000",NA,NA
"9888","9:22798876|22799292","22.000","9.000","36.000"
"9889","9:24333555|24334483",NA,NA,"1.000"
"9890","9:24359082|24365193","2.000",NA,NA
"9891","9:24385069|24397025","4.000",NA,"1.000"
"9892","9:25036167|25044568",NA,NA,"3.000"
"9893","9:25036167|25053607",NA,NA,"6.000"
"9894","9:25215012|25217561",NA,NA,"2.000"
"9895","9:25505856|25514964",NA,NA,"2.000"
"9896","9:29777594|29777835",NA,"4.000",NA
"9897","9:30347107|30351521",NA,NA,"1.000"
"9898","9:30821893|30823109",NA,"1.000",NA
"9899","9:31011435|31014269",NA,"3.000","14.000"
"9900","9:31224722|31229867","3.000",NA,NA
"9901","9:31282119|31291888",NA,NA,"2.000"
"9902","9:32040865|32064420","3.000","1.000","2.000"
"9903","9:32063217|32064420","1.000",NA,"3.000"
"9904","9:32081385|32119561",NA,NA,"3.000"
"9905","9:32093137|32101357","7.000","3.000","8.000"
"9906","9:32093137|32119561","10.000","3.000","5.000"
"9907","9:3441054|3450151",NA,"1.000","4.000"
"9908","9:3441054|3460131",NA,NA,"1.000"
"9909","9:3441054|3477962",NA,NA,"5.000"
"9910","9:3475482|3477962",NA,NA,"1.000"
"9911","9:34823079|34855815","4.000",NA,NA
"9912","9:34869154|34897191",NA,NA,"5.000"
"9913","9:35098237|35102992","1.000",NA,NA
"9914","9:35123643|35124832","4.000",NA,NA
"9915","9:35146526|35156002","3.000","2.000","9.000"
"9916","9:35363956|35365745",NA,NA,"1.000"
"9917","9:35518890|35523167",NA,NA,"1.000"
"9918","9:3579517|3582700",NA,NA,"3.000"
"9919","9:36485843|36486138","3.000",NA,NA
"9920","9:36645610|36646837",NA,"1.000",NA
"9921","9:36645610|36654900",NA,NA,"2.000"
"9922","9:36654711|36655447",NA,"1.000","3.000"
"9923","9:36655291|36662642",NA,NA,"2.000"
"9924","9:36696828|36704645",NA,NA,"6.000"
"9925","9:40219588|40227079",NA,NA,"2.000"
"9926","9:40337251|40337598","5.000",NA,NA
"9927","9:41968566|41983642","2.000",NA,"5.000"
"9928","9:41979092|41983642",NA,NA,"4.000"
"9929","9:42348410|42355884",NA,NA,"2.000"
"9930","9:42886328|42890769",NA,NA,"5.000"
"9931","9:42903831|42909082",NA,"2.000",NA
"9932","9:42916839|42921549","2.000",NA,NA
"9933","9:42919311|42934168",NA,NA,"3.000"
"9934","9:42938492|42955583",NA,"1.000","2.000"
"9935","9:42951835|42955583","4.000",NA,NA
"9936","9:44067912|44070405",NA,NA,"2.000"
"9937","9:44080316|44084696",NA,"2.000",NA
"9938","9:44108295|44112504",NA,NA,"1.000"
"9939","9:44263893|44264651",NA,NA,"4.000"
"9940","9:44285275|44285436",NA,"1.000",NA
"9941","9:44315250|44315757",NA,NA,"3.000"
"9942","9:44662512|44663572",NA,NA,"5.000"
"9943","9:44668416|44671522",NA,"1.000","1.000"
"9944","9:44720360|44727956",NA,NA,"3.000"
"9945","9:44734524|44738256",NA,"2.000",NA
"9946","9:44735621|44738256",NA,NA,"9.000"
"9947","9:44740080|44740565","6.000","2.000","6.000"
"9948","9:44740080|44740568","28.000","5.000","19.000"
"9949","9:44843639|44846799",NA,NA,"7.000"
"9950","9:44846624|44849247",NA,NA,"1.000"
"9951","9:44851258|44852584","1.000",NA,NA
"9952","9:44861030|44874730",NA,NA,"1.000"
"9953","9:44864239|44874730",NA,"2.000",NA
"9954","9:45239714|45241267",NA,NA,"4.000"
"9955","9:45243764|45247484",NA,NA,"1.000"
"9956","9:45249553|45250705",NA,NA,"1.000"
"9957","9:45777863|45811554",NA,NA,"1.000"
"9958","9:45778797|45809789",NA,NA,"1.000"
"9959","9:45780476|45780842",NA,"2.000","1.000"
"9960","9:45780476|45809789","5.000",NA,NA
"9961","9:45780476|45811554","1.000",NA,NA
"9962","9:45780476|45816217",NA,NA,"3.000"
"9963","9:45802101|45809789","7.000","6.000","26.000"
"9964","9:45802101|45811554","2.000","4.000","4.000"
"9965","9:45807382|45809789","1.000",NA,NA
"9966","9:45807382|45811554",NA,NA,"1.000"
"9967","9:45819825|45827386",NA,NA,"5.000"
"9968","9:45821672|45822547",NA,"1.000",NA
"9969","9:45863911|45864211",NA,"1.000",NA
"9970","9:45874685|45876222","6.000",NA,NA
"9971","9:45884239|45887428","4.000",NA,"1.000"
"9972","9:45884239|45890027",NA,"1.000","6.000"
"9973","9:45886378|45890027","4.000","1.000","2.000"
"9974","9:46034514|46066838","2.000",NA,NA
"9975","9:46089169|46089853",NA,"7.000","9.000"
"9976","9:46224488|46224936","2.000",NA,NA
"9977","9:47556194|47556506",NA,NA,"2.000"
"9978","9:48383119|48390693",NA,NA,"1.000"
"9979","9:48568251|48576625","4.000",NA,NA
"9980","9:48576454|48654861",NA,"1.000",NA
"9981","9:48628582|48631860","2.000",NA,NA
"9982","9:48628582|48654861","4.000",NA,"2.000"
"9983","9:48628582|48744399",NA,"1.000","7.000"
"9984","9:48946892|48947260","2.000",NA,NA
"9985","9:49144451|49144654","1.000",NA,NA
"9986","9:50549220|50555433",NA,NA,"2.000"
"9987","9:50577097|50579068",NA,NA,"1.000"
"9988","9:50694557|50700932","5.000",NA,NA
"9989","9:50694557|50720106","1.000",NA,NA
"9990","9:50700796|50703707",NA,"1.000",NA
"9991","9:50719976|50734015","4.000","1.000","5.000"
"9992","9:51391031|51391178",NA,"1.000",NA
"9993","9:52054974|52055726",NA,NA,"3.000"
"9994","9:53115358|53121076",NA,NA,"4.000"
"9995","9:53427500|53427876",NA,NA,"2.000"
"9996","9:53444959|53445266",NA,NA,"1.000"
"9997","9:53478016|53478324",NA,NA,"3.000"
"9998","9:53493780|53494894",NA,"1.000",NA
"9999","9:53493780|53503411",NA,NA,"1.000"
"10000","9:53505705|53506089",NA,"2.000","6.000"
"10001","9:53543572|53554126",NA,NA,"2.000"
"10002","9:53553817|53554126",NA,"2.000","3.000"
"10003","9:53555786|53558143",NA,"1.000",NA
"10004","9:54502449|54503473",NA,NA,"1.000"
"10005","9:54579060|54579393",NA,"2.000",NA
"10006","9:54793158|54793957",NA,"1.000",NA
"10007","9:55083474|55087897","3.000",NA,NA
"10008","9:55389556|55403107","2.000",NA,NA
"10009","9:55402845|55407448",NA,NA,"6.000"
"10010","9:55563188|55593279",NA,"3.000",NA
"10011","9:55714296|55716467","5.000",NA,NA
"10012","9:55714296|55724093",NA,NA,"5.000"
"10013","9:55745403|55767202","16.000","4.000","33.000"
"10014","9:55765364|55767202","5.000",NA,"4.000"
"10015","9:55952415|55964853",NA,NA,"2.000"
"10016","9:56052772|56054862",NA,"2.000","3.000"
"10017","9:56381814|56389923",NA,NA,"2.000"
"10018","9:56450659|56450860",NA,"1.000",NA
"10019","9:56877537|56885380",NA,NA,"2.000"
"10020","9:56927187|56930367",NA,NA,"5.000"
"10021","9:56943766|56951752",NA,NA,"2.000"
"10022","9:56943766|56955541","2.000",NA,NA
"10023","9:56963997|56965145","3.000",NA,NA
"10024","9:56993864|56996838",NA,NA,"3.000"
"10025","9:57011878|57012979",NA,NA,"2.000"
"10026","9:57024665|57026471","1.000","1.000","4.000"
"10027","9:57024665|57032660","2.000",NA,NA
"10028","9:57026376|57032660",NA,NA,"2.000"
"10029","9:57303973|57306128","1.000",NA,NA
"10030","9:57432939|57437645",NA,NA,"4.000"
"10031","9:57436238|57437645","4.000",NA,"12.000"
"10032","9:57694646|57694998",NA,NA,"1.000"
"10033","9:58102859|58102999",NA,"1.000",NA
"10034","9:58530969|58548085",NA,NA,"1.000"
"10035","9:58530969|58551085",NA,NA,"1.000"
"10036","9:58547951|58551085","3.000",NA,NA
"10037","9:58547951|58551477",NA,NA,"5.000"
"10038","9:58547951|58558615",NA,NA,"3.000"
"10039","9:58863241|58865335","8.000",NA,NA
"10040","9:58885907|58897791","1.000",NA,"6.000"
"10041","9:59302160|59313138",NA,NA,"7.000"
"10042","9:59303633|59313138","7.000",NA,"1.000"
"10043","9:59310650|59322119","1.000",NA,NA
