"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100288339|100300837","2.000",NA,NA
"28930","scaffold0034:7279612|7348643",NA,"4.000",NA
"28931","scaffold0034:7281462|7334136",NA,"1.000",NA
"28932","scaffold0034:7300251|7300462","5.000",NA,NA
"28933","scaffold0034:7302475|7348643","6.000","2.000",NA
"28934","scaffold0034:7304761|7348643","2.000",NA,NA
"28935","scaffold0034:7309715|7314678",NA,NA,"1.000"
"28936","scaffold0034:7309715|7334136","20.000","5.000","13.000"
"28937","scaffold0034:7309715|7348550","1.000",NA,"1.000"
"28938","scaffold0034:7309715|7348643","191.000","210.000","129.000"
"28939","scaffold0034:7309715|7348657","2.000",NA,"4.000"
"28940","scaffold0034:7309715|7348705","2.000",NA,NA
"28941","scaffold0034:7314497|7334136","28.000","26.000","19.000"
"28942","scaffold0034:7314497|7335578",NA,NA,"6.000"
"28943","scaffold0034:7314497|7348643",NA,NA,"4.000"
"28944","scaffold0034:7314607|7334136","20.000","10.000","6.000"
"28945","scaffold0034:7314607|7348643","7.000","16.000","4.000"
"28946","scaffold0034:7314609|7334136","5.000",NA,"4.000"
"28947","scaffold0034:7314609|7348643",NA,"6.000","7.000"
"28948","scaffold0034:7323061|7334136","1.000","4.000","4.000"
"28949","scaffold0034:7329182|7334136","18.000",NA,NA
"28950","scaffold0034:7329182|7339631","4.000",NA,NA
"28951","scaffold0034:7329182|7348643","34.000","22.000","7.000"
"28952","scaffold0034:7330400|7334136",NA,NA,"2.000"
"28953","scaffold0034:7333994|7334136","4.000",NA,"2.000"
"28954","scaffold0034:7333994|7339631","9.000","25.000","16.000"
"28955","scaffold0034:7333994|7348550","3.000",NA,"2.000"
"28956","scaffold0034:7333994|7348643","688.000","379.000","457.000"
"28957","scaffold0034:7333994|7348657",NA,"4.000","3.000"
"28958","scaffold0034:7333994|7348705","1.000","6.000",NA
"28959","scaffold0034:7743624|7810282","3.000",NA,NA
"28960","scaffold0034:7743624|7871150",NA,"9.000",NA
"28961","scaffold0034:7767287|7848613","2.000",NA,NA
"28962","scaffold0034:8096338|8103035",NA,NA,"5.000"
"28963","scaffold0034:8111835|8115128","43.000","42.000","11.000"
"28964","scaffold0034:8121196|8122767",NA,NA,"2.000"
"28965","scaffold0034:8121196|8138930",NA,NA,"1.000"
"28966","scaffold0034:8138800|8148816","3.000","2.000",NA
"28967","scaffold0034:8138800|8154161",NA,NA,"4.000"
"28968","scaffold0034:8146003|8148116",NA,NA,"1.000"
"28969","scaffold0034:8146003|8148816","3.000","4.000",NA
"28970","scaffold0034:8146003|8155089",NA,NA,"2.000"
"28971","scaffold0034:8184369|8187872","7.000",NA,NA
"28972","scaffold0034:8184369|8202665","5.000",NA,NA
"28973","scaffold0034:8196979|8280193",NA,"8.000",NA
"28974","scaffold0034:8241930|8280193","8.000",NA,NA
"28975","scaffold0034:8254087|8280193","5.000","3.000","9.000"
"28976","scaffold0034:8254087|8302409","6.000","5.000","6.000"
"28977","scaffold0034:8257444|8302409","1.000",NA,NA
"28978","scaffold0034:8273722|8274963",NA,NA,"1.000"
"28979","scaffold0034:8273722|8280191","2.000",NA,NA
"28980","scaffold0034:8273722|8280193","17.000","16.000","24.000"
"28981","scaffold0034:8273722|8302409","18.000","10.000","16.000"
"28982","scaffold0034:8273722|8319667","6.000",NA,NA
"28983","scaffold0034:8274906|8280193","5.000",NA,NA
"28984","scaffold0034:8274906|8302409","43.000","9.000","12.000"
"28985","scaffold0034:8276577|8280193","2.000",NA,NA
"28986","scaffold0034:8277841|8302409","16.000","1.000",NA
"28987","scaffold0034:8277890|8302409","37.000","20.000","11.000"
"28988","scaffold0034:8280098|8285983","1.000",NA,NA
"28989","scaffold0034:8280098|8286295",NA,NA,"1.000"
"28990","scaffold0034:8280098|8302409","139.000","56.000","101.000"
"28991","scaffold0034:8280098|8304176","4.000","1.000",NA
"28992","scaffold0034:8280098|8304188","7.000","1.000","5.000"
"28993","scaffold0034:8280098|8319667","34.000",NA,"8.000"
"28994","scaffold0034:8280098|8322356",NA,NA,"3.000"
"28995","scaffold0034:8280098|8339125",NA,"4.000",NA
"28996","scaffold0034:8280098|8341069",NA,NA,"1.000"
"28997","scaffold0034:8302331|8322356",NA,NA,"1.000"
"28998","scaffold0034:8314773|8314975",NA,NA,"1.000"
"28999","scaffold0034:8343396|8343727",NA,NA,"6.000"
"29000","scaffold0034:8642217|8642556","22.000",NA,NA
"29001","scaffold0034:8901335|8903470","10.000",NA,NA
"29002","scaffold0034:8960656|8962292",NA,"2.000",NA
"29003","scaffold0034:9865266|9869659",NA,NA,"3.000"
"29004","scaffold0034:9869510|9872319","5.000",NA,NA
"29005","scaffold0034:9888984|9889293",NA,NA,"1.000"
"29006","scaffold0034:9888984|9893821","13.000","5.000",NA
"29007","scaffold0034:9888984|9900508","2.000","5.000","2.000"
"29008","scaffold0034:9893006|9893821",NA,NA,"4.000"
"29009","scaffold0034:9893006|9900508","3.000",NA,NA
"29010","scaffold0035:10647359|10648789","1.000",NA,NA
"29011","scaffold0035:10672494|10679888",NA,NA,"3.000"
"29012","scaffold0035:10672864|10678746",NA,"2.000",NA
"29013","scaffold0035:10689349|10689529","6.000",NA,NA
"29014","scaffold0035:10697078|10701800",NA,"1.000",NA
"29015","scaffold0035:10792771|10794213","1.000","4.000",NA
"29016","scaffold0035:10792771|10868621",NA,"10.000",NA
"29017","scaffold0035:1126914|1127472",NA,NA,"7.000"
"29018","scaffold0035:11290627|11306528",NA,"1.000",NA
"29019","scaffold0035:11292474|11298221","6.000",NA,NA
"29020","scaffold0035:11294157|11296961","2.000",NA,NA
"29021","scaffold0035:11311701|11315011","1.000",NA,NA
"29022","scaffold0035:1135603|1135945","58.000","15.000","30.000"
"29023","scaffold0035:11421458|11422010","342.000","118.000","117.000"
"29024","scaffold0035:11522894|11529873",NA,"9.000","43.000"
"29025","scaffold0035:11523859|11526297",NA,NA,"4.000"
"29026","scaffold0035:11571838|11573169","4.000",NA,NA
"29027","scaffold0035:11578665|11587389","4.000",NA,NA
"29028","scaffold0035:11580467|11583605",NA,NA,"7.000"
"29029","scaffold0035:11581973|11587389",NA,"1.000",NA
"29030","scaffold0035:11585835|11587389","5.000","25.000","9.000"
"29031","scaffold0035:11589650|11589915",NA,"3.000","1.000"
"29032","scaffold0035:11589650|11590663","10.000","21.000","6.000"
"29033","scaffold0035:11629224|11629641",NA,NA,"2.000"
"29034","scaffold0035:11630033|11630811","1.000",NA,NA
"29035","scaffold0035:11638635|11641570","7.000",NA,"7.000"
"29036","scaffold0035:11655260|11655596",NA,"1.000",NA
"29037","scaffold0035:1166468|1168647",NA,NA,"3.000"
"29038","scaffold0035:1166468|1169792",NA,"4.000","22.000"
"29039","scaffold0035:1166468|1175612","8.000",NA,"3.000"
"29040","scaffold0035:1166468|1195264",NA,NA,"8.000"
"29041","scaffold0035:11684025|11684938","27.000",NA,NA
"29042","scaffold0035:11686015|11686180","1.000",NA,NA
"29043","scaffold0035:11686341|11687556","5.000",NA,NA
"29044","scaffold0035:11687462|11687903","2.000",NA,NA
"29045","scaffold0035:11694894|11697565","2.000",NA,NA
"29046","scaffold0035:11695296|11695680",NA,"4.000",NA
"29047","scaffold0035:1169750|1190937","1.000",NA,NA
"29048","scaffold0035:11712809|11715103",NA,NA,"4.000"
"29049","scaffold0035:11714905|11715958",NA,NA,"5.000"
"29050","scaffold0035:11736099|11736609","20.000","12.000",NA
"29051","scaffold0035:11737045|11737546","4.000",NA,NA
"29052","scaffold0035:11737800|11738650",NA,NA,"3.000"
"29053","scaffold0035:11739487|11741552","5.000",NA,NA
"29054","scaffold0035:1175451|1180753","4.000",NA,NA
"29055","scaffold0035:1175451|1185107",NA,NA,"2.000"
"29056","scaffold0035:1175451|1195264","6.000",NA,NA
"29057","scaffold0035:1184007|1185107","8.000","5.000","8.000"
"29058","scaffold0035:11892460|11898620",NA,NA,"8.000"
"29059","scaffold0035:11892460|11902781","1.000",NA,NA
"29060","scaffold0035:11892460|11922141",NA,NA,"10.000"
"29061","scaffold0035:11896341|11910638","1.000",NA,NA
"29062","scaffold0035:1190120|1190937","16.000","2.000","15.000"
"29063","scaffold0035:1190120|1195264","13.000",NA,NA
"29064","scaffold0035:11902719|11912610","9.000",NA,"1.000"
"29065","scaffold0035:11910536|11911464","8.000",NA,"3.000"
"29066","scaffold0035:11910536|11912610","7.000",NA,"4.000"
"29067","scaffold0035:11910536|11919868",NA,NA,"10.000"
"29068","scaffold0035:11911347|11912610",NA,NA,"6.000"
"29069","scaffold0035:11912442|11919868","9.000","4.000","2.000"
"29070","scaffold0035:11919016|11919868",NA,NA,"1.000"
"29071","scaffold0035:11935841|11937204",NA,"5.000",NA
"29072","scaffold0035:11937717|11938109",NA,"8.000",NA
"29073","scaffold0035:11937717|11938516","3.000",NA,NA
"29074","scaffold0035:11937717|11941857","3.000",NA,NA
"29075","scaffold0035:11937996|11938516",NA,"1.000",NA
"29076","scaffold0035:11941412|11941857",NA,NA,"1.000"
"29077","scaffold0035:12018345|12019642",NA,"7.000",NA
"29078","scaffold0035:12018345|12024125",NA,NA,"5.000"
"29079","scaffold0035:12018798|12028540","2.000",NA,NA
"29080","scaffold0035:12019583|12021814",NA,NA,"3.000"
"29081","scaffold0035:12028383|12035298","7.000","3.000",NA
"29082","scaffold0035:12081984|12086233","19.000","4.000",NA
"29083","scaffold0035:12161300|12162376","2.000",NA,NA
"29084","scaffold0035:12161300|12163190",NA,NA,"6.000"
"29085","scaffold0035:12171200|12172567","2.000",NA,NA
"29086","scaffold0035:12175980|12179862","7.000","16.000","6.000"
"29087","scaffold0035:12179773|12188905",NA,"5.000","7.000"
"29088","scaffold0035:12201895|12203012",NA,"2.000",NA
"29089","scaffold0035:12270817|12271146","12.000",NA,NA
"29090","scaffold0035:12280158|12337834","4.000",NA,NA
"29091","scaffold0035:12288905|12296484","2.000","8.000",NA
"29092","scaffold0035:12288905|12325990","4.000",NA,NA
"29093","scaffold0035:12288905|12354929","3.000",NA,NA
"29094","scaffold0035:12296412|12325990","12.000",NA,"5.000"
"29095","scaffold0035:12296412|12337834","5.000",NA,"7.000"
"29096","scaffold0035:12325739|12337834","39.000","8.000","30.000"
"29097","scaffold0035:12337639|12337834","3.000",NA,NA
"29098","scaffold0035:12337639|12342120","2.000",NA,NA
"29099","scaffold0035:12337639|12345639",NA,"10.000",NA
"29100","scaffold0035:12337639|12345643","1.000",NA,NA
"29101","scaffold0035:12337639|12347080","6.000",NA,NA
"29102","scaffold0035:12543823|12545246","3.000",NA,NA
"29103","scaffold0035:12547680|12552341","9.000",NA,NA
"29104","scaffold0035:12562865|12571654","4.000",NA,"5.000"
"29105","scaffold0035:12562865|12582396","15.000","4.000","2.000"
"29106","scaffold0035:12763614|12763788","8.000",NA,NA
"29107","scaffold0035:12777700|12789667","5.000",NA,NA
"29108","scaffold0035:12777700|12828982",NA,NA,"2.000"
"29109","scaffold0035:12789553|12810090","92.000","26.000","23.000"
"29110","scaffold0035:12789553|12828982","5.000",NA,"9.000"
"29111","scaffold0035:12803526|12810090",NA,"4.000","2.000"
"29112","scaffold0035:12807994|12810090","1292.000","391.000","413.000"
"29113","scaffold0035:12807994|12822754","2.000",NA,NA
"29114","scaffold0035:12807994|12824637","1.000",NA,NA
"29115","scaffold0035:12882419|12887826",NA,"2.000",NA
"29116","scaffold0035:12885041|12887826","2.000",NA,NA
"29117","scaffold0035:13037913|13040268","3.000",NA,"1.000"
"29118","scaffold0035:1305002|1307270","2.000",NA,NA
"29119","scaffold0035:1306719|1307270","1.000",NA,NA
"29120","scaffold0035:1307092|1309938","40.000","8.000","32.000"
"29121","scaffold0035:1307092|1311538","4.000",NA,NA
"29122","scaffold0035:1307904|1311313","2.000",NA,NA
"29123","scaffold0035:1307904|1316008","5.000","7.000","6.000"
"29124","scaffold0035:1308632|1309643","3.000",NA,NA
"29125","scaffold0035:1309080|1309643","1.000",NA,NA
"29126","scaffold0035:1310466|1311538","144.000","80.000","59.000"
"29127","scaffold0035:1310466|1312158","71.000","6.000","3.000"
"29128","scaffold0035:1310466|1315986","3.000",NA,NA
"29129","scaffold0035:1310466|1316008","101.000","5.000","3.000"
"29130","scaffold0035:1311328|1311522","1.000",NA,NA
"29131","scaffold0035:1314701|1316008","11.000",NA,"3.000"
"29132","scaffold0035:1315943|1317275",NA,NA,"2.000"
"29133","scaffold0035:1333007|1335445","7.000","5.000","4.000"
"29134","scaffold0035:1334192|1335445","3.000",NA,"1.000"
"29135","scaffold0035:13509495|13518465","6.000",NA,NA
"29136","scaffold0035:13516282|13518465",NA,NA,"9.000"
"29137","scaffold0035:13523196|13532581","30.000","26.000","22.000"
"29138","scaffold0035:13525777|13529478",NA,"6.000",NA
"29139","scaffold0035:13525777|13532581","5.000",NA,NA
"29140","scaffold0035:13534407|13538449","2.000",NA,NA
"29141","scaffold0035:13552593|13553491","5.000","11.000","5.000"
"29142","scaffold0035:13552593|13555583","5.000","13.000","4.000"
"29143","scaffold0035:13552593|13557258","2.000",NA,"2.000"
"29144","scaffold0035:13554344|13559169",NA,NA,"7.000"
"29145","scaffold0035:13554344|13559234","21.000","9.000","9.000"
"29146","scaffold0035:13557175|13559234",NA,NA,"2.000"
"29147","scaffold0035:13620410|13623464","3.000",NA,NA
"29148","scaffold0035:13620410|13624991","8.000",NA,NA
"29149","scaffold0035:13620410|13636213",NA,NA,"3.000"
"29150","scaffold0035:1379216|1383420",NA,NA,"1.000"
"29151","scaffold0035:14055805|14087009","6.000",NA,NA
"29152","scaffold0035:14086886|14109320","3.000","6.000",NA
"29153","scaffold0035:14086886|14132894",NA,NA,"2.000"
"29154","scaffold0035:14098600|14109320","1.000",NA,NA
"29155","scaffold0035:14116686|14120829","6.000",NA,"5.000"
"29156","scaffold0035:14116686|14132894","67.000","28.000","3.000"
"29157","scaffold0035:14120257|14132894","28.000","4.000","3.000"
"29158","scaffold0035:1418322|1422504",NA,NA,"2.000"
"29159","scaffold0035:1454631|1461235",NA,NA,"3.000"
"29160","scaffold0035:1454631|1463135","5.000","4.000",NA
"29161","scaffold0035:14582544|14585336",NA,"8.000",NA
"29162","scaffold0035:14582612|14585336",NA,NA,"8.000"
"29163","scaffold0035:1470455|1476533",NA,NA,"2.000"
"29164","scaffold0035:1472510|1472712","2.000",NA,NA
"29165","scaffold0035:1475384|1476533","14.000","26.000","17.000"
"29166","scaffold0035:1475384|1485948","8.000","3.000",NA
"29167","scaffold0035:1475384|1487133","14.000","2.000","13.000"
"29168","scaffold0035:14771992|14779998","8.000",NA,"4.000"
"29169","scaffold0035:14771992|14812657","2.000",NA,NA
"29170","scaffold0035:14819776|14824603",NA,"10.000",NA
"29171","scaffold0035:14819776|14827012","2.000",NA,NA
"29172","scaffold0035:1487005|1494703",NA,NA,"2.000"
"29173","scaffold0035:14881551|14881732","3.000",NA,NA
"29174","scaffold0035:14884033|14897681","1.000",NA,NA
"29175","scaffold0035:1488463|1494117",NA,NA,"6.000"
"29176","scaffold0035:1488463|1494703","1.000",NA,NA
"29177","scaffold0035:14893332|14897681","2.000",NA,NA
"29178","scaffold0035:14903396|14904058",NA,"1.000",NA
"29179","scaffold0035:1493165|1494703",NA,NA,"3.000"
"29180","scaffold0035:1493760|1500495",NA,NA,"3.000"
"29181","scaffold0035:1494583|1497182","5.000","1.000","45.000"
"29182","scaffold0035:1494583|1497936","8.000","3.000","1.000"
"29183","scaffold0035:1507179|1507638","1.000",NA,NA
"29184","scaffold0035:15128022|15138233",NA,"1.000",NA
"29185","scaffold0035:15136009|15138233","4.000",NA,NA
"29186","scaffold0035:15152546|15155964","4.000",NA,NA
"29187","scaffold0035:15176744|15181281","4.000",NA,NA
"29188","scaffold0035:15198771|15202897",NA,NA,"4.000"
"29189","scaffold0035:15258650|15261534",NA,"2.000",NA
"29190","scaffold0035:15258650|15263871","6.000","33.000","16.000"
"29191","scaffold0035:15277430|15284892",NA,"4.000","3.000"
"29192","scaffold0035:15279534|15284892",NA,"9.000",NA
"29193","scaffold0035:1537051|1543647","2.000",NA,NA
"29194","scaffold0035:1584464|1588599","3.000",NA,NA
"29195","scaffold0035:1585203|1588599","9.000","4.000","6.000"
"29196","scaffold0035:1587904|1588599","13.000",NA,"6.000"
"29197","scaffold0035:1609424|1610309","7.000","21.000",NA
"29198","scaffold0035:1621590|1623374","3.000",NA,NA
"29199","scaffold0035:1621590|1624961",NA,NA,"1.000"
"29200","scaffold0035:1622319|1623374",NA,"3.000",NA
"29201","scaffold0035:1624751|1629236","4.000",NA,"2.000"
"29202","scaffold0035:1628507|1630701","1.000",NA,NA
"29203","scaffold0035:17311183|17355193",NA,"5.000",NA
"29204","scaffold0035:17332431|17355193","7.000",NA,NA
"29205","scaffold0035:17352309|17378331","27.000","29.000","10.000"
"29206","scaffold0035:17352309|17396218","1.000",NA,NA
"29207","scaffold0035:17352320|17355148",NA,NA,"4.000"
"29208","scaffold0035:17365504|17378331","12.000","24.000","3.000"
"29209","scaffold0035:17369215|17374120",NA,"5.000",NA
"29210","scaffold0035:17369215|17378331",NA,"2.000","1.000"
"29211","scaffold0035:17372842|17386186",NA,NA,"1.000"
"29212","scaffold0035:17378293|17394538","6.000",NA,NA
"29213","scaffold0035:17475839|17488581","1.000",NA,NA
"29214","scaffold0035:17475839|17494803","16.000",NA,NA
"29215","scaffold0035:17497746|17521036","2.000",NA,NA
"29216","scaffold0035:17532743|17536700","2.000",NA,NA
"29217","scaffold0035:17554608|17562171","1.000","1.000",NA
"29218","scaffold0035:17930428|17931614","3.000",NA,NA
"29219","scaffold0035:17941687|17942095","1.000",NA,"2.000"
"29220","scaffold0035:17979934|17981329",NA,"16.000",NA
"29221","scaffold0035:17986782|17988124",NA,"7.000",NA
"29222","scaffold0035:17989446|17990808","3.000",NA,NA
"29223","scaffold0035:18065308|18068083","3.000",NA,NA
"29224","scaffold0035:18076902|18080827",NA,"6.000",NA
"29225","scaffold0035:1817815|1820918",NA,NA,"2.000"
"29226","scaffold0035:1847111|1859239","20.000","12.000","2.000"
"29227","scaffold0035:1856062|1859239","23.000","3.000",NA
"29228","scaffold0035:2041634|2045249",NA,NA,"1.000"
"29229","scaffold0035:2041634|2047722",NA,"9.000",NA
"29230","scaffold0035:2041634|2056248","17.000","25.000","9.000"
"29231","scaffold0035:2117167|2126723",NA,NA,"11.000"
"29232","scaffold0035:2117167|2137079",NA,NA,"2.000"
"29233","scaffold0035:2126364|2126723",NA,NA,"4.000"
"29234","scaffold0035:2126587|2137079",NA,"9.000","7.000"
"29235","scaffold0035:2126587|2140283",NA,"7.000",NA
"29236","scaffold0035:2126587|2165075",NA,NA,"1.000"
"29237","scaffold0035:2136968|2138284","1.000",NA,NA
"29238","scaffold0035:2136968|2140283","3.000",NA,NA
"29239","scaffold0035:2136968|2195936",NA,NA,"3.000"
"29240","scaffold0035:2263850|2264878","1.000",NA,NA
"29241","scaffold0035:2263850|2265238","2.000",NA,"1.000"
"29242","scaffold0035:2265155|2273875","7.000",NA,NA
"29243","scaffold0035:2285515|2286973","2.000",NA,NA
"29244","scaffold0035:2292478|2293566",NA,NA,"1.000"
"29245","scaffold0035:2299664|2300653","5.000",NA,NA
"29246","scaffold0035:2302912|2303981","627.000","509.000","491.000"
"29247","scaffold0035:2305933|2306883","1.000","2.000",NA
"29248","scaffold0035:2331856|2333205","83.000","15.000","41.000"
"29249","scaffold0035:2338918|2339185","10.000",NA,NA
"29250","scaffold0035:2385412|2385585",NA,"2.000","2.000"
"29251","scaffold0035:2395956|2405850","1.000",NA,NA
"29252","scaffold0035:2432964|2435177","4.000",NA,NA
"29253","scaffold0035:2435068|2435609",NA,NA,"5.000"
"29254","scaffold0035:2470905|2486570","29.000","8.000","12.000"
"29255","scaffold0035:2482861|2486570",NA,"8.000",NA
"29256","scaffold0035:2485568|2486570",NA,NA,"1.000"
"29257","scaffold0035:2486506|2487054","1.000","2.000","2.000"
"29258","scaffold0035:2486506|2496123","8.000",NA,"3.000"
"29259","scaffold0035:2486506|2500683","54.000","11.000","57.000"
"29260","scaffold0035:2495743|2495932","2.000",NA,"2.000"
"29261","scaffold0035:2495743|2496123","14.000","20.000","11.000"
"29262","scaffold0035:2495743|2500683","17.000","6.000","3.000"
"29263","scaffold0035:2495854|2500683","16.000","4.000","12.000"
"29264","scaffold0035:2496017|2500683","6.000","2.000",NA
"29265","scaffold0035:2500589|2503003",NA,NA,"2.000"
"29266","scaffold0035:2628903|2631187",NA,NA,"3.000"
"29267","scaffold0035:2647858|2648911","3.000",NA,NA
"29268","scaffold0035:3047480|3047702","97.000","38.000","68.000"
"29269","scaffold0035:3295844|3303792",NA,NA,"1.000"
"29270","scaffold0035:3303697|3304364",NA,NA,"2.000"
"29271","scaffold0035:3334563|3353758","3.000",NA,NA
"29272","scaffold0035:3402135|3402349",NA,NA,"3.000"
"29273","scaffold0035:3424074|3426370","15.000","24.000",NA
"29274","scaffold0035:3424074|3430463","4.000",NA,NA
"29275","scaffold0035:3424263|3424947","5.000",NA,"5.000"
"29276","scaffold0035:3445980|3446164","3.000",NA,NA
"29277","scaffold0035:3456333|3459420","5.000",NA,"10.000"
"29278","scaffold0035:3460000|3460675","9.000",NA,NA
"29279","scaffold0035:3460194|3460414",NA,"3.000",NA
"29280","scaffold0035:3461738|3463736",NA,"9.000","4.000"
"29281","scaffold0035:3462076|3463736",NA,NA,"2.000"
"29282","scaffold0035:3477811|3478488","2.000",NA,NA
"29283","scaffold0035:3478131|3479259",NA,"8.000",NA
"29284","scaffold0035:3484687|3486005",NA,NA,"6.000"
"29285","scaffold0035:3493995|3494507",NA,NA,"1.000"
"29286","scaffold0035:4241848|4242086","4.000",NA,NA
"29287","scaffold0035:4303702|4306261","3.000",NA,NA
"29288","scaffold0035:4309340|4310484","2.000",NA,NA
"29289","scaffold0035:4378809|4386711","3.000",NA,NA
"29290","scaffold0035:4382630|4383099",NA,"8.000",NA
"29291","scaffold0035:4388657|4389208","7.000",NA,NA
"29292","scaffold0035:4624419|4633108","2.000",NA,NA
"29293","scaffold0035:4657986|4660190","2.000","1.000",NA
"29294","scaffold0035:4693641|4695278","2.000",NA,NA
"29295","scaffold0035:4693641|4701407","2.000",NA,"6.000"
"29296","scaffold0035:4695049|4698028","2.000",NA,NA
"29297","scaffold0035:4695049|4701407","36.000","7.000","8.000"
"29298","scaffold0035:4833524|4850054","7.000","14.000","5.000"
"29299","scaffold0035:4833524|4858814","3.000",NA,"4.000"
"29300","scaffold0035:4840163|4845723","10.000",NA,"2.000"
"29301","scaffold0035:4840163|4850054","40.000","11.000","4.000"
"29302","scaffold0035:4847943|4850054","9.000",NA,NA
"29303","scaffold0035:5122420|5123093","1.000",NA,NA
"29304","scaffold0035:5185386|5188292","16.000","15.000",NA
"29305","scaffold0035:5185386|5259937","1.000",NA,NA
"29306","scaffold0035:5187326|5188292","3.000",NA,NA
"29307","scaffold0035:5482391|5484035",NA,"8.000",NA
"29308","scaffold0035:5559688|5595732",NA,"6.000",NA
"29309","scaffold0035:5578518|5590199",NA,"3.000",NA
"29310","scaffold0035:5584650|5595732",NA,NA,"4.000"
"29311","scaffold0035:5584650|5617426",NA,"8.000",NA
"29312","scaffold0035:5590097|5605554",NA,NA,"2.000"
"29313","scaffold0035:5590097|5617426","2.000","20.000",NA
"29314","scaffold0035:5590097|5633500","16.000",NA,NA
"29315","scaffold0035:5590097|5701258","2.000",NA,NA
"29316","scaffold0035:5603783|5617426",NA,NA,"1.000"
"29317","scaffold0035:5608386|5633500","2.000",NA,"11.000"
"29318","scaffold0035:5612281|5633500","3.000",NA,NA
"29319","scaffold0035:5616723|5633500",NA,NA,"2.000"
"29320","scaffold0035:5617331|5633500","3.000",NA,NA
"29321","scaffold0035:5617331|5645011","4.000",NA,NA
"29322","scaffold0035:5617331|5701258","6.000",NA,NA
"29323","scaffold0035:5701221|5731133","2.000","7.000",NA
"29324","scaffold0035:5701221|5754821","5.000",NA,NA
"29325","scaffold0035:5723613|5754821",NA,"3.000","2.000"
"29326","scaffold0035:5731058|5754821","1.000",NA,NA
"29327","scaffold0035:5741959|5754821","3.000","1.000",NA
"29328","scaffold0035:5749960|5754821","19.000","19.000","1.000"
"29329","scaffold0035:5749960|5806652","2.000",NA,NA
"29330","scaffold0035:5806492|5823143",NA,"10.000",NA
"29331","scaffold0035:5884652|5891116","71.000","84.000","26.000"
"29332","scaffold0035:5967667|5979611",NA,NA,"2.000"
"29333","scaffold0035:6037938|6038103",NA,"4.000",NA
"29334","scaffold0035:6044907|6046107",NA,"2.000",NA
"29335","scaffold0035:6871984|6874927","3.000","1.000","1.000"
"29336","scaffold0035:6885586|6908610","4.000",NA,NA
"29337","scaffold0035:6908493|6913569","4.000","2.000",NA
"29338","scaffold0035:797023|808363",NA,NA,"5.000"
"29339","scaffold0035:802855|808363","4.000","3.000",NA
"29340","scaffold0035:8165401|8170144","3.000",NA,NA
"29341","scaffold0035:8219050|8220201","1.000",NA,NA
"29342","scaffold0035:8219050|8223345","6.000","8.000","4.000"
"29343","scaffold0035:839577|851435","3.000",NA,NA
"29344","scaffold0035:839577|872206",NA,"7.000",NA
"29345","scaffold0035:851272|872206","1.000",NA,"5.000"
"29346","scaffold0035:8539270|8544850","13.000",NA,"10.000"
"29347","scaffold0035:8546999|8552397","4.000","6.000",NA
"29348","scaffold0035:8552333|8554955","56.000","13.000","13.000"
"29349","scaffold0035:8555536|8560792","5.000","7.000",NA
"29350","scaffold0035:8567601|8569361","4.000",NA,NA
"29351","scaffold0035:8570853|8575537","19.000","37.000","2.000"
"29352","scaffold0035:8606432|8609854","2.000",NA,NA
"29353","scaffold0035:8606432|8620152",NA,"1.000",NA
"29354","scaffold0035:861965|872206","3.000",NA,NA
"29355","scaffold0035:8629143|8635793",NA,NA,"4.000"
"29356","scaffold0035:8639514|8645662","6.000",NA,NA
"29357","scaffold0035:8645542|8648839",NA,"13.000",NA
"29358","scaffold0035:8648416|8648839",NA,NA,"1.000"
"29359","scaffold0035:8812225|8820908","2.000",NA,"2.000"
"29360","scaffold0035:8841513|8859456","9.000",NA,"8.000"
"29361","scaffold0035:8846284|8850234","3.000",NA,NA
"29362","scaffold0035:8865842|8866433",NA,"1.000",NA
"29363","scaffold0035:8956639|8969497","4.000",NA,NA
"29364","scaffold0035:9002143|9010420","19.000",NA,"1.000"
"29365","scaffold0035:9505695|9518382",NA,"5.000",NA
"29366","scaffold0035:9507191|9518382","5.000",NA,NA
"29367","scaffold0035:9512154|9518382","3.000",NA,NA
"29368","scaffold0035:9513334|9518382","3.000",NA,NA
"29369","scaffold0035:9530026|9532654","11.000",NA,NA
"29370","scaffold0035:9736618|9747320",NA,NA,"2.000"
"29371","scaffold0035:9740228|9747320","4.000",NA,NA
"29372","scaffold0036:10079403|10080672","1.000",NA,NA
"29373","scaffold0036:10194388|10203396","2.000",NA,NA
"29374","scaffold0036:10194388|10277461","6.000",NA,NA
"29375","scaffold0036:10203239|10222768","6.000",NA,NA
"29376","scaffold0036:10203239|10277461","38.000","22.000","18.000"
"29377","scaffold0036:10203239|10293035","1.000","1.000",NA
"29378","scaffold0036:10203239|10302671","4.000","26.000","2.000"
"29379","scaffold0036:10203239|10316962","1.000",NA,"5.000"
"29380","scaffold0036:10277335|10301249","6.000",NA,NA
"29381","scaffold0036:10277335|10302671",NA,NA,"6.000"
"29382","scaffold0036:10277335|10316962",NA,"4.000",NA
"29383","scaffold0036:10289313|10302671",NA,NA,"2.000"
"29384","scaffold0036:10314178|10325693","1.000",NA,NA
"29385","scaffold0036:10314178|10331204",NA,"4.000",NA
"29386","scaffold0036:1032683|1037333",NA,NA,"3.000"
"29387","scaffold0036:10384379|10404792",NA,"9.000",NA
"29388","scaffold0036:10384379|10416822",NA,NA,"4.000"
