"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100323660|100333636",2,NA,8
"18005","scaffold0041:10014339|10027273",34,28,8
"18006","scaffold0041:10026723|10027273",164,67,38
"18007","scaffold0041:10026723|10031013",NA,14,6
"18008","scaffold0041:10026723|10035517",6,5,NA
"18009","scaffold0041:10030896|10035517",12,NA,NA
"18010","scaffold0041:10033463|10035517",464,272,224
"18011","scaffold0041:10128183|10129659",12,NA,2
"18012","scaffold0041:10129553|10133221",12,5,2
"18013","scaffold0041:10131512|10134393",6,NA,NA
"18014","scaffold0041:10188762|10191995",NA,NA,1
"18015","scaffold0041:10189975|10190332",7,NA,NA
"18016","scaffold0041:10191044|10191657",2,NA,NA
"18017","scaffold0041:10198688|10200605",16,NA,5
"18018","scaffold0041:10198688|10210982",NA,1,4
"18019","scaffold0041:10200475|10204178",113,130,124
"18020","scaffold0041:10200475|10206008",42,26,6
"18021","scaffold0041:10200475|10210982",19,NA,NA
"18022","scaffold0041:10204040|10206008",4,NA,1
"18023","scaffold0041:10204040|10210982",NA,11,1
"18024","scaffold0041:10208106|10210982",NA,NA,3
"18025","scaffold0041:10311958|10312756",21,39,NA
"18026","scaffold0041:10329679|10330842",10,NA,8
"18027","scaffold0041:10339052|10345817",3,NA,NA
"18028","scaffold0041:10339052|10358903",5,NA,NA
"18029","scaffold0041:10379943|10381082",5,NA,1
"18030","scaffold0041:10394321|10401785",NA,NA,2
"18031","scaffold0041:10394321|10419128",4,17,6
"18032","scaffold0041:10553757|10553950",1,NA,NA
"18033","scaffold0041:10574852|10576989",10,NA,NA
"18034","scaffold0041:10720032|10723532",NA,10,NA
"18035","scaffold0041:10720032|10725989",7,NA,NA
"18036","scaffold0041:10745459|10748904",4,NA,7
"18037","scaffold0041:10768691|10768845",6,NA,3
"18038","scaffold0041:10768691|10774039",10,11,5
"18039","scaffold0041:10845975|10860435",3,NA,NA
"18040","scaffold0041:10859782|10868044",2,NA,4
"18041","scaffold0041:10859782|10869884",5,NA,NA
"18042","scaffold0041:11212436|11217989",NA,1,NA
"18043","scaffold0041:11212436|11221415",NA,2,NA
"18044","scaffold0041:2126654|2133822",8,NA,NA
"18045","scaffold0041:227813|258034",NA,4,NA
"18046","scaffold0041:244935|245251",NA,NA,5
"18047","scaffold0041:4153657|4164036",NA,3,NA
"18048","scaffold0041:4153657|4168839",NA,4,NA
"18049","scaffold0041:4160491|4178780",NA,10,NA
"18050","scaffold0041:4171815|4178780",9,6,10
"18051","scaffold0041:4176823|4178780",8,4,9
"18052","scaffold0041:4179630|4191746",2,NA,NA
"18053","scaffold0041:4190683|4191746",18,70,1
"18054","scaffold0041:4190683|4196676",39,5,6
"18055","scaffold0041:4319361|4324811",16,7,12
"18056","scaffold0041:4319361|4336240",6,NA,NA
"18057","scaffold0041:4319361|4345745",2,NA,NA
"18058","scaffold0041:4332115|4336240",4,NA,2
"18059","scaffold0041:4385331|4386324",NA,NA,4
"18060","scaffold0041:4388894|4399789",NA,3,NA
"18061","scaffold0041:4395827|4396223",2,NA,NA
"18062","scaffold0041:4662499|4667551",17,NA,NA
"18063","scaffold0041:4870763|4889837",79,16,NA
"18064","scaffold0041:4870763|4906397",28,13,NA
"18065","scaffold0041:4870763|4907597",12,NA,NA
"18066","scaffold0041:4870763|4931495",30,9,5
"18067","scaffold0041:4870763|4948632",10,NA,NA
"18068","scaffold0041:4888702|4889837",3,NA,NA
"18069","scaffold0041:4920083|4931495",28,12,17
"18070","scaffold0041:4922829|4948632",2,NA,NA
"18071","scaffold0041:5133117|5138548",6,1,4
"18072","scaffold0041:5162983|5178510",5,31,16
"18073","scaffold0041:5162983|5188231",38,27,43
"18074","scaffold0041:5174074|5178510",10,2,9
"18075","scaffold0041:5174074|5188231",13,14,7
"18076","scaffold0041:5188022|5188231",NA,NA,3
"18077","scaffold0041:5501272|5502885",1,NA,3
"18078","scaffold0041:5501272|5506873",130,147,150
"18079","scaffold0041:5501272|5511350",36,21,47
"18080","scaffold0041:5502684|5502885",2,10,NA
"18081","scaffold0041:5502684|5511350",NA,NA,4
"18082","scaffold0041:5506624|5511350",NA,3,5
"18083","scaffold0041:5511089|5511350",154,182,199
"18084","scaffold0041:7272243|7287329",7,NA,15
"18085","scaffold0041:7282729|7283714",4,NA,12
"18086","scaffold0041:7282729|7285106",1,NA,NA
"18087","scaffold0041:7282729|7286524",2,NA,NA
"18088","scaffold0041:7282729|7287329",38,NA,21
"18089","scaffold0041:7384655|7384816",NA,3,NA
"18090","scaffold0041:7386523|7386696",NA,NA,1
"18091","scaffold0041:7394977|7396724",NA,NA,4
"18092","scaffold0041:7394977|7399434",NA,NA,1
"18093","scaffold0041:7403565|7407711",6,NA,12
"18094","scaffold0041:7575280|7577353",NA,11,NA
"18095","scaffold0041:7772803|7774224",4,NA,NA
"18096","scaffold0041:7779524|7786618",NA,NA,6
"18097","scaffold0041:7794836|7800880",NA,7,NA
"18098","scaffold0041:7797372|7797959",6,NA,NA
"18099","scaffold0041:7876050|7877563",8,NA,2
"18100","scaffold0041:8233204|8234549",2,NA,NA
"18101","scaffold0041:8257919|8260182",1,NA,NA
"18102","scaffold0041:8290345|8291020",15,NA,NA
"18103","scaffold0041:8449773|8455983",22,30,8
"18104","scaffold0041:8470478|8471259",11,NA,NA
"18105","scaffold0041:8470588|8471122",3,NA,NA
"18106","scaffold0041:8485582|8486040",5,NA,NA
"18107","scaffold0041:8565183|8566017",3,NA,NA
"18108","scaffold0041:8759650|8768452",3,NA,NA
"18109","scaffold0041:8763853|8768452",5,NA,NA
"18110","scaffold0041:8765223|8768452",24,5,NA
"18111","scaffold0041:8768466|8770168",NA,NA,1
"18112","scaffold0041:8771398|8771596",1,NA,NA
"18113","scaffold0041:8864554|8865402",2,NA,NA
"18114","scaffold0041:9216610|9221295",18,43,27
"18115","scaffold0041:9216610|9229002",4,NA,NA
"18116","scaffold0041:9216610|9241100",NA,3,NA
"18117","scaffold0041:9250168|9253035",NA,13,9
"18118","scaffold0041:9359210|9374867",NA,NA,1
"18119","scaffold0041:9371262|9372689",84,98,59
"18120","scaffold0041:9371262|9374867",24,33,12
"18121","scaffold0041:9371262|9377609",7,6,5
"18122","scaffold0041:9371262|9382673",NA,3,2
"18123","scaffold0041:9374790|9377609",3,NA,NA
"18124","scaffold0041:9374790|9382673",53,8,10
"18125","scaffold0041:9509883|9513043",NA,15,NA
"18126","scaffold0041:9509883|9518439",9,9,NA
"18127","scaffold0041:9512938|9518439",1,NA,NA
"18128","scaffold0041:9524622|9524853",NA,NA,2
"18129","scaffold0041:9524622|9524856",7,6,NA
"18130","scaffold0041:9526134|9526626",9,NA,NA
"18131","scaffold0041:9543269|9554269",NA,NA,8
"18132","scaffold0041:9550257|9554269",23,NA,NA
"18133","scaffold0041:9662849|9663315",186,71,76
"18134","scaffold0041:9691821|9695962",NA,NA,2
"18135","scaffold0041:9693965|9695962",NA,NA,5
"18136","scaffold0041:9695765|9695962",NA,NA,4
"18137","scaffold0041:9729696|9733752",NA,2,NA
"18138","scaffold0041:9733603|9737990",6,NA,2
"18139","scaffold0041:9737893|9740230",2,NA,NA
"18140","scaffold0041:9746801|9747561",NA,7,NA
"18141","scaffold0041:9785723|9786341",14,4,5
"18142","scaffold0041:9788180|9789024",6,NA,NA
"18143","scaffold0041:9788180|9790847",1,NA,NA
"18144","scaffold0041:9790493|9793505",14,NA,NA
"18145","scaffold0041:9790767|9791147",1,NA,NA
"18146","scaffold0041:9801246|9801820",NA,5,NA
"18147","scaffold0041:9959493|9960736",5,NA,NA
"18148","scaffold0041:9968072|9968532",NA,NA,3
"18149","scaffold0041:9979516|9979799",14,8,8
"18150","scaffold0042:10252547|10254484",9,NA,NA
"18151","scaffold0042:10252547|10260069",7,5,NA
"18152","scaffold0042:10400540|10409546",5,NA,NA
"18153","scaffold0042:10409432|10410501",NA,NA,3
"18154","scaffold0042:10714381|10715068",2,NA,NA
"18155","scaffold0042:10715068|10715821",2,NA,NA
"18156","scaffold0042:10715068|10715822",3,NA,NA
"18157","scaffold0042:10726618|10732696",2,NA,NA
"18158","scaffold0042:10735011|10735988",NA,8,NA
"18159","scaffold0042:10778542|10789492",3,NA,NA
"18160","scaffold0042:10789393|10795312",3,1,NA
"18161","scaffold0042:10797779|10799862",40,48,7
"18162","scaffold0042:10823526|10827098",NA,4,NA
"18163","scaffold0042:10829184|10831552",6,NA,1
"18164","scaffold0042:1267669|1277307",5,18,1
"18165","scaffold0042:1267669|1282280",NA,2,NA
"18166","scaffold0042:1281757|1281879",1,NA,NA
"18167","scaffold0042:1303919|1304071",NA,6,NA
"18168","scaffold0042:1315256|1315789",3,5,3
"18169","scaffold0042:1316358|1317101",6,NA,NA
"18170","scaffold0042:1316358|1318871",NA,5,NA
"18171","scaffold0042:1343264|1348375",8,5,1
"18172","scaffold0042:1348208|1348375",2,NA,NA
"18173","scaffold0042:1404364|1409242",NA,NA,1
"18174","scaffold0042:1420051|1420836",2,NA,NA
"18175","scaffold0042:1420051|1421542",1,NA,NA
"18176","scaffold0042:1420051|1422648",9,NA,NA
"18177","scaffold0042:1422059|1422564",3,NA,NA
"18178","scaffold0042:1432207|1433376",3,NA,NA
"18179","scaffold0042:1477629|1479123",2,8,7
"18180","scaffold0042:1485180|1485772",1,NA,NA
"18181","scaffold0042:1487946|1490542",14,9,NA
"18182","scaffold0042:1489349|1489768",NA,NA,6
"18183","scaffold0042:1634961|1651404",10,NA,NA
"18184","scaffold0042:207482|216406",NA,NA,7
"18185","scaffold0042:208191|216406",6,NA,NA
"18186","scaffold0042:208726|209366",NA,NA,2
"18187","scaffold0042:208924|209246",NA,6,4
"18188","scaffold0042:208942|209246",NA,1,NA
"18189","scaffold0042:209246|210682",NA,NA,1
"18190","scaffold0042:209246|216406",NA,NA,6
"18191","scaffold0042:212357|216406",368,298,232
"18192","scaffold0042:212357|218019",NA,9,NA
"18193","scaffold0042:212357|219012",3,NA,NA
"18194","scaffold0042:216283|216406",5,8,6
"18195","scaffold0042:216283|219012",20,10,3
"18196","scaffold0042:217800|223661",15,19,NA
"18197","scaffold0042:217800|227727",21,28,25
"18198","scaffold0042:222146|223661",33,34,54
"18199","scaffold0042:222146|227727",8,4,2
"18200","scaffold0042:226677|227727",9,16,5
"18201","scaffold0042:250370|250773",4,NA,NA
"18202","scaffold0042:250463|250674",NA,NA,1
"18203","scaffold0042:261544|263777",4,NA,1
"18204","scaffold0042:263441|263777",6,14,3
"18205","scaffold0042:266872|267029",7,4,11
"18206","scaffold0042:2758415|2761966",2,NA,NA
"18207","scaffold0042:2823665|2841556",1,NA,NA
"18208","scaffold0042:2837534|2841556",7,NA,NA
"18209","scaffold0042:3174376|3184716",NA,5,2
"18210","scaffold0042:3361562|3365499",9,NA,NA
"18211","scaffold0042:3361562|3367347",14,3,20
"18212","scaffold0042:3372412|3373003",9,NA,NA
"18213","scaffold0042:3375778|3377847",NA,6,NA
"18214","scaffold0042:3376881|3377847",672,312,291
"18215","scaffold0042:3611429|3621175",2,NA,NA
"18216","scaffold0042:3613166|3620615",3,NA,NA
"18217","scaffold0042:3618741|3624327",4,NA,NA
"18218","scaffold0042:3640619|3645518",10,19,16
"18219","scaffold0042:3642170|3645518",NA,NA,13
"18220","scaffold0042:380329|388298",2,14,NA
"18221","scaffold0042:3831214|3831391",8,NA,NA
"18222","scaffold0042:388013|388298",460,412,196
"18223","scaffold0042:3902784|3911703",1,NA,NA
"18224","scaffold0042:3974310|3985487",11,2,6
"18225","scaffold0042:3974310|3986582",6,1,NA
"18226","scaffold0042:3974310|3995915",1,3,3
"18227","scaffold0042:3995768|4005204",17,NA,10
"18228","scaffold0042:4398170|4398593",NA,NA,1
"18229","scaffold0042:44243|48280",NA,NA,1
"18230","scaffold0042:4571247|4577090",5,NA,NA
"18231","scaffold0042:4574494|4576460",8,NA,NA
"18232","scaffold0042:48108|49474",1108,512,465
"18233","scaffold0042:489556|495550",12,NA,NA
"18234","scaffold0042:49371|51558",7,NA,NA
"18235","scaffold0042:494680|497031",19,NA,16
"18236","scaffold0042:499243|501434",NA,NA,5
"18237","scaffold0042:501927|502162",1,NA,7
"18238","scaffold0042:5210324|5210715",37,44,21
"18239","scaffold0042:5211448|5212079",15,NA,NA
"18240","scaffold0042:5219145|5224022",NA,9,NA
"18241","scaffold0042:522524|522894",1,2,NA
"18242","scaffold0042:6532398|6561965",2,NA,NA
"18243","scaffold0042:6532398|6581387",2,NA,NA
"18244","scaffold0042:716698|716970",NA,1,NA
"18245","scaffold0042:718185|718920",5,NA,NA
"18246","scaffold0042:7494718|7497791",NA,6,NA
"18247","scaffold0042:7494845|7497791",2,NA,NA
"18248","scaffold0042:8439854|8441111",10,NA,NA
"18249","scaffold0042:8439854|8446484",NA,2,NA
"18250","scaffold0042:8864620|8882738",19,23,NA
"18251","scaffold0042:8864620|8929054",2,NA,NA
"18252","scaffold0042:8905837|8919003",57,27,NA
"18253","scaffold0042:8949901|8960703",2,NA,NA
"18254","scaffold0042:9055985|9061408",6,17,7
"18255","scaffold0042:9055985|9099631",5,NA,15
"18256","scaffold0042:9055985|9113326",NA,NA,7
"18257","scaffold0042:9055985|9133525",NA,NA,3
"18258","scaffold0042:9056499|9061408",39,49,21
"18259","scaffold0042:9056499|9099631",14,32,14
"18260","scaffold0042:9056499|9113326",5,27,9
"18261","scaffold0042:9098268|9099631",22,47,61
"18262","scaffold0042:9098268|9113326",NA,NA,3
"18263","scaffold0042:9113185|9133525",1,NA,NA
"18264","scaffold0042:911399|911612",NA,NA,1
"18265","scaffold0042:9130078|9133525",13,NA,13
"18266","scaffold0042:9132835|9133525",NA,11,15
"18267","scaffold0042:946433|950857",48,38,30
"18268","scaffold0042:947069|950857",13,12,6
"18269","scaffold0042:948630|950857",9,NA,12
"18270","scaffold0042:9526724|9533256",10,NA,31
"18271","scaffold0042:9526724|9542372",14,21,NA
"18272","scaffold0042:9656738|9664530",NA,NA,2
"18273","scaffold0042:9663206|9671157",NA,8,NA
"18274","scaffold0042:9676849|9678181",3,NA,NA
"18275","scaffold0042:9679699|9680149",4,NA,NA
"18276","scaffold0042:9687937|9688147",2,NA,2
"18277","scaffold0042:982214|982366",NA,NA,3
"18278","scaffold0043:1176281|1182159",20,NA,NA
"18279","scaffold0043:1411585|1416358",1,NA,NA
"18280","scaffold0043:1411585|1426727",1,NA,NA
"18281","scaffold0043:1439742|1440146",18,NA,5
"18282","scaffold0043:1446791|1448283",18,20,NA
"18283","scaffold0043:1450931|1452742",NA,1,NA
"18284","scaffold0043:1503929|1508251",1,NA,NA
"18285","scaffold0043:1507189|1507354",6,NA,NA
"18286","scaffold0043:1511931|1514987",7,NA,4
"18287","scaffold0043:1518684|1524476",10,7,NA
"18288","scaffold0043:1524300|1542385",NA,1,NA
"18289","scaffold0043:1535602|1542385",12,NA,NA
"18290","scaffold0043:1589811|1636783",7,NA,NA
"18291","scaffold0043:1782028|1782312",1,NA,NA
"18292","scaffold0043:3261250|3263011",9,NA,6
"18293","scaffold0043:3291484|3311754",20,NA,4
"18294","scaffold0043:3311640|3322534",7,NA,NA
"18295","scaffold0043:3854011|3863301",72,27,19
"18296","scaffold0043:3854011|3864912",21,7,5
"18297","scaffold0043:3854011|3892776",28,NA,13
"18298","scaffold0043:3854011|3916235",18,NA,NA
"18299","scaffold0043:3861139|3863301",10,18,NA
"18300","scaffold0043:3861139|3864912",NA,2,NA
"18301","scaffold0043:3861139|3892776",5,NA,NA
"18302","scaffold0043:3892685|3916235",2,NA,NA
"18303","scaffold0043:3916071|3916235",1,NA,NA
"18304","scaffold0043:4082192|4101159",NA,2,NA
"18305","scaffold0043:4085184|4086754",NA,2,NA
"18306","scaffold0043:4085184|4101159",7,NA,3
"18307","scaffold0043:4086636|4101159",8,NA,NA
"18308","scaffold0043:4100980|4137225",2,NA,NA
"18309","scaffold0043:4137180|4148093",1,NA,NA
"18310","scaffold0043:4170354|4204349",38,35,8
"18311","scaffold0043:4200438|4204349",1,NA,NA
"18312","scaffold0043:4200438|4304257",2,NA,NA
"18313","scaffold0043:4200438|4305570",1,NA,NA
"18314","scaffold0043:4243249|4354698",NA,NA,1
"18315","scaffold0043:4245714|4354698",NA,NA,4
"18316","scaffold0043:4974871|4984059",1,NA,NA
"18317","scaffold0043:5554934|5591277",NA,11,NA
"18318","scaffold0043:5580266|5622676",2,NA,NA
"18319","scaffold0043:5582144|5591277",6,NA,NA
"18320","scaffold0043:5622272|5785726",5,NA,NA
"18321","scaffold0043:5666104|5743812",4,NA,NA
"18322","scaffold0043:7098149|7102452",NA,NA,5
"18323","scaffold0043:7151964|7164110",2,NA,NA
"18324","scaffold0043:7236278|7238411",1,4,10
"18325","scaffold0043:7815989|7820184",4,NA,NA
"18326","scaffold0043:8072110|8084884",12,NA,NA
"18327","scaffold0043:8493892|8517047",1,NA,NA
"18328","scaffold0043:8876079|8889399",NA,24,6
"18329","scaffold0043:8876079|8943960",NA,NA,1
"18330","scaffold0044:1548019|1557574",9,NA,6
"18331","scaffold0044:1552011|1557574",1,NA,NA
"18332","scaffold0044:1553364|1557574",NA,NA,3
"18333","scaffold0044:2044032|2046201",NA,5,NA
"18334","scaffold0044:4092243|4101489",7,NA,NA
"18335","scaffold0044:4093844|4101489",6,NA,NA
"18336","scaffold0044:4176924|4182653",3,NA,NA
"18337","scaffold0044:4176924|4187408",8,NA,NA
"18338","scaffold0044:4187316|4198086",60,NA,5
"18339","scaffold0044:458221|473113",2,NA,NA
"18340","scaffold0044:4608202|4616527",7,5,1
"18341","scaffold0044:4609100|4616527",5,6,3
"18342","scaffold0044:4616484|4623465",4,NA,NA
"18343","scaffold0044:463961|473113",3,NA,NA
"18344","scaffold0044:6440686|6443846",NA,NA,2
"18345","scaffold0044:6442656|6443846",30,35,7
"18346","scaffold0044:6650800|6655524",10,6,NA
"18347","scaffold0044:6706098|6708166",19,NA,NA
"18348","scaffold0044:6720039|6748317",NA,NA,1
"18349","scaffold0044:6723200|6748317",NA,NA,1
"18350","scaffold0044:6755439|6764468",NA,NA,2
"18351","scaffold0044:6755439|6770960",NA,3,5
"18352","scaffold0044:6755439|6772911",4,4,1
"18353","scaffold0044:6757126|6770960",NA,2,3
"18354","scaffold0044:6757126|6772911",2,1,1
"18355","scaffold0044:6826621|6848804",2,NA,NA
"18356","scaffold0044:6848689|6866190",4,NA,4
"18357","scaffold0044:6848689|6873924",2,NA,NA
"18358","scaffold0044:6864787|6866190",30,NA,5
"18359","scaffold0044:6873497|6873831",1,NA,NA
"18360","scaffold0044:6873497|6873832",8,NA,NA
"18361","scaffold0044:689502|716159",3,NA,NA
"18362","scaffold0044:689502|730688",NA,NA,11
"18363","scaffold0044:714981|716159",293,122,80
"18364","scaffold0044:714981|730688",351,NA,171
"18365","scaffold0044:7575916|7577196",252,135,115
"18366","scaffold0044:7576415|7577196",2,NA,NA
"18367","scaffold0044:7623075|7624182",NA,NA,1
"18368","scaffold0044:7623075|7624864",19,23,32
"18369","scaffold0044:7628609|7630565",NA,10,NA
"18370","scaffold0044:7629012|7637594",NA,4,NA
"18371","scaffold0044:7632488|7635237",3,NA,NA
"18372","scaffold0044:7768374|7769717",21,NA,4
"18373","scaffold0044:7772778|7772975",NA,NA,1
"18374","scaffold0044:7836123|7836886",247,300,147
"18375","scaffold0044:7836123|7842998",NA,NA,1
"18376","scaffold0044:7837695|7838048",NA,NA,2
"18377","scaffold0044:7839129|7853359",NA,NA,2
"18378","scaffold0044:7841348|7842998",5,2,NA
"18379","scaffold0044:7847462|7849163",29,9,3
"18380","scaffold0044:7851046|7853359",34,35,19
"18381","scaffold0044:7851046|7860510",4,NA,8
"18382","scaffold0044:7856682|7860510",7,NA,NA
"18383","scaffold0044:7856682|7866685",1,NA,NA
"18384","scaffold0044:7856682|7903722",1,NA,NA
"18385","scaffold0044:7861528|7866685",2,5,9
"18386","scaffold0044:8003500|8012518",NA,8,NA
"18387","scaffold0044:8012449|8035829",NA,NA,8
"18388","scaffold0044:8018367|8019625",NA,4,NA
"18389","scaffold0044:8019037|8019625",NA,5,NA
"18390","scaffold0044:8019484|8020749",1,5,4
"18391","scaffold0044:8020648|8021628",94,53,70
"18392","scaffold0044:8020905|8021250",3,NA,NA
"18393","scaffold0044:8023208|8035829",NA,6,NA
"18394","scaffold0044:8031811|8035829",53,6,21
"18395","scaffold0044:8061656|8061802",2,NA,NA
"18396","scaffold0044:8638101|8640420",NA,3,NA
"18397","scaffold0044:8766687|8766877",NA,NA,3
"18398","scaffold0044:9035592|9040989",24,21,5
"18399","scaffold0044:9035592|9079184",1,NA,NA
"18400","scaffold0044:9214912|9216829",29,NA,4
"18401","scaffold0044:9221740|9222671",5,NA,NA
"18402","scaffold0044:9277323|9278564",12,18,4
"18403","scaffold0044:9340955|9352099",NA,3,12
"18404","scaffold0044:9340955|9384918",NA,NA,2
"18405","scaffold0044:9340955|9386439",NA,NA,1
"18406","scaffold0044:9358346|9384918",1,NA,NA
"18407","scaffold0044:939510|946813",NA,NA,4
"18408","scaffold0044:942519|946813",NA,NA,1
"18409","scaffold0045:1590459|1600854",6,NA,NA
"18410","scaffold0045:257938|258130",NA,3,NA
"18411","scaffold0045:4507912|4509870",10,7,NA
"18412","scaffold0045:4531661|4544556",13,NA,NA
"18413","scaffold0045:5524378|5546361",3,NA,NA
"18414","scaffold0045:5603148|5611657",3,NA,NA
"18415","scaffold0045:5624383|5629484",14,2,NA
"18416","scaffold0045:5796596|5798906",NA,NA,1
"18417","scaffold0045:5825882|5828135",4,NA,NA
"18418","scaffold0045:5856055|5864397",9,6,1
"18419","scaffold0045:5856055|5866565",4,1,NA
"18420","scaffold0045:5856055|5870859",167,145,113
"18421","scaffold0045:5866483|5870859",20,NA,14
"18422","scaffold0045:5985680|5990864",230,129,108
"18423","scaffold0045:5990431|5990608",14,NA,NA
"18424","scaffold0045:6006053|6006276",2,NA,NA
"18425","scaffold0045:6014877|6019256",NA,NA,5
"18426","scaffold0045:6018995|6024341",4,1,NA
"18427","scaffold0045:6023690|6024341",22,9,4
"18428","scaffold0045:6025683|6029338",NA,NA,2
"18429","scaffold0045:6029103|6029338",25,15,23
"18430","scaffold0045:6131272|6148764",1,NA,NA
"18431","scaffold0045:6146964|6148764",35,NA,13
"18432","scaffold0045:6156319|6156745",2,NA,NA
"18433","scaffold0045:6194333|6209032",NA,5,NA
"18434","scaffold0045:6901019|6906608",11,NA,NA
"18435","scaffold0045:7884533|8052080",24,NA,NA
"18436","scaffold0045:9272532|9276174",2,NA,NA
"18437","scaffold0046:1959664|1979314",NA,NA,1
"18438","scaffold0046:1968911|1979314",8,NA,9
"18439","scaffold0046:1977112|1979314",NA,NA,1
"18440","scaffold0046:2063188|2067671",2,NA,NA
"18441","scaffold0046:2067597|2070069",87,35,31
"18442","scaffold0046:2067959|2068169",2,NA,NA
"18443","scaffold0046:2068188|2073013",2,NA,NA
"18444","scaffold0046:2069957|2073251",10,NA,NA
"18445","scaffold0046:2072944|2081517",20,12,NA
"18446","scaffold0046:2077393|2088596",7,NA,NA
"18447","scaffold0046:2081436|2086347",NA,7,NA
"18448","scaffold0046:2083539|2092807",23,6,2
"18449","scaffold0046:2088439|2092807",36,35,7
"18450","scaffold0046:2092631|2098278",NA,NA,3
"18451","scaffold0046:2229855|2241592",NA,NA,2
"18452","scaffold0046:2258421|2258808",5,15,NA
"18453","scaffold0046:2258421|2287807",NA,NA,4
"18454","scaffold0046:251981|282762",2,NA,NA
"18455","scaffold0046:2701188|2706400",NA,19,2
"18456","scaffold0046:2701188|2716143",1,NA,NA
"18457","scaffold0046:2701188|2754927",NA,NA,2
"18458","scaffold0046:2701188|2762000",5,NA,NA
"18459","scaffold0046:2701188|2815352",3,NA,NA
"18460","scaffold0046:2701188|2849912",NA,5,NA
"18461","scaffold0046:2729929|2748549",5,NA,16
"18462","scaffold0046:2729929|2754927",NA,1,NA
"18463","scaffold0046:2729929|2762000",NA,NA,3
"18464","scaffold0046:2729929|2849912",6,NA,NA
"18465","scaffold0046:2748402|2754927",6,2,NA
"18466","scaffold0046:2748402|2762000",16,42,25
"18467","scaffold0046:2748402|2815352",NA,NA,2
"18468","scaffold0046:2748402|2818693",NA,NA,2
"18469","scaffold0046:2754830|2762000",7,NA,9
"18470","scaffold0046:2754830|2849912",NA,7,NA
"18471","scaffold0046:2760233|2815352",NA,3,NA
"18472","scaffold0046:2760233|2849912",NA,8,NA
"18473","scaffold0046:276808|279742",1,NA,NA
"18474","scaffold0046:2814766|2815352",2,NA,NA
"18475","scaffold0046:2814766|2818693",4,NA,NA
"18476","scaffold0046:2814766|2849912",38,17,39
"18477","scaffold0046:2814919|2815240",NA,NA,2
"18478","scaffold0046:306783|307403",7,1,NA
"18479","scaffold0046:3113253|3114506",NA,NA,1
"18480","scaffold0046:3164776|3166093",347,172,162
"18481","scaffold0046:3164776|3178763",5,NA,3
"18482","scaffold0046:3174177|3178763",2,NA,NA
"18483","scaffold0046:3190935|3193339",NA,NA,5
"18484","scaffold0046:3211772|3211942",NA,1,NA
"18485","scaffold0046:3220702|3222427",4,NA,NA
"18486","scaffold0046:3225121|3225512",16,52,34
"18487","scaffold0046:3225121|3229005",3,NA,NA
"18488","scaffold0046:3228869|3229571",47,53,40
"18489","scaffold0046:3250410|3253568",16,4,5
"18490","scaffold0046:3250410|3257046",1,NA,NA
"18491","scaffold0046:3256964|3263183",NA,2,NA
"18492","scaffold0046:3259681|3263183",10,NA,NA
"18493","scaffold0046:3259681|3267437",4,NA,NA
"18494","scaffold0046:3259807|3260542",1,NA,NA
"18495","scaffold0046:3260542|3263183",1,NA,NA
"18496","scaffold0046:3280226|3280786",90,77,32
"18497","scaffold0046:3280226|3284112",17,22,9
"18498","scaffold0046:3293510|3294458",NA,NA,3
"18499","scaffold0046:3313318|3338539",NA,1,1
"18500","scaffold0046:3373819|3376616",7,NA,NA
"18501","scaffold0046:3467345|3468672",1,NA,NA
"18502","scaffold0046:3561249|3563584",3,NA,NA
"18503","scaffold0046:3561249|3565786",310,140,98
"18504","scaffold0046:3561249|3572756",NA,8,NA
"18505","scaffold0046:3561249|3578556",3,NA,NA
"18506","scaffold0046:3561249|3589943",7,NA,4
"18507","scaffold0046:3575023|3589943",1,NA,NA
"18508","scaffold0046:4131737|4135294",1,NA,4
"18509","scaffold0046:4131737|4139717",367,217,177
"18510","scaffold0046:4135084|4139717",49,NA,8
"18511","scaffold0046:4282295|4292348",6,NA,NA
"18512","scaffold0046:4294028|4301238",17,NA,NA
"18513","scaffold0046:4296162|4297476",14,NA,NA
"18514","scaffold0046:4331775|4335354",17,7,8
"18515","scaffold0046:4340716|4341187",10,NA,NA
"18516","scaffold0046:4340716|4344944",6,NA,1
"18517","scaffold0046:4347823|4352143",NA,1,NA
"18518","scaffold0046:4351520|4353444",NA,9,NA
"18519","scaffold0046:4581377|4583776",4,NA,NA
"18520","scaffold0046:4591941|4595793",125,108,39
"18521","scaffold0046:4591941|4598164",19,26,NA
"18522","scaffold0046:4591941|4601831",88,46,52
"18523","scaffold0046:4601255|4601831",5,17,NA
"18524","scaffold0046:4766027|4796347",NA,NA,1
"18525","scaffold0046:4894901|4898632",2,1,NA
"18526","scaffold0046:5074170|5074710",8,NA,NA
"18527","scaffold0046:5562318|5566172",5,NA,NA
"18528","scaffold0046:5569939|5574374",10,NA,1
"18529","scaffold0046:5637984|5641104",5,NA,NA
"18530","scaffold0046:5640980|5645677",9,NA,NA
"18531","scaffold0046:5644637|5645677",65,NA,NA
"18532","scaffold0046:5699717|5700290",NA,2,NA
"18533","scaffold0046:5703970|5704163",1,NA,NA
"18534","scaffold0046:6440974|6448700",4,NA,NA
"18535","scaffold0046:6510268|6525785",10,NA,NA
"18536","scaffold0046:6525521|6525785",5,6,NA
