"circ_id","mpi1","mpi2","mpi3"
"scaffold0001:105535895|105552281",28,54,17
"scaffold0021:14152787|14154886",22,26,13
"scaffold0021:14378495|14396101",15,19,14
"scaffold0021:14390864|14396101",54,52,39
"scaffold0021:14392868|14396101",35,35,31
"scaffold0021:15032670|15033157",37,49,51
"scaffold0021:15460614|15465531",100,198,48
"scaffold0021:15846294|15846879",85,182,135
"scaffold0021:17413520|17415146",11,22,18
"scaffold0021:176131|176841",100,145,103
"scaffold0021:18072484|18073139",22,27,22
"scaffold0021:18187642|18189798",29,70,51
"scaffold0021:18382409|18385269",80,111,99
"scaffold0021:18430805|18431232",94,127,91
"scaffold0021:190465|201475",32,24,26
"scaffold0021:1972323|1975431",16,13,25
"scaffold0021:19741798|19745265",28,37,27
"scaffold0021:19756962|19760169",43,66,49
"scaffold0021:20125538|20132296",32,22,31
"scaffold0021:20166105|20167377",24,36,36
"scaffold0021:21036345|21040351",11,15,12
"scaffold0021:21161674|21164231",25,53,36
"scaffold0021:2175569|2175895",41,42,97
"scaffold0021:22221040|22227245",14,13,16
"scaffold0021:228475|232704",19,19,30
"scaffold0021:22927652|22931316",12,24,21
"scaffold0021:22960086|22969920",42,51,37
"scaffold0021:23389386|23394908",68,83,59
"scaffold0021:23389898|23394908",361,498,317
"scaffold0021:23403612|23405771",11,19,15
"scaffold0021:24091431|24091739",17,37,39
"scaffold0021:24235807|24236921",52,103,105
"scaffold0021:25513290|25513523",27,57,91
"scaffold0021:25547728|25550360",124,170,95
"scaffold0021:2827514|2828165",17,11,15
"scaffold0021:30282372|30285761",35,13,35
"scaffold0021:30468152|30474177",21,66,24
"scaffold0021:3050336|3055811",15,10,14
"scaffold0021:30518798|30520041",29,16,26
"scaffold0021:3145098|3145353",41,75,132
"scaffold0021:32200829|32201490",13,11,12
"scaffold0021:32915215|32919136",13,22,35
"scaffold0021:33171708|33187094",19,11,16
"scaffold0021:33421037|33428489",69,57,63
"scaffold0021:33445262|33449304",45,59,49
"scaffold0021:34237337|34244127",28,21,29
"scaffold0021:34237337|34266904",22,19,26
"scaffold0021:34451606|34453516",25,40,33
"scaffold0021:34485938|34486338",26,29,43
"scaffold0021:34550980|34561035",74,55,66
"scaffold0021:34555194|34561035",13,40,21
"scaffold0021:34640973|34641450",18,23,19
"scaffold0021:34642674|34643518",25,14,23
"scaffold0021:34952812|34956792",70,81,48
"scaffold0021:35048004|35050301",48,73,74
"scaffold0021:35127926|35133507",16,10,27
"scaffold0021:35300359|35310657",20,19,14
"scaffold0021:8055590|8057494",89,111,131
"scaffold0021:8778349|8779065",179,244,282
"scaffold0021:8939883|8947788",24,28,18
"scaffold0021:8944847|8947788",52,83,54
"scaffold0021:8993597|9005744",47,82,45
"scaffold0021:9230665|9233490",26,34,38
"scaffold0022:1022129|1025857",51,45,102
"scaffold0022:10602100|10605673",39,52,32
"scaffold0022:15579142|15580802",13,17,31
"scaffold0022:16382709|16389710",13,16,17
"scaffold0022:16744402|16745815",278,249,233
"scaffold0022:16744402|16747239",55,78,60
"scaffold0022:17617823|17618189",37,54,48
"scaffold0022:17856491|17857386",46,52,46
"scaffold0022:19703730|19722861",13,10,10
"scaffold0022:19849422|19851674",18,49,30
"scaffold0022:21008212|21010302",48,117,76
"scaffold0022:21266217|21266561",316,417,219
"scaffold0022:21353782|21355294",82,115,113
"scaffold0022:21906935|21913857",19,31,26
"scaffold0022:2236046|2244011",102,112,129
"scaffold0022:2516310|2518310",70,118,89
"scaffold0022:2521261|2524045",13,30,23
"scaffold0022:2626634|2629002",36,31,14
"scaffold0022:26901614|26902006",37,64,41
"scaffold0022:26928657|26929693",23,46,38
"scaffold0022:2765638|2766153",18,39,20
"scaffold0022:2765638|2772001",105,142,122
"scaffold0022:2765638|2789603",57,42,34
"scaffold0022:27844617|27845391",30,16,42
"scaffold0022:2789474|2797477",122,119,82
"scaffold0022:27926213|27932444",16,26,13
"scaffold0022:31612089|31644107",243,165,208
"scaffold0022:32134897|32136560",16,28,43
"scaffold0022:32344637|32346068",10,32,21
"scaffold0022:32377376|32379652",104,138,220
"scaffold0022:32539370|32544596",17,13,22
"scaffold0022:33883819|33884241",49,34,50
"scaffold0022:33971626|33974858",385,277,334
"scaffold0022:4075521|4079349",42,69,37
"scaffold0022:4125579|4128592",28,38,15
"scaffold0022:4128490|4130540",331,423,496
"scaffold0022:4128490|4133881",21,27,22
"scaffold0022:4130401|4133881",17,42,15
"scaffold0022:415408|427466",51,77,64
"scaffold0022:496489|500644",69,112,59
"scaffold0022:6128216|6129520",34,15,26
"scaffold0022:6139579|6148109",168,133,149
"scaffold0022:651472|658691",164,223,74
"scaffold0022:7463354|7463572",323,424,372
"scaffold0022:869825|884667",54,110,51
"scaffold0022:869836|884667",199,181,118
"scaffold0022:877572|884667",46,58,25
"scaffold0022:882567|884667",93,113,59
"scaffold0023:10368626|10369425",369,293,243
"scaffold0023:10766837|10769777",27,48,46
"scaffold0023:11014229|11024947",74,77,16
"scaffold0023:11324464|11324866",28,36,33
"scaffold0023:11388690|11390503",17,18,10
"scaffold0023:11669089|11674195",91,209,125
"scaffold0023:11739976|11744724",18,70,30
"scaffold0023:12461746|12470501",10,14,12
"scaffold0023:12478006|12481996",27,22,26
"scaffold0023:13778766|13785861",25,27,17
"scaffold0023:13799857|13800455",25,38,35
"scaffold0023:13841777|13842546",40,37,90
"scaffold0023:13841777|13844885",11,19,19
"scaffold0023:14657699|14659282",20,29,28
"scaffold0023:16289447|16290969",29,28,31
"scaffold0023:16307993|16308253",74,105,90
"scaffold0023:16559420|16573963",29,17,17
"scaffold0023:20803636|20804280",128,139,126
"scaffold0023:23442425|23442703",11,18,10
"scaffold0023:23821339|23822121",99,158,103
"scaffold0023:23823292|23823912",179,234,174
"scaffold0023:23980578|23986516",19,13,12
"scaffold0023:23996947|23998314",66,82,69
"scaffold0023:24176557|24181472",493,677,474
"scaffold0023:24997782|25002204",40,16,15
"scaffold0023:24999457|25008640",73,127,107
"scaffold0023:25026212|25026696",27,25,12
"scaffold0023:25026215|25026696",53,58,50
"scaffold0023:26299470|26303265",13,12,17
"scaffold0023:26487610|26519587",16,12,12
"scaffold0023:26511398|26519587",50,41,54
"scaffold0023:26651945|26656494",10,10,13
"scaffold0023:26652577|26656494",98,72,93
"scaffold0023:27033195|27033835",21,23,15
"scaffold0023:27037555|27042266",13,17,28
"scaffold0023:2725226|2726002",232,377,345
"scaffold0023:27470706|27471341",14,15,13
"scaffold0023:27654433|27654852",165,209,171
"scaffold0023:3153272|3154057",12,21,22
"scaffold0023:3174736|3175607",171,259,163
"scaffold0023:3183413|3183661",862,1109,679
"scaffold0023:3210472|3216706",16,17,16
"scaffold0023:3213458|3214490",46,110,58
"scaffold0023:3213458|3216706",33,46,20
"scaffold0023:3627507|3627952",58,53,49
"scaffold0023:3951999|3952852",25,20,31
"scaffold0023:4042467|4045370",48,41,62
"scaffold0023:4094282|4094497",12,14,11
"scaffold0023:484259|486583",183,243,148
"scaffold0023:484259|501551",27,49,37
"scaffold0023:5074831|5077633",18,35,17
"scaffold0023:6497773|6498010",30,40,32
"scaffold0023:6497773|6607556",11,27,14
"scaffold0023:8303564|8304108",56,37,71
"scaffold0023:8306059|8307779",16,24,31
"scaffold0023:8335236|8336346",75,36,37
"scaffold0023:846844|858574",25,35,24
"scaffold0023:9010245|9014037",38,36,21
"scaffold0023:9220727|9225712",18,21,11
"scaffold0023:922752|933996",20,17,13
"scaffold0023:9231339|9234520",48,60,35
"scaffold0023:932649|933996",10,14,19
"scaffold0023:9392834|9395482",31,77,19
"scaffold0023:9423481|9424170",61,60,45
"scaffold0024:1020937|1021916",134,150,136
"scaffold0024:1028954|1031107",76,72,68
"scaffold0024:1057635|1057882",40,57,51
"scaffold0024:1164693|1164880",26,27,34
"scaffold0024:12631001|12639591",15,52,65
"scaffold0024:1514400|1514871",56,106,65
"scaffold0024:1519110|1531072",22,34,10
"scaffold0024:1529831|1531072",42,62,72
"scaffold0024:1752348|1755986",22,41,39
"scaffold0024:1754354|1755986",29,113,63
"scaffold0024:1771838|1774660",67,108,78
"scaffold0024:1773944|1774660",102,153,137
"scaffold0024:184021|184551",18,20,19
"scaffold0024:1913174|1915366",31,33,26
"scaffold0024:2047647|2051257",26,56,56
"scaffold0024:21205268|21215135",32,12,28
"scaffold0024:21270405|21271730",16,29,35
"scaffold0024:22463401|22465895",73,40,74
"scaffold0024:22900610|22904223",11,21,16
"scaffold0024:229118|232162",14,28,16
"scaffold0024:229118|254109",315,344,178
"scaffold0024:22914993|22915431",200,267,162
"scaffold0024:231358|254109",23,12,12
"scaffold0024:252407|254109",14,47,31
"scaffold0024:3352383|3353428",77,78,68
"scaffold0024:6452428|6453064",17,45,32
"scaffold0024:6456623|6460475",61,81,34
"scaffold0024:8513142|8514434",49,43,20
"scaffold0024:917161|917698",20,16,28
"scaffold0025:12879111|12883043",13,24,26
"scaffold0025:16342922|16343531",16,25,15
"scaffold0025:16581402|16586903",13,21,14
"scaffold0025:19358912|19361424",20,37,37
"scaffold0025:20925207|20928871",58,78,76
"scaffold0025:22697485|22698635",47,93,86
"scaffold0025:22697485|22706896",13,17,15
"scaffold0025:24116492|24118465",20,21,19
"scaffold0026:1359552|1362717",157,170,170
"scaffold0026:1526160|1535038",73,100,69
"scaffold0026:478179|484593",39,41,25
"scaffold0026:479865|484593",15,18,17
"scaffold0026:483883|484593",127,184,126
"scaffold0026:643312|645219",17,41,31
"scaffold0026:7293667|7300390",42,23,23
"scaffold0026:7297062|7300390",21,31,11
"scaffold0026:757316|765130",43,27,26
"scaffold0026:811830|812297",16,13,10
"scaffold0026:8698896|8701575",11,46,24
"scaffold0026:8806958|8816042",83,80,44
"scaffold0027:1031742|1032520",64,32,33
"scaffold0027:11348474|11348699",17,18,40
"scaffold0027:11894332|11899082",108,120,108
"scaffold0027:12014697|12018460",24,15,11
"scaffold0027:12760409|12763786",87,122,63
"scaffold0027:1355095|1357803",17,26,33
"scaffold0027:1356109|1357803",285,457,414
"scaffold0027:1360646|1362230",19,36,18
"scaffold0027:1360646|1362866",57,83,60
"scaffold0027:1361569|1362230",24,21,11
"scaffold0027:1361569|1362866",16,19,26
"scaffold0027:1364009|1366239",20,33,29
"scaffold0027:13964684|13970136",122,84,104
"scaffold0027:14240913|14248805",24,29,15
"scaffold0027:14316906|14318906",19,14,18
"scaffold0027:1473496|1475434",54,34,14
"scaffold0027:1473496|1479439",52,48,31
"scaffold0027:14746631|14749187",13,30,28
"scaffold0027:1636974|1637790",29,51,50
"scaffold0027:1651083|1652691",38,36,52
"scaffold0027:245533|246215",208,196,183
"scaffold0027:2585544|2590981",47,67,37
"scaffold0027:3128317|3130121",14,59,24
"scaffold0027:3334128|3336427",90,122,151
"scaffold0027:333524|335635",25,21,22
"scaffold0027:333524|345850",40,49,65
"scaffold0027:3352533|3354224",35,28,80
"scaffold0027:3517980|3523833",41,60,85
"scaffold0027:3639414|3640395",48,46,51
"scaffold0027:390469|391227",39,21,53
"scaffold0027:4022218|4023432",76,36,90
"scaffold0027:4166295|4166672",23,61,83
"scaffold0027:4284940|4287022",70,109,79
"scaffold0027:430001|431914",19,24,62
"scaffold0027:430001|432734",10,23,16
"scaffold0027:430001|433044",11,13,24
"scaffold0027:4394936|4397277",34,36,34
"scaffold0027:4560535|4561921",91,99,54
"scaffold0027:489056|490125",33,28,22
"scaffold0027:5157152|5158065",55,59,66
"scaffold0027:5445901|5449434",178,112,45
"scaffold0027:5445901|5467866",87,80,23
"scaffold0027:562978|563420",38,32,22
"scaffold0027:6051664|6052692",60,146,56
"scaffold0027:6344270|6356093",46,26,37
"scaffold0027:6344284|6356093",105,102,93
"scaffold0027:6345813|6356093",41,31,19
"scaffold0027:6412583|6415113",39,16,14
"scaffold0027:6490758|6492329",34,34,22
"scaffold0027:670310|671684",132,129,143
"scaffold0027:7330193|7332153",46,16,50
"scaffold0027:7332728|7335424",13,14,17
"scaffold0027:7395881|7397335",41,58,57
"scaffold0027:8565183|8568093",74,153,63
"scaffold0027:873267|875963",44,98,103
"scaffold0027:876626|877778",2388,4015,3485
"scaffold0027:876630|877778",79,182,132
"scaffold0027:891009|891950",10,22,13
"scaffold0027:969681|973799",82,101,109
"scaffold0028:11701124|11714293",55,56,17
"scaffold0028:12896623|12908373",158,271,194
"scaffold0028:13093108|13098053",15,35,14
"scaffold0028:13178839|13180777",35,47,19
"scaffold0028:13674804|13707591",127,201,148
"scaffold0028:13921279|13950610",14,19,21
"scaffold0028:13921279|13954401",28,38,23
"scaffold0028:13929301|13954401",24,44,15
"scaffold0028:451654|453928",69,64,46
"scaffold0028:498099|502394",16,32,14
"scaffold0028:533885|536139",72,169,73
"scaffold0028:535128|536139",23,110,56
"scaffold0028:5805468|5805727",20,43,33
"scaffold0028:5805468|5811256",31,61,20
"scaffold0028:654334|656363",19,48,43
"scaffold0029:10030190|10033600",51,43,73
"scaffold0029:10153131|10156270",10,22,12
"scaffold0029:11868828|11869154",43,52,64
"scaffold0029:12010259|12010470",101,90,139
"scaffold0029:13680531|13681810",33,64,47
"scaffold0029:13752620|13753439",126,231,106
"scaffold0029:1766587|1766913",36,20,25
"scaffold0029:1984097|1986134",22,25,23
"scaffold0029:2250410|2250900",42,84,112
"scaffold0029:2464766|2465001",118,171,359
"scaffold0029:2684296|2685879",15,30,26
"scaffold0029:2721163|2724794",31,40,29
"scaffold0029:4118446|4120400",34,28,43
"scaffold0029:4250387|4261622",57,48,50
"scaffold0029:4250387|4273690",10,15,14
"scaffold0029:4348251|4349845",34,15,21
"scaffold0029:5520646|5520894",37,24,22
"scaffold0029:5582358|5582718",69,73,67
"scaffold0029:5636318|5636667",26,65,61
"scaffold0029:6092717|6092982",97,92,130
"scaffold0029:7969850|7970337",89,115,143
"scaffold0029:7979199|7983488",66,65,66
"scaffold0029:7979392|7983488",23,15,16
"scaffold0029:7980301|7983488",470,798,416
"scaffold0029:7980736|7982879",15,19,34
"scaffold0029:7982752|7983488",11,20,20
"scaffold0029:8033811|8038326",16,15,37
"scaffold0029:9098934|9100167",30,12,24
"scaffold0029:9329631|9334618",26,16,14
"scaffold0029:9347274|9347643",30,21,25
"scaffold0029:9438258|9439607",212,210,128
"scaffold0029:9492126|9504957",17,23,15
"scaffold0029:9706500|9710397",17,41,20
"scaffold0029:9706527|9710397",36,32,48
"scaffold0029:9706587|9710397",101,94,97
"scaffold0029:9854428|9859849",28,36,32
"scaffold0029:9881636|9886516",13,16,17
"scaffold0030:10903758|10906486",89,116,59
"scaffold0030:11563747|11564446",16,39,31
"scaffold0030:11647100|11649380",66,42,50
"scaffold0030:11668709|11669093",27,43,54
"scaffold0030:11874428|11906454",11,12,15
"scaffold0030:12043606|12044051",15,11,27
"scaffold0030:13199406|13202875",18,12,17
"scaffold0030:4495872|4519962",13,16,16
"scaffold0030:4847205|4860866",17,64,26
"scaffold0030:5242290|5242874",24,21,29
"scaffold0030:6210331|6210690",104,116,112
"scaffold0030:6466388|6467192",32,59,38
"scaffold0030:8797294|8798451",40,22,17
"scaffold0030:8880166|8888652",19,30,24
"scaffold0030:9679406|9683453",67,89,21
"scaffold0031:1062474|1064038",33,30,19
"scaffold0031:1062474|1069108",36,56,35
"scaffold0031:1311494|1311975",111,86,155
"scaffold0031:1498987|1500172",50,26,28
"scaffold0031:1508654|1508930",54,24,22
"scaffold0031:1524808|1525191",13,14,22
"scaffold0031:1648086|1648347",11,11,23
"scaffold0031:1939539|1942187",20,14,20
"scaffold0031:1956251|1956510",55,131,83
"scaffold0031:2027895|2028761",41,50,41
"scaffold0031:2255404|2256630",120,213,144
"scaffold0031:2262999|2264937",10,26,49
"scaffold0031:3183039|3183484",12,18,20
"scaffold0031:3204847|3206201",66,64,94
"scaffold0031:3693923|3694186",16,16,49
"scaffold0031:4049227|4055032",130,171,133
"scaffold0031:4077892|4079508",36,20,14
"scaffold0031:4589268|4590905",26,13,19
"scaffold0031:492209|497298",364,437,516
"scaffold0031:7078462|7078752",13,21,23
"scaffold0031:7409883|7410571",34,65,74
"scaffold0031:7648671|7649062",61,56,64
"scaffold0031:7923676|7924127",11,12,26
"scaffold0031:7923676|7924148",19,25,48
"scaffold0031:8126552|8126915",26,21,24
"scaffold0031:8133281|8135006",12,11,11
"scaffold0031:8236754|8240314",16,28,17
"scaffold0031:8239318|8240314",392,520,400
"scaffold0031:8258493|8258930",22,42,32
"scaffold0031:8512907|8513415",73,92,106
"scaffold0031:8634185|8634675",269,147,163
"scaffold0031:9139454|9147109",64,39,20
"scaffold0031:9144337|9147109",12,15,17
"scaffold0031:9240973|9241604",76,108,124
"scaffold0032:1068661|1070041",47,51,56
"scaffold0032:1611195|1612383",20,34,19
"scaffold0032:1644935|1645489",17,14,21
"scaffold0032:2028907|2029410",24,63,62
"scaffold0032:2191455|2192528",106,108,97
"scaffold0032:3166511|3178494",89,194,188
"scaffold0032:3679611|3683317",18,21,12
"scaffold0032:393386|398169",47,38,24
"scaffold0032:393386|404758",20,20,12
"scaffold0032:4879736|4881253",88,71,62
"scaffold0032:5079234|5081858",10,24,18
"scaffold0032:6693927|6703237",90,105,115
"scaffold0032:6700213|6703237",25,18,32
"scaffold0032:7294386|7295237",62,46,74
"scaffold0032:7294403|7295237",418,422,432
"scaffold0032:7388065|7392131",18,13,11
"scaffold0032:7388065|7394517",73,109,165
"scaffold0032:7390427|7394517",26,21,44
"scaffold0032:8080317|8082171",65,38,30
"scaffold0032:8095321|8102199",10,15,21
"scaffold0032:8538313|8538828",13,13,15
"scaffold0032:8538633|8538828",16,11,14
"scaffold0033:2122628|2127256",30,44,55
"scaffold0033:5745057|5746186",27,52,65
"scaffold0033:5824302|5825753",11,19,19
"scaffold0033:6183491|6193140",32,34,30
"scaffold0033:6183491|6204162",11,10,10
"scaffold0033:7767204|7789679",29,19,15
"scaffold0033:852717|893191",14,33,40
"scaffold0033:867282|893191",184,345,380
"scaffold0034:2662106|2667163",30,67,23
"scaffold0034:302924|303277",14,15,26
"scaffold0034:4518316|4520142",106,194,132
"scaffold0034:4518316|4527326",49,82,56
"scaffold0034:4923009|4923677",50,34,48
"scaffold0034:4923009|4950641",23,26,17
"scaffold0034:5930950|5931501",129,67,52
"scaffold0034:91565|102591",11,12,10
"scaffold0035:1819066|1821157",11,19,32
"scaffold0035:1866844|1877567",27,12,10
"scaffold0035:2959960|2961220",60,56,83
"scaffold0035:3117646|3118219",16,18,24
"scaffold0035:3508757|3510769",45,44,14
"scaffold0035:3724473|3733841",35,99,64
"scaffold0035:3799626|3800100",127,232,192
"scaffold0035:3858036|3858481",36,57,36
"scaffold0035:4075274|4077572",31,25,40
"scaffold0035:4567819|4568093",13,19,19
"scaffold0035:4596525|4597775",28,25,34
"scaffold0035:4691704|4692540",33,47,14
"scaffold0036:1266920|1268531",35,43,79
"scaffold0036:1273631|1275080",23,28,35
"scaffold0036:254408|258387",32,51,62
"scaffold0036:254408|268268",34,22,30
"scaffold0036:4185730|4187570",27,18,13
"scaffold0036:4883329|4886100",24,49,26
"scaffold0037:1075680|1078010",107,83,147
"scaffold0037:1075680|1079455",11,23,15
"scaffold0037:1136036|1138091",15,40,36
"scaffold0037:1671145|1671783",65,102,71
"scaffold0037:1675454|1679721",18,32,36
"scaffold0037:1677818|1679721",53,14,11
"scaffold0037:1835297|1836696",59,70,74
"scaffold0037:1900469|1901650",48,25,26
"scaffold0037:1912313|1915183",41,43,43
"scaffold0037:2040578|2042007",33,50,31
"scaffold0037:2040578|2044797",14,25,19
"scaffold0037:2040578|2051215",13,45,24
"scaffold0037:2044731|2051215",11,22,12
"scaffold0037:2044731|2055992",14,19,13
"scaffold0037:2044731|2073041",14,12,14
"scaffold0037:2072893|2084586",27,15,15
"scaffold0037:2680449|2682448",20,10,25
"scaffold0037:2812279|2815089",19,16,24
"scaffold0037:2812279|2822548",30,68,41
"scaffold0037:2859159|2865446",132,185,82
"scaffold0037:2975310|2983285",60,26,32
"scaffold0037:3092853|3098325",80,72,40
"scaffold0037:3484271|3507715",20,33,20
"scaffold0037:640958|645348",118,164,155
"scaffold0037:859888|861829",27,39,53
"scaffold0038:1676715|1678978",28,12,26
"scaffold0038:1723902|1724211",10,20,22
"scaffold0038:1801209|1802526",32,52,25
"scaffold0038:1934725|1941773",22,49,16
"scaffold0038:1962945|1963088",13,14,11
"scaffold0038:966694|967029",117,174,168
"scaffold0039:3007890|3012373",39,40,42
"scaffold0040:1266519|1267874",21,46,34
"scaffold0040:1274574|1291631",22,49,66
"scaffold0040:1291471|1294136",52,58,58
"scaffold0040:2707710|2712205",63,114,53
"scaffold0040:449044|466330",12,17,10
"scaffold0040:968576|980883",17,33,36
"scaffold0041:2308439|2309463",30,29,60
"scaffold0041:2308469|2309463",90,115,131
"scaffold0041:2862112|2896892",27,22,15
"scaffold0041:415581|416770",19,15,17
"scaffold0041:426998|427280",10,47,15
"scaffold0041:432310|432680",18,26,25
"scaffold0041:527184|528187",25,68,42
"scaffold0041:578317|604651",12,18,11
"scaffold0041:640807|641450",41,40,37
"scaffold0041:981579|983388",35,61,61
"scaffold0042:1011541|1015100",65,130,52
"scaffold0042:1308202|1310765",21,24,12
"scaffold0042:1405673|1416961",93,136,46
"scaffold0042:1416822|1438524",21,24,16
"scaffold0042:1470224|1486542",17,33,36
"scaffold0042:1481503|1492620",15,18,28
"scaffold0042:2095915|2097378",39,24,44
"scaffold0042:2171818|2179351",72,75,63
"scaffold0042:332547|336775",36,55,28
"scaffold0043:1545435|1547795",19,26,12
"scaffold0044:1866419|1868457",263,438,213
"scaffold0044:646947|647995",19,13,16
"scaffold0046:1168726|1171686",57,85,77
"scaffold0046:1254158|1273216",29,17,21
"scaffold0046:1466898|1468638",46,27,42
"scaffold0046:1570736|1571793",77,33,53
"scaffold0046:1893458|1899256",96,83,89
"scaffold0046:2059956|2062012",137,100,91
"scaffold0046:2175626|2188919",79,85,47
"scaffold0046:2181634|2188919",54,82,80
"scaffold0046:2186121|2188919",14,19,26
"scaffold0046:372519|372802",36,16,21
"scaffold0048:438716|440295",82,101,68
"scaffold0049:304922|326042",13,21,15
"scaffold0049:469272|475422",51,66,60
"scaffold0051:242205|243237",168,210,131
"scaffold0051:623510|624031",108,189,71
"scaffold0052:114661|116468",206,88,202
"scaffold0052:114661|119856",41,22,71
"scaffold0052:479923|482550",15,28,12
"scaffold0052:775751|777242",42,69,51
"scaffold0052:85785|95406",13,18,10
"scaffold0053:486700|495039",18,17,16
"scaffold0053:494821|495039",397,558,565
"scaffold0053:554656|557449",65,22,56
"scaffold0054:202039|205008",27,27,13
"scaffold0054:202039|213696",20,20,17
"scaffold0054:203228|213696",18,22,25
"scaffold0054:99250|118711",45,40,16
