"","circ_id","mma1","mma2","mma3"
"1","1:100007729|100007915",NA,NA,"15.000"
"4615","5:50810096|50822270","14.000","3.000",NA
"4616","5:50816765|50820690","2.000",NA,NA
"4617","5:50839989|50872878",NA,"34.000",NA
"4618","5:50849420|50853959",NA,"25.000",NA
"4619","5:54840689|54929089","3.000",NA,NA
"4620","5:54846194|54880634","2.000",NA,NA
"4621","5:54865306|54882246","8.000",NA,NA
"4622","5:54880034|54888973","8.000",NA,NA
"4623","5:54880034|54929089","7.000",NA,NA
"4624","5:55938803|55955468",NA,"20.000",NA
"4625","5:55938803|55984992","4.000",NA,NA
"4626","5:55982084|55984992",NA,NA,"31.000"
"4627","5:57593796|57595849","16.000",NA,NA
"4628","5:57782651|57790998","1.000",NA,NA
"4629","5:57795587|57797946","9.000",NA,NA
"4630","5:57924657|57925302","7.000",NA,NA
"4631","5:57924657|57944415","5.000",NA,NA
"4632","5:5957531|5961651","4.000",NA,NA
"4633","5:5963251|5971810","7.000",NA,NA
"4634","5:6000694|6044449","1.000",NA,NA
"4635","5:6041040|6044449","12.000",NA,NA
"4636","5:60658192|60734938","2.000",NA,NA
"4637","5:60664916|60722418","3.000",NA,NA
"4638","5:6126322|6143898","1.000",NA,NA
"4639","5:62970783|62974185","3.000",NA,NA
"4640","5:63010011|63012079","8.000",NA,NA
"4641","5:63567904|63570751",NA,NA,"22.000"
"4642","5:63570701|63578083","6.000",NA,NA
"4643","5:63688537|63708241",NA,NA,"27.000"
"4644","5:63689198|63704286","7.000",NA,NA
"4645","5:6370669|6375965","4.000",NA,NA
"4646","5:63818675|63822869",NA,NA,"26.000"
"4647","5:63820914|63824642","6.000",NA,NA
"4648","5:63820914|63826004","11.000",NA,NA
"4649","5:63822848|63824642","3.000",NA,NA
"4650","5:63822848|63825240","2.000",NA,"34.000"
"4651","5:63822960|63824190","2.000",NA,NA
"4652","5:63824111|63825240","7.000",NA,NA
"4653","5:63836623|63836778",NA,NA,"92.000"
"4654","5:63836623|63839852",NA,NA,"93.000"
"4655","5:63836623|63840868",NA,NA,"17.000"
"4656","5:63836623|63842703",NA,NA,"29.000"
"4657","5:63839318|63845949","18.000",NA,NA
"4658","5:66001245|66012401","7.000",NA,NA
"4659","5:66028873|66052172","4.000",NA,NA
"4660","5:66049802|66054340","6.000",NA,NA
"4661","5:71591179|71644295","3.000",NA,NA
"4662","5:717475|769039","1.000",NA,NA
"4663","5:734622|750885",NA,NA,"14.000"
"4664","5:7347320|7350524","2.000",NA,NA
"4665","5:7376914|7399866","2.000",NA,NA
"4666","5:78121541|78143624","6.000",NA,NA
"4667","5:78143532|78157140","2.000",NA,NA
"4668","5:78150607|78157140","4.000",NA,NA
"4669","5:78184039|78184753","1.000",NA,NA
"4670","5:80195100|80217083","3.000",NA,NA
"4671","5:80214797|80217083","5.000",NA,NA
"4672","5:80214797|80228035",NA,"34.000","16.000"
"4673","5:80214797|80236664","13.000",NA,"29.000"
"4674","5:80236554|80254937","2.000",NA,NA
"4675","5:80246520|80252638","6.000",NA,NA
"4676","5:80581829|80593775","1.000",NA,NA
"4677","5:81746301|81781937","11.000",NA,NA
"4678","5:81768093|81781937","1.000",NA,NA
"4679","5:84078032|84118412","4.000",NA,NA
"4680","5:85091375|85091955","3.000",NA,NA
"4681","5:85438304|85439739","65.000",NA,NA
"4682","5:85477406|85485130","10.000",NA,NA
"4683","5:85477406|85489036","10.000",NA,"31.000"
"4684","5:85507992|85508925","10.000",NA,NA
"4685","5:85564046|85588151","7.000",NA,NA
"4686","5:85587785|85588151","30.000",NA,NA
"4687","5:86487328|86530327",NA,NA,"13.000"
"4688","5:86490202|86530327",NA,NA,"13.000"
"4689","5:86500264|86530327","1.000",NA,NA
"4690","5:86506483|86530327",NA,NA,"13.000"
"4691","5:87035318|87041713","10.000",NA,NA
"4692","5:873813|873949",NA,"9.000",NA
"4693","5:87621505|87624191","3.000",NA,NA
"4694","5:9144094|9150886","13.000",NA,NA
"4695","5:92611419|92650487","5.000",NA,NA
"4696","5:92611419|92670263","6.000",NA,NA
"4697","5:92660310|92666904","8.000",NA,NA
"4698","5:92661934|92666904","3.000",NA,"31.000"
"4699","5:92661934|92668316",NA,"19.000",NA
"4700","5:92959056|92959229","7.000","6.000",NA
"4701","5:92959056|92959940",NA,"29.000",NA
"4702","5:92991348|93011620","2.000",NA,NA
"4703","5:96741256|96758763","6.000",NA,NA
"4704","5:97311440|97311704",NA,"18.000",NA
"4705","5:99563200|99700388","2.000",NA,NA
"4706","5:99697191|99700388","1.000",NA,NA
"4707","6:100290346|100399041","4.000",NA,NA
"4708","6:100483865|100485101","3.000",NA,NA
"4709","6:10345209|10346237","2.000",NA,NA
"4710","6:10345209|10354013","1.000",NA,NA
"4711","6:10372274|10383099","2.000",NA,NA
"4712","6:106388958|106455661","4.000",NA,NA
"4713","6:107176611|107179399","12.000",NA,"35.000"
"4714","6:107176611|107192544","12.000",NA,NA
"4715","6:107229951|107277814","4.000",NA,NA
"4716","6:109564734|109567019","3.000",NA,NA
"4717","6:109631517|109637675","12.000","56.000",NA
"4718","6:109753461|109753725","5.000",NA,NA
"4719","6:110295368|110322213","8.000",NA,NA
"4720","6:110495665|110515367","3.000",NA,NA
"4721","6:110500457|110517762","13.000",NA,"22.000"
"4722","6:110504461|110517762","6.000",NA,NA
"4723","6:111056938|111066388","4.000",NA,NA
"4724","6:11178368|11323453",NA,NA,"14.000"
"4725","6:11216376|11323453",NA,NA,"18.000"
"4726","6:112768076|112778999",NA,"60.000",NA
"4727","6:113371511|113372782",NA,NA,"10.000"
"4728","6:113405436|113408788","1.000",NA,NA
"4729","6:113922452|113928524","3.000",NA,NA
"4730","6:116578291|116591341","11.000",NA,NA
"4731","6:116763993|116769268",NA,NA,"12.000"
"4732","6:116814479|116826076","2.000",NA,NA
"4733","6:120452084|120465604",NA,"25.000",NA
"4734","6:120456572|120465604","11.000",NA,NA
"4735","6:121049900|121061910","119.000","51.000","48.000"
"4736","6:121049900|121079455","14.000",NA,NA
"4737","6:121091968|121095654","1.000",NA,NA
"4738","6:122108684|122114179","7.000",NA,NA
"4739","6:122108684|122171499","7.000",NA,"16.000"
"4740","6:122113026|122171499","4.000","36.000",NA
"4741","6:122171243|122171499","6.000","45.000",NA
"4742","6:122171243|122215616","2.000",NA,NA
"4743","6:124296731|124297640","5.000",NA,NA
"4744","6:124296731|124304093",NA,"9.000",NA
"4745","6:124296731|124317872","3.000",NA,NA
"4746","6:125634248|125660990","1.000",NA,NA
"4747","6:128206930|128264507",NA,NA,"15.000"
"4748","6:128264437|128304450",NA,NA,"27.000"
"4749","6:128264437|128342250",NA,"1.000",NA
"4750","6:128891354|129005936","1.000",NA,NA
"4751","6:128904760|129005936","3.000",NA,NA
"4752","6:128941822|129005936","2.000",NA,NA
"4753","6:128957865|128990680",NA,"19.000",NA
"4754","6:129020164|129093324","5.000",NA,NA
"4755","6:129107143|129134092","4.000",NA,NA
"4756","6:129126730|129135711","7.000",NA,NA
"4757","6:130324346|130326178","3.000",NA,NA
"4758","6:130324346|130330242","10.000",NA,NA
"4759","6:130333560|130334511",NA,NA,"36.000"
"4760","6:130337667|130346429",NA,"44.000",NA
"4761","6:130371014|130378884","2.000",NA,"19.000"
"4762","6:130371014|130379045","3.000",NA,NA
"4763","6:130526506|130535910","19.000",NA,NA
"4764","6:131395980|131396507","5.000",NA,NA
"4765","6:131634942|131643917",NA,NA,"31.000"
"4766","6:131762820|131781813","10.000",NA,NA
"4767","6:131766812|131784138","4.000",NA,NA
"4768","6:131813551|131823223","2.000",NA,NA
"4769","6:132084976|132088055","2.000",NA,NA
"4770","6:132127403|132127871",NA,NA,"23.000"
"4771","6:132141356|132143487","1.000",NA,NA
"4772","6:132143384|132149810","2.000",NA,NA
"4773","6:132147006|132161690","7.000",NA,NA
"4774","6:132149775|132156036","10.000",NA,NA
"4775","6:132160355|132188329","11.000",NA,NA
"4776","6:132413474|132415477","4.000",NA,NA
"4777","6:135349566|135351313","4.000",NA,NA
"4778","6:135372519|135410104","15.000",NA,NA
"4779","6:135393741|135402899","2.000",NA,NA
"4780","6:135393741|135410104","12.000",NA,NA
"4781","6:135393741|135412151","4.000",NA,NA
"4782","6:135409259|135412151","4.000",NA,NA
"4783","6:135750153|135786097","3.000",NA,NA
"4784","6:135797462|135799822","1.000",NA,NA
"4785","6:136716834|136724790","1.000",NA,NA
"4786","6:136720768|136721691","2.000",NA,NA
"4787","6:137004365|137004635","10.000",NA,NA
"4788","6:137063679|137063833","1.000",NA,NA
"4789","6:137591577|137592915","5.000",NA,NA
"4790","6:137795922|137796348","3.000",NA,NA
"4791","6:137795933|137796348","6.000",NA,NA
"4792","6:137839921|137847474","9.000","38.000",NA
"4793","6:138074318|138076946","3.000",NA,NA
"4794","6:139313252|139315365",NA,NA,"13.000"
"4795","6:139366933|139381222","1.000",NA,NA
"4796","6:139525756|139526292","7.000",NA,NA
"4797","6:140294659|140319299","5.000",NA,NA
"4798","6:140294659|140338643","1.000",NA,NA
"4799","6:140424016|140468159","3.000",NA,NA
"4800","6:140447305|140468159","24.000",NA,NA
"4801","6:140464516|140468159","8.000",NA,"30.000"
"4802","6:140618934|140625806","2.000",NA,NA
"4803","6:140795997|140796880","5.000",NA,NA
"4804","6:140811264|140812461","18.000","47.000","4.000"
"4805","6:141558296|141563598","2.000",NA,NA
"4806","6:1430381|1444521",NA,NA,"24.000"
"4807","6:143562162|143566267","3.000",NA,NA
"4808","6:143571709|143585489","3.000",NA,NA
"4809","6:143643511|143657700","6.000",NA,NA
"4810","6:143683147|143691253","12.000",NA,NA
"4811","6:143689635|143691253","6.000",NA,NA
"4812","6:143880262|143882299","3.000",NA,NA
"4813","6:143903211|143917540","5.000",NA,NA
"4814","6:14557884|14578444","2.000",NA,NA
"4815","6:14641429|14666086","2.000",NA,NA
"4816","6:147500384|147500620","8.000",NA,NA
"4817","6:147874108|147877239","3.000",NA,NA
"4818","6:148049372|148050777","1.000",NA,"68.000"
"4819","6:148049372|148053392","7.000",NA,NA
"4820","6:148049372|148057664",NA,NA,"87.000"
"4821","6:148245543|148254345","5.000",NA,NA
"4822","6:148776278|148779673","17.000","24.000","73.000"
"4823","6:148779506|148790178",NA,NA,"68.000"
"4824","6:148789959|148790178",NA,NA,"7.000"
"4825","6:148789959|148793854",NA,NA,"45.000"
"4826","6:148789959|148798052",NA,NA,"8.000"
"4827","6:149266139|149275489","4.000",NA,NA
"4828","6:149270260|149270974",NA,NA,"11.000"
"4829","6:149270260|149275489","8.000","26.000",NA
"4830","6:15112926|15129541","1.000",NA,NA
"4831","6:151397119|151438778",NA,NA,"33.000"
"4832","6:151430241|151438778","4.000","19.000",NA
"4833","6:151437611|151438778",NA,NA,"23.000"
"4834","6:152205009|152209176",NA,NA,"29.000"
"4835","6:152209636|152214319","4.000",NA,NA
"4836","6:152268175|152270054",NA,"8.000",NA
"4837","6:152355546|152363901","3.000",NA,NA
"4838","6:155089636|155090738","15.000",NA,NA
"4839","6:155213178|155215530","2.000",NA,NA
"4840","6:155215496|155218210","1.000",NA,NA
"4841","6:155227170|155232869",NA,"14.000",NA
"4842","6:155227170|155232945","4.000",NA,NA
"4843","6:155227170|155237913","4.000",NA,NA
"4844","6:155227170|155241149","9.000",NA,NA
"4845","6:155357635|155378308",NA,NA,"12.000"
"4846","6:156611560|156621404",NA,"17.000",NA
"4847","6:156615321|156615616",NA,NA,"10.000"
"4848","6:157423564|157439444",NA,NA,"19.000"
"4849","6:157483391|157484356","13.000",NA,NA
"4850","6:160833304|160839198",NA,"8.000",NA
"4851","6:165883092|165901500","3.000","21.000",NA
"4852","6:165952366|165963637","1.000",NA,NA
"4853","6:165963284|165963637","5.000",NA,NA
"4854","6:167978359|167978797","3.000",NA,NA
"4855","6:168092952|168098239","13.000",NA,NA
"4856","6:168264195|168347553",NA,NA,"16.000"
"4857","6:168284861|168316592","6.000",NA,NA
"4858","6:168408224|168411182","8.000",NA,"38.000"
"4859","6:168565190|168587222","29.000",NA,NA
"4860","6:168565194|168587222","13.000",NA,NA
"4861","6:169458259|169483569","4.000",NA,NA
"4862","6:16999782|17000373",NA,NA,"49.000"
"4863","6:17001242|17019113","12.000",NA,NA
"4864","6:170341132|170344035","2.000",NA,NA
"4865","6:170348769|170348941","6.000",NA,NA
"4866","6:170500756|170503514","2.000",NA,NA
"4867","6:172931161|172934282",NA,NA,"12.000"
"4868","6:173736470|173755518","3.000",NA,NA
"4869","6:174403367|174418526","10.000",NA,NA
"4870","6:174675016|174697253","34.000","4.000","12.000"
"4871","6:174675016|174729864",NA,NA,"17.000"
"4872","6:174688721|174697253","1.000",NA,NA
"4873","6:174729788|174732498","7.000",NA,NA
"4874","6:174768395|174770385","1.000",NA,NA
"4875","6:174856489|174857981","2.000",NA,NA
"4876","6:175030316|175033101","3.000",NA,NA
"4877","6:175551320|175554396","7.000",NA,NA
"4878","6:176364322|176371883","2.000",NA,NA
"4879","6:176930007|176937205","11.000",NA,NA
"4880","6:176947475|176977290",NA,"15.000",NA
"4881","6:177109816|177110485","6.000",NA,NA
"4882","6:177109816|177111475","1.000",NA,NA
"4883","6:177111282|177122703",NA,NA,"42.000"
"4884","6:177117744|177121602","3.000",NA,NA
"4885","6:177144410|177144749","8.000",NA,NA
"4886","6:177179888|177182626","13.000",NA,"15.000"
"4887","6:177379440|177392391","5.000",NA,NA
"4888","6:177654663|177657501","11.000","21.000","33.000"
"4889","6:177665754|177697895","13.000",NA,NA
"4890","6:177678269|177697895","1.000","12.000",NA
"4891","6:177939627|177968252","8.000",NA,NA
"4892","6:177946738|177971624","5.000",NA,NA
"4893","6:177968065|177971624","15.000","23.000","15.000"
"4894","6:177971538|177990236","5.000",NA,NA
"4895","6:177985664|177986577","8.000",NA,NA
"4896","6:178778909|178779705","17.000",NA,NA
"4897","6:200925|209750","6.000",NA,NA
"4898","6:31508287|31511593","2.000",NA,NA
"4899","6:31521363|31543982",NA,NA,"23.000"
"4900","6:31529420|31543982",NA,NA,"41.000"
"4901","6:31540892|31543982","4.000",NA,NA
"4902","6:31540892|31565403",NA,"13.000",NA
"4903","6:32167425|32193346",NA,NA,"23.000"
"4904","6:32248549|32254979","11.000",NA,NA
"4905","6:32370885|32392984","4.000",NA,NA
"4906","6:32500833|32522267","2.000",NA,NA
"4907","6:32500833|32526221",NA,NA,"15.000"
"4908","6:32500833|32539042","3.000",NA,NA
"4909","6:32500833|32541368",NA,NA,"23.000"
"4910","6:32511984|32539042","3.000",NA,NA
"4911","6:32517258|32541368","4.000",NA,NA
"4912","6:32536623|32541368","9.000",NA,"16.000"
"4913","6:32536623|32542887",NA,NA,"28.000"
"4914","6:32541085|32542887","1.000","33.000","10.000"
"4915","6:32795199|32795996","1.000",NA,NA
"4916","6:34733264|34737797","3.000",NA,NA
"4917","6:34908650|34987719","3.000",NA,NA
"4918","6:35420766|35438583","5.000",NA,NA
"4919","6:35420766|35451024","8.000",NA,NA
"4920","6:35420766|35455882","6.000",NA,NA
"4921","6:3544864|3546323","21.000",NA,"96.000"
"4922","6:35516438|35546087","4.000",NA,NA
"4923","6:35904037|35938246","3.000",NA,NA
"4924","6:35905435|35913363","6.000","36.000",NA
"4925","6:35930761|35938246","3.000",NA,NA
"4926","6:36783144|36792313",NA,NA,"49.000"
"4927","6:36806431|36817198","4.000",NA,NA
"4928","6:36815572|36817198","21.000","58.000","7.000"
"4929","6:36815572|36826389","3.000",NA,NA
"4930","6:36815572|36855605","5.000",NA,NA
"4931","6:36864636|36881023","4.000",NA,NA
"4932","6:36873671|36880034",NA,"21.000",NA
"4933","6:36876701|36889488","1.000",NA,NA
"4934","6:36943797|36951373","5.000",NA,NA
"4935","6:36954148|36966575","11.000",NA,NA
"4936","6:36954148|37024416","5.000",NA,NA
"4937","6:36992686|36993701","6.000",NA,NA
"4938","6:37001229|37005304","2.000",NA,NA
"4939","6:37009582|37012162","12.000",NA,NA
"4940","6:37136436|37189909","6.000",NA,NA
"4941","6:37175995|37197068","2.000",NA,NA
"4942","6:37224792|37243013","18.000",NA,NA
"4943","6:37242906|37283144",NA,"18.000",NA
"4944","6:37551222|37557112","8.000",NA,NA
"4945","6:37576302|37582209",NA,NA,"18.000"
"4946","6:38369254|38376322","7.000",NA,NA
"4947","6:38812504|38859904","3.000",NA,NA
"4948","6:38819331|38822777","3.000",NA,"23.000"
"4949","6:38829459|38859904","9.000",NA,NA
"4950","6:38829487|38835397",NA,NA,"12.000"
"4951","6:38829487|38859904","1.000",NA,NA
"4952","6:38841186|38859904","1.000",NA,NA
"4953","6:38986115|39035803","7.000",NA,NA
"4954","6:39034641|39035803","2.000",NA,NA
"4955","6:39165958|39175028","3.000",NA,NA
"4956","6:40709447|40711153","3.000",NA,NA
"4957","6:41675388|41690693","13.000",NA,NA
"4958","6:42753255|42756936","3.000",NA,NA
"4959","6:42984064|43011546","4.000",NA,NA
"4960","6:43160838|43161521",NA,"19.000",NA
"4961","6:43302259|43305316","12.000",NA,NA
"4962","6:43522234|43530413","1.000",NA,NA
"4963","6:43598292|43616724",NA,NA,"22.000"
"4964","6:43604796|43651497","3.000",NA,NA
"4965","6:48535425|48557553","1.000",NA,NA
"4966","6:48540234|48557553","6.000",NA,NA
"4967","6:48850652|48971120","2.000",NA,NA
"4968","6:48939383|48950461","37.000","60.000",NA
"4969","6:51355858|51366227","5.000",NA,NA
"4970","6:53573674|53597946","5.000",NA,NA
"4971","6:53596435|53597946","9.000",NA,NA
"4972","6:53630172|53631600","3.000",NA,"21.000"
"4973","6:53630172|53684680","5.000",NA,NA
"4974","6:53652605|53660247","7.000",NA,NA
"4975","6:53652605|53693189","3.000",NA,NA
"4976","6:53652605|53700358","4.000",NA,NA
"4977","6:53700247|53702924","16.000",NA,NA
"4978","6:5377808|5385812",NA,"54.000",NA
"4979","6:53963935|53974953","1.000",NA,NA
"4980","6:53963935|53990859","8.000",NA,NA
"4981","6:53967632|53983050","3.000",NA,NA
"4982","6:5413772|5424538","2.000",NA,NA
"4983","6:54274201|54275804","11.000",NA,NA
"4984","6:54274201|54282229","4.000",NA,NA
"4985","6:55190035|55191273","3.000",NA,"12.000"
"4986","6:55237317|55238403","3.000",NA,NA
"4987","6:55555073|55591043",NA,NA,"11.000"
"4988","6:55587793|55592568","25.000",NA,NA
"4989","6:59279605|59303705",NA,NA,"14.000"
"4990","6:59279605|59310589","3.000",NA,NA
"4991","6:59412891|59483390","1.000",NA,NA
"4992","6:59847107|59847464","2.000",NA,NA
"4993","6:59847107|59870837","1.000",NA,NA
"4994","6:60755763|60756372","2.000",NA,NA
"4995","6:62709261|62726016","5.000",NA,NA
"4996","6:62709261|62856774","2.000",NA,NA
"4997","6:62711269|62726016","1.000",NA,NA
"4998","6:62834457|62843547","16.000",NA,NA
"4999","6:64201345|64204478",NA,NA,"23.000"
"5000","6:64320097|64328853","6.000",NA,NA
"5001","6:64328593|64362128","3.000",NA,NA
"5002","6:64600548|64607280","2.000",NA,NA
"5003","6:64607210|64639530","1.000",NA,NA
"5004","6:64631385|64639530","3.000",NA,NA
"5005","6:64635403|64654741","3.000",NA,NA
"5006","6:64637987|64639530","1.000",NA,NA
"5007","6:65344973|65373450",NA,NA,"114.000"
"5008","6:66760006|66760726","7.000",NA,NA
"5009","6:67758917|67761315","1.000",NA,NA
"5010","6:67920996|67931707","1.000",NA,NA
"5011","6:67928388|67948362","5.000",NA,NA
"5012","6:68058178|68068135","7.000",NA,NA
"5013","6:68087214|68100860","4.000",NA,NA
"5014","6:68177944|68178385","2.000",NA,NA
"5015","6:68177944|68181355","1.000",NA,NA
"5016","6:68194379|68196491","9.000",NA,NA
"5017","6:68198474|68203677","1.000",NA,NA
"5018","6:68235259|68235412",NA,NA,"7.000"
"5019","6:68311895|68319183","3.000",NA,NA
"5020","6:68311895|68346478","6.000",NA,NA
"5021","6:68314594|68330430","6.000",NA,NA
"5022","6:68323325|68340254","1.000",NA,NA
"5023","6:68330338|68345312","10.000",NA,NA
"5024","6:68346347|68356698","2.000",NA,NA
"5025","6:68363381|68375003","7.000",NA,NA
"5026","6:68468102|68471109","1.000",NA,NA
"5027","6:69104633|69133797","7.000",NA,NA
"5028","6:69690381|69695488","46.000","1.000","20.000"
"5029","6:69690381|69716335","5.000",NA,NA
"5030","6:69883942|69903301","7.000","44.000",NA
"5031","6:69900535|69903301","5.000",NA,"17.000"
"5032","6:69900535|69908591","5.000",NA,NA
"5033","6:71496899|71498714","2.000",NA,NA
"5034","6:71599152|71605365","7.000",NA,NA
"5035","6:72255534|72257416","1.000",NA,NA
"5036","6:72255534|72261254",NA,"37.000",NA
"5037","6:72255534|72304969","1.000",NA,NA
"5038","6:73424204|73426183",NA,NA,"11.000"
"5039","6:73433599|73447964",NA,NA,"11.000"
"5040","6:73535269|73539649","7.000",NA,NA
"5041","6:73871450|73873411","2.000",NA,NA
"5042","6:74290467|74292175","12.000",NA,"20.000"
"5043","6:74914535|74947048","7.000",NA,NA
"5044","6:74914535|75042685",NA,"47.000",NA
"5045","6:74933377|74947048","12.000",NA,NA
"5046","6:75271521|75279540","4.000",NA,NA
"5047","6:75487445|75490471","3.000",NA,NA
"5048","6:75782859|75799464","9.000",NA,NA
"5049","6:75861606|75866899","2.000",NA,NA
"5050","6:76067326|76067695","3.000",NA,NA
"5051","6:76232013|76290748","7.000",NA,NA
"5052","6:76271638|76290748","43.000",NA,NA
"5053","6:7643728|7649893","3.000",NA,NA
"5054","6:76449776|76453727","12.000",NA,"36.000"
"5055","6:76449776|76498869",NA,"32.000","23.000"
"5056","6:76470238|76498869","10.000",NA,NA
"5057","6:76474528|76486712","9.000",NA,NA
"5058","6:76957895|76959092","2.000",NA,NA
"5059","6:76991020|76994268","4.000",NA,NA
"5060","6:77417396|77417700","1.000",NA,NA
"5061","6:7750283|7776128",NA,NA,"13.000"
"5062","6:77556305|77641266","4.000",NA,NA
"5063","6:77564014|77580322","8.000",NA,NA
"5064","6:78035681|78039570","4.000",NA,NA
"5065","6:78038661|78039570","4.000",NA,NA
"5066","6:78392042|78425443","1.000",NA,NA
"5067","6:79947322|80043390","3.000",NA,NA
"5068","6:80329483|80334748","1.000",NA,NA
"5069","6:80329483|80347460","2.000",NA,NA
"5070","6:84154036|84196385","9.000",NA,NA
"5071","6:85087742|85093493",NA,NA,"8.000"
"5072","6:8566807|8585541",NA,NA,"15.000"
"5073","6:87355400|87365677","2.000",NA,NA
"5074","6:87544458|87561408","1.000",NA,NA
"5075","6:87550675|87585120","4.000",NA,NA
"5076","6:87608948|87618850","13.000",NA,NA
"5077","6:87612349|87629719","3.000",NA,NA
"5078","6:87629601|87634008","13.000",NA,NA
"5079","6:87629601|87653352","2.000",NA,NA
"5080","6:87650056|87653352","6.000",NA,NA
"5081","6:87650151|87653352","9.000",NA,NA
"5082","6:87683897|87718040","3.000",NA,NA
"5083","6:87683897|87816057","7.000",NA,NA
"5084","6:87683897|87831556","4.000",NA,NA
"5085","6:88171503|88175602","1.000",NA,NA
"5086","6:90904446|90906940","4.000",NA,"23.000"
"5087","6:92131144|92138474","3.000",NA,NA
"5088","6:92359871|92360923",NA,"14.000",NA
"5089","6:92585774|92612104","15.000",NA,NA
"5090","6:92585774|92637603","1.000",NA,NA
"5091","6:92600843|92612104","7.000",NA,NA
"5092","6:92603872|92612104","3.000",NA,NA
"5093","6:92755378|92768397",NA,"79.000","63.000"
"5094","6:93509194|93529366","6.000",NA,NA
"5095","6:93579173|93582655","1.000",NA,NA
"5096","6:93828016|93829613","5.000",NA,NA
"5097","6:93828016|93858593","6.000",NA,"38.000"
"5098","6:93828016|93871547","16.000",NA,"93.000"
"5099","6:93857131|93867911",NA,"16.000",NA
"5100","6:93892467|93947529",NA,NA,"28.000"
"5101","6:93927578|93947529",NA,NA,"30.000"
"5102","6:93932779|93947529","3.000",NA,NA
"5103","6:93943978|93947529","8.000",NA,NA
"5104","6:93946158|93947529","9.000",NA,"70.000"
"5105","6:94073391|94109017",NA,NA,"11.000"
"5106","6:94081422|94086448","12.000",NA,NA
"5107","6:96238501|96242533","12.000","33.000",NA
"5108","6:98264928|98307701","1.000",NA,NA
"5109","6:98278537|98307701","2.000",NA,NA
"5110","7:101133853|101146950","3.000",NA,NA
"5111","7:101161907|101164647","6.000",NA,"8.000"
"5112","7:101187500|101201548","4.000",NA,NA
"5113","7:101251211|101251583","6.000",NA,NA
"5114","7:101388792|101402022","9.000",NA,"23.000"
"5115","7:10613107|10620569",NA,"34.000",NA
"5116","7:10617852|10622355","4.000",NA,NA
"5117","7:106867038|106927332","9.000",NA,NA
"5118","7:107239526|107240425","4.000",NA,NA
"5119","7:107299046|107301009",NA,"11.000",NA
"5120","7:107303972|107351551","4.000",NA,NA
"5121","7:107307348|107328714","6.000",NA,NA
"5122","7:107307348|107351551","4.000",NA,NA
"5123","7:107480400|107482309","2.000",NA,NA
"5124","7:111860688|111871798",NA,"19.000",NA
"5125","7:111924905|111928735",NA,NA,"10.000"
"5126","7:111992787|111993175","4.000",NA,NA
"5127","7:112005860|112006699","14.000",NA,NA
"5128","7:112342028|112358678","6.000",NA,NA
"5129","7:112358455|112358678",NA,NA,"16.000"
"5130","7:112384749|112405067","2.000",NA,NA
"5131","7:112384749|112411518","7.000",NA,NA
"5132","7:112637616|112640986","1.000",NA,NA
"5133","7:112647416|112654516","4.000",NA,NA
"5134","7:112710603|112710846",NA,"48.000",NA
"5135","7:112847337|112851637",NA,"37.000",NA
"5136","7:112949471|112951056","2.000",NA,NA
"5137","7:112949471|112960731",NA,NA,"6.000"
"5138","7:11348222|11349028","3.000",NA,NA
"5139","7:11383398|11390110","4.000",NA,NA
"5140","7:11385724|11390110",NA,"33.000",NA
"5141","7:114648143|114650110",NA,"30.000",NA
"5142","7:114850384|114864922",NA,NA,"28.000"
"5143","7:114850384|114877794","1.000",NA,NA
"5144","7:114861804|114864922","9.000",NA,"24.000"
"5145","7:114986257|114995762",NA,NA,"5.000"
"5146","7:116815158|116815677","6.000",NA,NA
"5147","7:117060683|117061282","3.000",NA,NA
"5148","7:117069875|117070789","5.000",NA,NA
"5149","7:117086546|117108479","2.000",NA,NA
"5150","7:117248376|117249061","2.000",NA,NA
"5151","7:117458518|117460999","33.000","4.000","6.000"
"5152","7:117712468|117719822","1.000",NA,NA
"5153","7:117730756|117742802","4.000",NA,NA
"5154","7:117756657|117760303","5.000",NA,NA
"5155","7:118351656|118357444","3.000",NA,NA
"5156","7:119240537|119241657","5.000",NA,NA
"5157","7:119303951|119331956","3.000",NA,NA
"5158","7:119340849|119342313","9.000",NA,NA
"5159","7:120306136|120316939","13.000",NA,NA
"5160","7:120316703|120316939","6.000",NA,NA
"5161","7:120385937|120389678",NA,NA,"15.000"
"5162","7:120536869|120544632",NA,NA,"21.000"
"5163","7:120565981|120570621","2.000",NA,NA
"5164","7:121586603|121594429","9.000",NA,NA
"5165","7:121586603|121598198","7.000",NA,NA
"5166","7:122379673|122389272","5.000",NA,NA
"5167","7:122978726|122980102","7.000",NA,NA
"5168","7:123793397|123795088","4.000",NA,NA
"5169","7:123793397|123806659",NA,NA,"8.000"
"5170","7:123808301|123819413","1.000",NA,NA
"5171","7:123835969|123837045","1.000",NA,NA
"5172","7:125442131|125448921",NA,NA,"26.000"
"5173","7:125446311|125448921","3.000",NA,NA
"5174","7:125469443|125476097",NA,NA,"5.000"
"5175","7:125662331|125666925","2.000",NA,NA
"5176","7:126126439|126144271","10.000",NA,NA
"5177","7:126204998|126207223","6.000",NA,NA
"5178","7:126489705|126498625",NA,NA,"11.000"
"5179","7:126585620|126587536","20.000",NA,NA
"5180","7:126790171|126795429",NA,NA,"22.000"
"5181","7:127168241|127175389","8.000",NA,NA
"5182","7:127585404|127652821","2.000",NA,NA
