"","circ_id","mfu1","mfu2","mfu3"
"1","scaffold0001:100315302|100318708",4,NA,NA
"20877","scaffold0031:5715672|5719207",NA,NA,4
"20878","scaffold0031:5715672|5736784",6,8,NA
"20879","scaffold0031:5715672|5741680",19,NA,NA
"20880","scaffold0031:5715672|5747309",6,8,4
"20881","scaffold0031:5715672|5751569",NA,7,NA
"20882","scaffold0031:5736658|5741680",NA,14,NA
"20883","scaffold0031:5736658|5747309",4,19,2
"20884","scaffold0031:5736658|5774146",4,NA,NA
"20885","scaffold0031:5741557|5747309",8,9,NA
"20886","scaffold0031:5762347|5768029",NA,NA,4
"20887","scaffold0031:5762347|5774146",143,95,13
"20888","scaffold0031:5762347|5786079",NA,10,NA
"20889","scaffold0031:5823131|5824862",NA,2,NA
"20890","scaffold0031:5823131|5860621",NA,NA,4
"20891","scaffold0031:5823131|5883377",2,NA,NA
"20892","scaffold0031:5860453|5883377",11,2,NA
"20893","scaffold0031:5883207|5952205",19,8,NA
"20894","scaffold0031:594926|595034",3,NA,NA
"20895","scaffold0031:5951907|5952205",51,100,46
"20896","scaffold0031:6051246|6066450",NA,11,NA
"20897","scaffold0031:6085896|6120675",6,NA,NA
"20898","scaffold0031:6094106|6104968",3,NA,3
"20899","scaffold0031:6104740|6107579",NA,13,NA
"20900","scaffold0031:6104740|6120675",6,13,11
"20901","scaffold0031:6104740|6134001",19,29,12
"20902","scaffold0031:6118057|6120675",NA,6,NA
"20903","scaffold0031:6118057|6134001",15,9,NA
"20904","scaffold0031:6133887|6150800",2,NA,NA
"20905","scaffold0031:6133887|6173532",NA,NA,3
"20906","scaffold0031:6149576|6158387",2,NA,NA
"20907","scaffold0031:6156175|6173532",7,NA,10
"20908","scaffold0031:6182325|6182525",NA,23,NA
"20909","scaffold0031:6214718|6218744",NA,NA,9
"20910","scaffold0031:6238625|6240674",18,NA,NA
"20911","scaffold0031:6309427|6311157",16,NA,NA
"20912","scaffold0031:6316662|6316888",NA,NA,4
"20913","scaffold0031:6331185|6343280",12,NA,NA
"20914","scaffold0031:6331185|6346119",4,NA,NA
"20915","scaffold0031:6332682|6337597",8,NA,NA
"20916","scaffold0031:6337403|6337597",NA,16,NA
"20917","scaffold0031:6337403|6346119",4,NA,NA
"20918","scaffold0031:6343142|6346119",8,NA,NA
"20919","scaffold0031:6345937|6346119",95,42,48
"20920","scaffold0031:6345937|6353421",4,NA,4
"20921","scaffold0031:6374093|6375803",2,NA,NA
"20922","scaffold0031:6388629|6392515",27,NA,18
"20923","scaffold0031:6409262|6426298",4,NA,NA
"20924","scaffold0031:6475163|6477620",4,6,9
"20925","scaffold0031:6477526|6489686",NA,NA,2
"20926","scaffold0031:6489602|6492253",6,5,NA
"20927","scaffold0031:6526584|6526862",NA,NA,4
"20928","scaffold0031:6562002|6572544",8,2,NA
"20929","scaffold0031:6562002|6581757",13,4,4
"20930","scaffold0031:6562002|6589372",6,NA,NA
"20931","scaffold0031:6572475|6581757",137,72,29
"20932","scaffold0031:6572475|6589372",6,NA,NA
"20933","scaffold0031:6572475|6598097",NA,NA,9
"20934","scaffold0031:6579592|6581757",233,78,102
"20935","scaffold0031:6579592|6589372",NA,NA,8
"20936","scaffold0031:6579592|6598097",27,10,6
"20937","scaffold0031:692412|696093",12,NA,NA
"20938","scaffold0031:7330553|7386110",NA,NA,4
"20939","scaffold0031:7359271|7362563",3,14,NA
"20940","scaffold0031:7359271|7369617",NA,NA,2
"20941","scaffold0031:7359271|7386110",12,NA,7
"20942","scaffold0031:7381383|7384863",10,NA,NA
"20943","scaffold0031:7381383|7386110",185,121,52
"20944","scaffold0031:7531156|7531939",2,NA,NA
"20945","scaffold0031:7551656|7551821",2,NA,NA
"20946","scaffold0031:7602568|7604495",9,NA,NA
"20947","scaffold0031:7879482|7893400",5,NA,NA
"20948","scaffold0031:8272739|8273232",2,NA,NA
"20949","scaffold0031:8276056|8284822",3,NA,NA
"20950","scaffold0031:8276056|8314279",7,NA,NA
"20951","scaffold0031:8420724|8425036",36,9,NA
"20952","scaffold0031:8420724|8427542",5,8,NA
"20953","scaffold0031:8427402|8432787",11,NA,4
"20954","scaffold0031:8427402|8435156",2,NA,NA
"20955","scaffold0031:8427451|8432787",4,NA,NA
"20956","scaffold0031:8428516|8432787",282,148,196
"20957","scaffold0031:8428516|8433094",NA,NA,3
"20958","scaffold0031:8428516|8435156",64,36,22
"20959","scaffold0031:8432665|8435156",11,8,4
"20960","scaffold0031:8445475|8446270",5,NA,NA
"20961","scaffold0031:8450904|8452355",4,NA,5
"20962","scaffold0031:8477490|8486069",NA,NA,8
"20963","scaffold0031:8504139|8509719",343,189,123
"20964","scaffold0031:8504139|8516928",NA,NA,2
"20965","scaffold0031:8516849|8531358",4,NA,NA
"20966","scaffold0031:8742811|8743050",6,NA,NA
"20967","scaffold0031:8868761|8874741",NA,4,NA
"20968","scaffold0031:8931313|8948550",4,NA,NA
"20969","scaffold0031:9072583|9073254",NA,NA,2
"20970","scaffold0031:9121063|9133286",3,NA,NA
"20971","scaffold0031:9143625|9154901",4,18,3
"20972","scaffold0031:9162030|9165134",NA,13,NA
"20973","scaffold0031:9169874|9171501",NA,11,NA
"20974","scaffold0031:9271594|9272573",NA,3,NA
"20975","scaffold0031:9409666|9410058",8,NA,NA
"20976","scaffold0031:9442034|9444358",NA,NA,4
"20977","scaffold0031:9462212|9462716",NA,8,NA
"20978","scaffold0031:9494423|9501555",5,NA,NA
"20979","scaffold0031:9576966|9577188",14,NA,NA
"20980","scaffold0031:9645286|9645688",5,NA,NA
"20981","scaffold0031:9687281|9687566",NA,8,NA
"20982","scaffold0031:9721892|9722146",NA,NA,2
"20983","scaffold0031:9749883|9750054",NA,NA,2
"20984","scaffold0032:1144370|1148923",NA,11,NA
"20985","scaffold0032:1146580|1148923",4,NA,NA
"20986","scaffold0032:1146594|1148923",19,43,3
"20987","scaffold0032:1146594|1151055",NA,4,NA
"20988","scaffold0032:1243477|1243678",2,NA,NA
"20989","scaffold0032:1253449|1255867",NA,8,NA
"20990","scaffold0032:1258001|1263212",NA,NA,3
"20991","scaffold0032:12655307|12726678",NA,2,NA
"20992","scaffold0032:1269310|1270460",6,NA,NA
"20993","scaffold0032:12723920|12726678",2,6,NA
"20994","scaffold0032:12725093|12726678",41,28,54
"20995","scaffold0032:12777883|12839819",NA,9,NA
"20996","scaffold0032:12777883|12850607",7,28,NA
"20997","scaffold0032:12815385|12817756",6,NA,NA
"20998","scaffold0032:12815385|12819722",NA,NA,2
"20999","scaffold0032:12815385|12821888",6,8,NA
"21000","scaffold0032:1302275|1303175",NA,12,NA
"21001","scaffold0032:130566|132515",4,NA,NA
"21002","scaffold0032:130566|133063",NA,2,7
"21003","scaffold0032:13132668|13136241",6,NA,NA
"21004","scaffold0032:13136034|13142889",NA,4,NA
"21005","scaffold0032:13454557|13455774",10,NA,NA
"21006","scaffold0032:1379707|1380347",NA,12,NA
"21007","scaffold0032:14482230|14488910",3,NA,NA
"21008","scaffold0032:14510717|14511358",2,NA,NA
"21009","scaffold0032:1461211|1461534",3,NA,NA
"21010","scaffold0032:15740608|15740774",2,NA,NA
"21011","scaffold0032:16210909|16211318",NA,NA,2
"21012","scaffold0032:16220766|16221042",347,110,514
"21013","scaffold0032:16220766|16257241",NA,NA,5
"21014","scaffold0032:16220766|16280401",12,NA,NA
"21015","scaffold0032:16257118|16271254",3,NA,8
"21016","scaffold0032:16257118|16280401",NA,8,14
"21017","scaffold0032:1664246|1669203",NA,NA,6
"21018","scaffold0032:1679705|1679910",6,NA,NA
"21019","scaffold0032:18518286|18550840",42,15,25
"21020","scaffold0032:18518286|18564069",6,NA,NA
"21021","scaffold0032:18550186|18550840",3,NA,NA
"21022","scaffold0032:19025270|19027909",102,18,4
"21023","scaffold0032:19025270|19080519",3,NA,NA
"21024","scaffold0032:19225759|19274857",3,8,NA
"21025","scaffold0032:19225759|19311116",13,NA,NA
"21026","scaffold0032:19272073|19274857",5,NA,NA
"21027","scaffold0032:19274761|19311116",12,NA,NA
"21028","scaffold0032:1928578|1930048",2,NA,NA
"21029","scaffold0032:19340046|19348011",NA,12,NA
"21030","scaffold0032:1934117|1934418",6,NA,NA
"21031","scaffold0032:19413321|19434844",6,NA,NA
"21032","scaffold0032:2113681|2129006",12,NA,NA
"21033","scaffold0032:2113681|2171390",NA,NA,3
"21034","scaffold0032:2128895|2223416",2,NA,NA
"21035","scaffold0032:2231841|2232737",NA,NA,3
"21036","scaffold0032:2321434|2339461",NA,9,NA
"21037","scaffold0032:2321434|2342063",4,NA,NA
"21038","scaffold0032:2321434|2350266",8,NA,3
"21039","scaffold0032:2321434|2359559",2,NA,6
"21040","scaffold0032:2333989|2337074",28,33,9
"21041","scaffold0032:2333989|2344398",10,NA,NA
"21042","scaffold0032:2333989|2350266",NA,21,NA
"21043","scaffold0032:2338753|2339369",2,NA,NA
"21044","scaffold0032:2357836|2359559",NA,10,NA
"21045","scaffold0032:2382037|2382498",2,NA,NA
"21046","scaffold0032:279728|287956",3,NA,NA
"21047","scaffold0032:287757|287956",6,NA,NA
"21048","scaffold0032:287757|297441",45,33,47
"21049","scaffold0032:287757|308872",NA,NA,3
"21050","scaffold0032:296349|297441",40,27,2
"21051","scaffold0032:296349|299952",NA,NA,10
"21052","scaffold0032:296353|297445",NA,NA,2
"21053","scaffold0032:301390|306228",3,14,23
"21054","scaffold0032:305919|308872",18,5,9
"21055","scaffold0032:349509|353322",8,NA,4
"21056","scaffold0032:351488|353322",2,NA,NA
"21057","scaffold0032:416398|419627",NA,NA,4
"21058","scaffold0032:425379|427906",11,14,3
"21059","scaffold0032:426755|427906",4,NA,NA
"21060","scaffold0032:472523|472807",NA,NA,5
"21061","scaffold0032:4803993|4805423",8,15,3
"21062","scaffold0032:4825438|4837960",5,NA,NA
"21063","scaffold0032:4847784|4849117",NA,10,5
"21064","scaffold0032:4860729|4870445",4,NA,NA
"21065","scaffold0032:492237|532148",6,NA,7
"21066","scaffold0032:492237|550479",NA,13,NA
"21067","scaffold0032:529954|532148",19,NA,NA
"21068","scaffold0032:531398|532148",NA,NA,12
"21069","scaffold0032:531398|543230",NA,28,4
"21070","scaffold0032:531398|550479",19,5,12
"21071","scaffold0032:531398|567136",4,NA,8
"21072","scaffold0032:532073|550479",2,NA,NA
"21073","scaffold0032:532073|567136",7,NA,NA
"21074","scaffold0032:542969|544755",NA,5,NA
"21075","scaffold0032:542969|550479",7,NA,NA
"21076","scaffold0032:548948|567136",18,NA,6
"21077","scaffold0032:550426|567136",4,NA,NA
"21078","scaffold0032:5864137|5866059",14,NA,NA
"21079","scaffold0032:5918372|5918562",5,NA,NA
"21080","scaffold0032:5941792|5964301",3,NA,NA
"21081","scaffold0032:6768094|6867781",4,NA,NA
"21082","scaffold0032:6803112|6815601",4,NA,NA
"21083","scaffold0032:686647|694854",7,NA,4
"21084","scaffold0032:686647|702687",5,NA,NA
"21085","scaffold0032:6996147|7042216",2,NA,NA
"21086","scaffold0032:7077391|7093642",NA,3,NA
"21087","scaffold0032:7077391|7107383",2,NA,NA
"21088","scaffold0032:7093485|7093931",NA,10,NA
"21089","scaffold0032:731359|745441",4,NA,NA
"21090","scaffold0032:7340534|7358945",82,6,3
"21091","scaffold0032:7415574|7422014",8,NA,NA
"21092","scaffold0032:8265710|8270758",11,NA,NA
"21093","scaffold0032:8511222|8512788",2,NA,NA
"21094","scaffold0032:8623556|8627599",6,NA,NA
"21095","scaffold0032:8650194|8651849",2,NA,NA
"21096","scaffold0032:872086|873254",20,8,6
"21097","scaffold0032:872086|895735",NA,NA,3
"21098","scaffold0032:8782409|8783696",NA,NA,2
"21099","scaffold0032:8782409|8810213",4,NA,NA
"21100","scaffold0032:896031|896702",10,NA,NA
"21101","scaffold0032:916356|916582",2,NA,NA
"21102","scaffold0032:932070|938957",4,NA,NA
"21103","scaffold0032:949565|951190",4,4,NA
"21104","scaffold0033:10039614|10101318",2,NA,NA
"21105","scaffold0033:10098922|10101318",2,NA,NA
"21106","scaffold0033:10582411|10587285",3,NA,NA
"21107","scaffold0033:10608534|10609806",9,NA,21
"21108","scaffold0033:10724651|10725081",2,NA,NA
"21109","scaffold0033:10765879|10768298",4,NA,NA
"21110","scaffold0033:11139124|11143230",NA,NA,4
"21111","scaffold0033:11139316|11139754",NA,NA,2
"21112","scaffold0033:11139316|11143230",18,8,7
"21113","scaffold0033:11380276|11381351",6,NA,NA
"21114","scaffold0033:11380276|11382681",NA,NA,8
"21115","scaffold0033:11381203|11392503",NA,NA,2
"21116","scaffold0033:11385539|11385692",NA,10,NA
"21117","scaffold0033:11400764|11402485",2,NA,2
"21118","scaffold0033:11400794|11402485",2,NA,NA
"21119","scaffold0033:11400794|11405355",NA,9,NA
"21120","scaffold0033:12030161|12058677",6,NA,NA
"21121","scaffold0033:12050419|12058677",2,11,NA
"21122","scaffold0033:12409363|12413676",2,NA,NA
"21123","scaffold0033:13374472|13391403",29,24,7
"21124","scaffold0033:13403840|13406479",NA,2,6
"21125","scaffold0033:13414500|13416034",7,NA,NA
"21126","scaffold0033:13422896|13423055",2,NA,NA
"21127","scaffold0033:13435409|13469319",NA,4,NA
"21128","scaffold0033:13435409|13474787",NA,6,NA
"21129","scaffold0033:13461917|13469319",NA,NA,9
"21130","scaffold0033:13461917|13494832",NA,NA,4
"21131","scaffold0033:13494697|13507308",3,NA,NA
"21132","scaffold0033:13494697|13514671",14,NA,NA
"21133","scaffold0033:13494697|13519374",6,NA,5
"21134","scaffold0033:13494697|13519377",4,NA,NA
"21135","scaffold0033:13502117|13514671",NA,NA,2
"21136","scaffold0033:13502117|13519374",19,NA,NA
"21137","scaffold0033:13502117|13519377",NA,8,NA
"21138","scaffold0033:13507218|13519374",2,NA,NA
"21139","scaffold0033:13514544|13519377",NA,4,NA
"21140","scaffold0033:13514544|13527298",2,NA,NA
"21141","scaffold0033:13519276|13527298",4,NA,NA
"21142","scaffold0033:13560598|13561509",40,29,27
"21143","scaffold0033:13738748|13739013",NA,NA,2
"21144","scaffold0033:13801590|13810782",NA,NA,2
"21145","scaffold0033:13803759|13804550",10,NA,NA
"21146","scaffold0033:13808992|13809579",16,NA,NA
"21147","scaffold0033:13810632|13823036",NA,NA,4
"21148","scaffold0033:13929998|13931187",NA,NA,4
"21149","scaffold0033:13929998|13935926",47,37,NA
"21150","scaffold0033:14335118|14346349",NA,NA,3
"21151","scaffold0033:14378100|14401077",4,NA,NA
"21152","scaffold0033:14388620|14395666",NA,6,NA
"21153","scaffold0033:14388620|14401077",14,NA,2
"21154","scaffold0033:14388620|14407505",8,19,NA
"21155","scaffold0033:14388620|14411034",5,NA,3
"21156","scaffold0033:14395469|14411034",NA,14,NA
"21157","scaffold0033:14400956|14411034",16,2,18
"21158","scaffold0033:14407442|14411034",29,NA,14
"21159","scaffold0033:14417900|14418053",4,NA,NA
"21160","scaffold0033:14922814|14923132",8,NA,NA
"21161","scaffold0033:14940480|14963809",9,NA,NA
"21162","scaffold0033:14940480|15008373",4,3,NA
"21163","scaffold0033:15006727|15008373",18,NA,NA
"21164","scaffold0033:15064668|15070788",6,NA,NA
"21165","scaffold0033:15064668|15075031",2,NA,NA
"21166","scaffold0033:15064668|15081189",2,NA,NA
"21167","scaffold0033:15088386|15107467",NA,2,NA
"21168","scaffold0033:15106578|15107467",8,NA,NA
"21169","scaffold0033:15114698|15119081",2,8,NA
"21170","scaffold0033:15123833|15124133",NA,2,NA
"21171","scaffold0033:15433104|15433873",NA,6,NA
"21172","scaffold0033:15442595|15446754",56,8,15
"21173","scaffold0033:15442595|15462913",NA,NA,12
"21174","scaffold0033:15459065|15462913",4,NA,NA
"21175","scaffold0033:15598851|15613780",NA,NA,11
"21176","scaffold0033:15975906|15978057",8,8,11
"21177","scaffold0033:16209659|16209811",NA,22,NA
"21178","scaffold0033:16376073|16376228",NA,NA,3
"21179","scaffold0033:16377899|16378245",7,NA,NA
"21180","scaffold0033:16377899|16379589",7,NA,NA
"21181","scaffold0033:16391656|16392058",6,NA,NA
"21182","scaffold0033:16531073|16531689",NA,8,12
"21183","scaffold0033:16567477|16567819",NA,12,NA
"21184","scaffold0033:16580404|16583941",2,12,NA
"21185","scaffold0033:16601003|16602041",NA,NA,2
"21186","scaffold0033:16601003|16604318",NA,3,2
"21187","scaffold0033:16601824|16602041",4,NA,NA
"21188","scaffold0033:16604251|16605976",NA,NA,2
"21189","scaffold0033:16606709|16609879",10,NA,5
"21190","scaffold0033:16608335|16609521",2,NA,6
"21191","scaffold0033:16620631|16648735",6,12,8
"21192","scaffold0033:16629048|16629384",8,14,7
"21193","scaffold0033:16629048|16648735",9,NA,4
"21194","scaffold0033:16643214|16645207",NA,NA,4
"21195","scaffold0033:16644887|16648735",75,22,42
"21196","scaffold0033:16644887|16661294",3,NA,NA
"21197","scaffold0033:16648553|16659443",4,NA,NA
"21198","scaffold0033:16723788|16724847",10,NA,NA
"21199","scaffold0033:16758582|16758899",NA,NA,3
"21200","scaffold0033:16760401|16761132",14,11,9
"21201","scaffold0033:16760401|16762821",2,6,NA
"21202","scaffold0033:16760694|16760943",NA,6,NA
"21203","scaffold0033:16760694|16761132",10,NA,NA
"21204","scaffold0033:16803227|16805215",27,14,10
"21205","scaffold0033:16806182|16808953",19,13,4
"21206","scaffold0033:16806182|16808956",NA,NA,2
"21207","scaffold0033:16826323|16827576",NA,NA,2
"21208","scaffold0033:16840443|16841409",10,NA,NA
"21209","scaffold0033:16862798|16868415",274,236,165
"21210","scaffold0033:16862798|16871983",7,5,7
"21211","scaffold0033:16862798|16877198",4,NA,NA
"21212","scaffold0033:17155067|17155614",NA,10,NA
"21213","scaffold0033:17165551|17166008",2,NA,NA
"21214","scaffold0033:17187444|17202388",14,NA,NA
"21215","scaffold0033:17191247|17197920",NA,NA,2
"21216","scaffold0033:17205329|17207638",NA,NA,11
"21217","scaffold0033:17238354|17240212",392,218,228
"21218","scaffold0033:17291980|17356738",4,NA,NA
"21219","scaffold0033:17294044|17324326",NA,4,NA
"21220","scaffold0033:17308743|17326868",2,NA,NA
"21221","scaffold0033:17308743|17356738",NA,NA,2
"21222","scaffold0033:17323997|17324326",269,128,99
"21223","scaffold0033:17323997|17326868",38,13,34
"21224","scaffold0033:17323997|17356738",NA,9,6
"21225","scaffold0033:17323997|17360162",33,18,8
"21226","scaffold0033:17323997|17362744",6,NA,NA
"21227","scaffold0033:17326757|17356738",NA,NA,8
"21228","scaffold0033:17326757|17360162",NA,4,3
"21229","scaffold0033:17355843|17356738",32,10,8
"21230","scaffold0033:17355843|17360162",55,NA,16
"21231","scaffold0033:17360018|17417884",NA,8,NA
"21232","scaffold0033:17457515|17469847",9,NA,NA
"21233","scaffold0033:17461483|17466756",8,NA,4
"21234","scaffold0033:17461483|17469847",11,3,8
"21235","scaffold0033:17463653|17466756",9,NA,NA
"21236","scaffold0033:17466611|17466756",2,NA,NA
"21237","scaffold0033:17466611|17469847",NA,NA,2
"21238","scaffold0033:17556513|17562300",NA,11,NA
"21239","scaffold0033:17596462|17598700",NA,NA,4
"21240","scaffold0033:17674777|17674934",NA,NA,6
"21241","scaffold0033:17677408|17689643",NA,3,NA
"21242","scaffold0033:17679002|17689643",6,NA,NA
"21243","scaffold0033:17679471|17689643",57,17,15
"21244","scaffold0033:17821892|17822073",NA,NA,6
"21245","scaffold0033:17821892|17824965",2,NA,NA
"21246","scaffold0033:17821892|17836774",10,9,NA
"21247","scaffold0033:17821892|17852718",5,NA,NA
"21248","scaffold0033:18190921|18192029",NA,13,4
"21249","scaffold0033:18191896|18227599",4,NA,NA
"21250","scaffold0033:182386|185729",NA,10,NA
"21251","scaffold0033:18431204|18434033",4,NA,NA
"21252","scaffold0033:18431204|18463825",NA,5,NA
"21253","scaffold0033:18433848|18463825",51,NA,17
"21254","scaffold0033:18433848|18495640",6,NA,NA
"21255","scaffold0033:18463079|18463825",15,37,13
"21256","scaffold0033:18495799|18496256",8,NA,NA
"21257","scaffold0033:185575|191332",10,NA,NA
"21258","scaffold0033:18611083|18611583",NA,NA,4
"21259","scaffold0033:18611083|18614028",18,NA,NA
"21260","scaffold0033:18611083|18616675",NA,NA,2
"21261","scaffold0033:18613926|18615346",NA,NA,2
"21262","scaffold0033:18613926|18616675",NA,7,NA
"21263","scaffold0033:18642291|18647827",7,NA,NA
"21264","scaffold0033:18650850|18652623",15,20,9
"21265","scaffold0033:18650850|18652675",2,7,NA
"21266","scaffold0033:18661235|18662641",7,NA,NA
"21267","scaffold0033:18679028|18679257",8,NA,NA
"21268","scaffold0033:18768577|18777566",NA,NA,6
"21269","scaffold0033:18820043|18828494",3,NA,NA
"21270","scaffold0033:196743|207939",10,4,NA
"21271","scaffold0033:203402|207939",14,23,NA
"21272","scaffold0033:203402|209193",4,NA,NA
"21273","scaffold0033:205680|207939",196,104,100
"21274","scaffold0033:205680|209193",93,31,17
"21275","scaffold0033:207794|209193",4,NA,NA
"21276","scaffold0033:209113|217157",4,NA,NA
"21277","scaffold0033:212869|217157",NA,NA,8
"21278","scaffold0033:242805|247206",5,11,4
"21279","scaffold0033:242805|256641",NA,3,4
"21280","scaffold0033:278811|279714",32,6,21
"21281","scaffold0033:335381|344029",2,NA,NA
"21282","scaffold0033:4146587|4146757",8,NA,NA
"21283","scaffold0033:5975132|5995505",6,NA,NA
"21284","scaffold0033:5995399|5996551",NA,9,NA
"21285","scaffold0033:5996392|6012896",11,NA,NA
"21286","scaffold0033:6057849|6058779",NA,NA,11
"21287","scaffold0033:6057849|6059551",110,39,18
"21288","scaffold0033:6057849|6063612",80,16,8
"21289","scaffold0033:6058653|6059551",NA,5,6
"21290","scaffold0033:6121608|6125442",6,NA,NA
"21291","scaffold0033:6160626|6161943",6,NA,NA
"21292","scaffold0033:6171485|6171738",4,NA,NA
"21293","scaffold0033:6494559|6494709",2,NA,NA
"21294","scaffold0033:8198305|8279293",NA,2,NA
"21295","scaffold0033:8496020|8496506",NA,10,NA
"21296","scaffold0033:9891003|9891158",NA,NA,2
"21297","scaffold0034:10300465|10350346",NA,6,3
"21298","scaffold0034:10428041|10430588",6,NA,NA
"21299","scaffold0034:10461366|10466480",63,NA,11
"21300","scaffold0034:10465771|10466480",14,NA,NA
"21301","scaffold0034:10779437|10779629",5,NA,NA
"21302","scaffold0034:11143618|11159843",NA,NA,8
"21303","scaffold0034:11364789|11369083",8,4,7
"21304","scaffold0034:11771162|11796983",4,NA,2
"21305","scaffold0034:11788067|11809751",NA,31,NA
"21306","scaffold0034:11807055|11809751",2,NA,NA
"21307","scaffold0034:11807055|11820757",22,NA,NA
"21308","scaffold0034:11807055|11830504",3,NA,NA
"21309","scaffold0034:11926748|11929514",32,8,NA
"21310","scaffold0034:12058320|12127332",2,NA,NA
"21311","scaffold0034:12074727|12127332",24,8,NA
"21312","scaffold0034:12094811|12127332",26,NA,9
"21313","scaffold0034:12094811|12141488",9,NA,NA
"21314","scaffold0034:12125756|12127332",4,NA,4
"21315","scaffold0034:12125756|12141488",21,8,10
"21316","scaffold0034:12358732|12364463",NA,5,NA
"21317","scaffold0034:12361934|12372441",8,NA,NA
"21318","scaffold0034:12389607|12398481",28,NA,8
"21319","scaffold0034:12389607|12403781",NA,15,NA
"21320","scaffold0034:12477562|12480111",35,22,4
"21321","scaffold0034:12477562|12482392",NA,4,NA
"21322","scaffold0034:12482122|12486949",13,NA,NA
"21323","scaffold0034:12493232|12493431",NA,NA,12
"21324","scaffold0034:12493245|12493399",4,NA,NA
"21325","scaffold0034:12500417|12502971",2,NA,NA
"21326","scaffold0034:12505843|12509233",NA,7,NA
"21327","scaffold0034:12509993|12510218",2,NA,NA
"21328","scaffold0034:12550905|12555874",NA,2,NA
"21329","scaffold0034:12586366|12618106",8,NA,NA
"21330","scaffold0034:12590737|12605824",NA,NA,2
"21331","scaffold0034:12600071|12605824",174,92,87
"21332","scaffold0034:12600076|12605824",2,NA,NA
"21333","scaffold0034:12603797|12605824",72,22,NA
"21334","scaffold0034:12603797|12629113",NA,NA,2
"21335","scaffold0034:12613514|12633267",31,NA,NA
"21336","scaffold0034:12783598|12847101",2,NA,2
"21337","scaffold0034:12800853|12823344",NA,14,NA
"21338","scaffold0034:12811944|12847101",NA,NA,2
"21339","scaffold0034:12812181|12847101",NA,NA,8
"21340","scaffold0034:12846969|12932702",4,NA,3
"21341","scaffold0034:12897188|12897362",2,NA,NA
"21342","scaffold0034:13044987|13051624",NA,NA,2
"21343","scaffold0034:13418598|13420806",10,NA,NA
"21344","scaffold0034:13418598|13423221",10,21,3
"21345","scaffold0034:13423086|13436930",2,NA,NA
"21346","scaffold0034:13423086|13440525",5,NA,4
"21347","scaffold0034:13573348|13577403",NA,NA,4
"21348","scaffold0034:13575373|13582294",NA,4,NA
"21349","scaffold0034:13577321|13580795",8,NA,10
"21350","scaffold0034:13591638|13591803",6,NA,NA
"21351","scaffold0034:13596504|13599545",NA,NA,3
"21352","scaffold0034:13606968|13616496",10,NA,NA
"21353","scaffold0034:13755791|13770835",8,NA,NA
"21354","scaffold0034:13763421|13766966",3,NA,NA
"21355","scaffold0034:15014782|15027388",6,NA,NA
"21356","scaffold0034:15014782|15055812",NA,10,NA
"21357","scaffold0034:15055617|15065146",NA,6,NA
"21358","scaffold0034:15055617|15072864",47,11,NA
"21359","scaffold0034:15332059|15402162",8,NA,NA
"21360","scaffold0034:15455903|15491512",2,NA,NA
"21361","scaffold0034:15559272|15609585",NA,NA,2
"21362","scaffold0034:16367969|16368435",1578,486,516
"21363","scaffold0034:16367976|16368435",NA,NA,3
"21364","scaffold0034:17064111|17064658",59,56,15
"21365","scaffold0034:17064111|17076399",NA,NA,2
"21366","scaffold0034:17080706|17092559",NA,NA,6
"21367","scaffold0034:17155837|17155993",4,NA,NA
"21368","scaffold0034:17309290|17310384",2,NA,NA
"21369","scaffold0034:17395288|17395499",10,6,NA
"21370","scaffold0034:17395983|17396244",NA,14,NA
"21371","scaffold0034:17633708|17633992",NA,16,NA
"21372","scaffold0034:17696015|17697258",NA,NA,2
"21373","scaffold0034:17702676|17711995",8,NA,NA
"21374","scaffold0034:17713375|17714983",73,81,32
"21375","scaffold0034:17766141|17766540",6,6,4
"21376","scaffold0034:17780151|17786435",10,NA,4
"21377","scaffold0034:17827339|17843254",NA,7,NA
"21378","scaffold0034:18056011|18056182",8,NA,NA
"21379","scaffold0034:18066655|18066934",14,NA,7
"21380","scaffold0034:18066655|18080137",2,NA,5
"21381","scaffold0034:18079993|18088796",6,NA,8
"21382","scaffold0034:18105799|18107410",2,NA,NA
"21383","scaffold0034:18111873|18114449",NA,16,NA
"21384","scaffold0034:18121377|18121944",NA,2,7
"21385","scaffold0034:18172202|18172510",5,NA,NA
"21386","scaffold0034:18172796|18173367",7,NA,NA
"21387","scaffold0034:18184088|18184301",NA,2,NA
"21388","scaffold0034:18262482|18267446",4,NA,2
"21389","scaffold0034:2252513|2286216",12,NA,NA
"21390","scaffold0034:2290927|2300235",NA,NA,10
"21391","scaffold0034:2300068|2338624",23,NA,NA
"21392","scaffold0034:2367387|2444318",NA,4,NA
"21393","scaffold0034:2502600|2505767",37,NA,12
"21394","scaffold0034:2952545|2956224",NA,NA,7
"21395","scaffold0034:2977088|2978956",NA,9,NA
"21396","scaffold0034:2977088|2982220",NA,NA,3
"21397","scaffold0034:2978651|2982220",5,NA,NA
"21398","scaffold0034:3018286|3023503",NA,NA,4
"21399","scaffold0034:3753350|3753490",6,NA,NA
"21400","scaffold0034:3783756|3787897",6,NA,NA
"21401","scaffold0034:3783756|3797036",3,NA,NA
"21402","scaffold0034:3783756|3803987",24,NA,NA
"21403","scaffold0034:3783756|3816311",4,NA,NA
"21404","scaffold0034:3803797|3810450",8,6,NA
"21405","scaffold0034:3803797|3816311",6,3,NA
