"","circ_id","rsi1","rsi2","rsi3","rsi4"
"1","NW_017738920.1:1183486|1193368","1.000",NA,NA,NA
"13189","NW_017739486.1:319252|325215","3.000","1.000",NA,"1.000"
"13190","NW_017739486.1:319252|333999",NA,"5.000",NA,NA
"13191","NW_017739486.1:319252|342722",NA,NA,NA,"4.000"
"13192","NW_017739486.1:325061|333999",NA,"3.000",NA,NA
"13193","NW_017739486.1:348332|354113","1.000",NA,NA,NA
"13194","NW_017739486.1:480552|484354","1.000",NA,"2.000",NA
"13195","NW_017739486.1:483588|484354",NA,NA,NA,"1.000"
"13196","NW_017739486.1:608707|609763",NA,"1.000",NA,NA
"13197","NW_017739486.1:610016|610372",NA,NA,NA,"1.000"
"13198","NW_017739486.1:690471|693340",NA,"1.000",NA,NA
"13199","NW_017739486.1:71052|71386","5.000","5.000",NA,NA
"13200","NW_017739486.1:749917|751731",NA,NA,NA,"3.000"
"13201","NW_017739486.1:793725|796217",NA,"2.000",NA,"2.000"
"13202","NW_017739486.1:872119|872258",NA,NA,NA,"1.000"
"13203","NW_017739486.1:876059|877777","3.000",NA,NA,NA
"13204","NW_017739486.1:904165|914091",NA,"2.000",NA,NA
"13205","NW_017739486.1:998345|998925","2.000",NA,NA,NA
"13206","NW_017739487.1:122387|123123",NA,"1.000",NA,"3.000"
"13207","NW_017739487.1:124366|127787",NA,"3.000",NA,NA
"13208","NW_017739487.1:133447|137228",NA,"1.000",NA,NA
"13209","NW_017739487.1:137171|148534",NA,"1.000",NA,NA
"13210","NW_017739487.1:140995|148534",NA,NA,"8.000","4.000"
"13211","NW_017739487.1:216960|221439",NA,"7.000",NA,"2.000"
"13212","NW_017739487.1:362646|362982",NA,"1.000",NA,NA
"13213","NW_017739487.1:418875|420681",NA,NA,NA,"2.000"
"13214","NW_017739487.1:418875|426061","1.000",NA,NA,NA
"13215","NW_017739487.1:687493|690536",NA,"1.000",NA,NA
"13216","NW_017739487.1:688836|690536","2.000","32.000","5.000","32.000"
"13217","NW_017739487.1:688836|699312","3.000",NA,NA,NA
"13218","NW_017739487.1:688836|699770",NA,NA,"1.000",NA
"13219","NW_017739487.1:702806|708822","2.000",NA,NA,NA
"13220","NW_017739487.1:702830|708822","4.000",NA,NA,NA
"13221","NW_017739487.1:80782|81110",NA,NA,NA,"5.000"
"13222","NW_017739488.1:119963|122147","2.000",NA,"2.000",NA
"13223","NW_017739488.1:261218|373846","1.000",NA,NA,NA
"13224","NW_017739488.1:555241|556949",NA,"1.000",NA,NA
"13225","NW_017739488.1:623981|632369","60.000","48.000","25.000","32.000"
"13226","NW_017739488.1:91739|154241","3.000",NA,NA,NA
"13227","NW_017739489.1:383074|388647",NA,NA,NA,"1.000"
"13228","NW_017739489.1:448801|451191","2.000",NA,NA,"2.000"
"13229","NW_017739489.1:448801|456809","1.000",NA,NA,NA
"13230","NW_017739489.1:456747|470304","2.000",NA,NA,NA
"13231","NW_017739489.1:462586|470304",NA,"8.000","4.000",NA
"13232","NW_017739489.1:466079|470304",NA,NA,NA,"4.000"
"13233","NW_017739489.1:470193|487211",NA,NA,NA,"3.000"
"13234","NW_017739489.1:472159|474080",NA,NA,"2.000",NA
"13235","NW_017739489.1:472159|487211",NA,NA,"8.000",NA
"13236","NW_017739489.1:474009|478405",NA,"2.000",NA,NA
"13237","NW_017739489.1:476834|487211","34.000","113.000","8.000","19.000"
"13238","NW_017739489.1:577422|579589",NA,"1.000",NA,"1.000"
"13239","NW_017739489.1:585429|590808","2.000","2.000",NA,NA
"13240","NW_017739489.1:585429|641164",NA,NA,"1.000",NA
"13241","NW_017739489.1:588053|590808",NA,"1.000",NA,NA
"13242","NW_017739489.1:588053|641164",NA,"2.000",NA,NA
"13243","NW_017739489.1:600523|607621",NA,"1.000",NA,NA
"13244","NW_017739489.1:600523|611820","1.000","2.000","2.000",NA
"13245","NW_017739489.1:600523|641164","1.000",NA,NA,NA
"13246","NW_017739489.1:621782|625912",NA,"1.000",NA,NA
"13247","NW_017739489.1:625153|625912",NA,NA,"5.000","6.000"
"13248","NW_017739489.1:669921|706654",NA,NA,"1.000",NA
"13249","NW_017739489.1:669921|718858",NA,"5.000",NA,NA
"13250","NW_017739489.1:692844|721776","1.000",NA,NA,NA
"13251","NW_017739489.1:704540|705033","2.000",NA,NA,NA
"13252","NW_017739489.1:706599|712033",NA,NA,NA,"4.000"
"13253","NW_017739489.1:797447|804983",NA,NA,NA,"1.000"
"13254","NW_017739489.1:826804|835715","3.000",NA,NA,NA
"13255","NW_017739489.1:842765|862691",NA,NA,"2.000",NA
"13256","NW_017739489.1:867684|886513",NA,NA,"5.000",NA
"13257","NW_017739489.1:876121|886513","7.000","30.000","10.000","10.000"
"13258","NW_017739489.1:876121|902309",NA,"2.000",NA,NA
"13259","NW_017739489.1:876121|927140",NA,"1.000",NA,NA
"13260","NW_017739489.1:886341|902309","3.000",NA,NA,NA
"13261","NW_017739489.1:940842|954974",NA,"1.000",NA,NA
"13262","NW_017739489.1:989071|991092","16.000","56.000","3.000","10.000"
"13263","NW_017739491.1:511701|541523",NA,"1.000",NA,NA
"13264","NW_017739494.1:521191|537457",NA,"2.000",NA,"1.000"
"13265","NW_017739494.1:525892|532011","3.000",NA,NA,NA
"13266","NW_017739495.1:479573|484783","4.000","14.000","4.000","3.000"
"13267","NW_017739495.1:479573|498905",NA,NA,"2.000",NA
"13268","NW_017739495.1:479573|521433",NA,NA,NA,"4.000"
"13269","NW_017739495.1:503448|505606",NA,NA,NA,"3.000"
"13270","NW_017739496.1:825622|827350",NA,"1.000",NA,NA
"13271","NW_017739496.1:914719|920079",NA,"2.000",NA,NA
"13272","NW_017739499.1:164052|164714","1.000",NA,NA,NA
"13273","NW_017739499.1:384279|398851",NA,NA,NA,"2.000"
"13274","NW_017739499.1:395188|407967","5.000","1.000",NA,NA
"13275","NW_017739499.1:45903|54967",NA,"2.000",NA,NA
"13276","NW_017739499.1:51023|54967",NA,NA,"2.000",NA
"13277","NW_017739499.1:890598|898936",NA,"1.000",NA,NA
"13278","NW_017739499.1:92476|92823",NA,"4.000",NA,NA
"13279","NW_017739500.1:144609|145111",NA,"1.000",NA,NA
"13280","NW_017739500.1:252430|253913","241.000","383.000","157.000","168.000"
"13281","NW_017739500.1:252434|253913",NA,"2.000",NA,NA
"13282","NW_017739500.1:254813|255524",NA,"1.000",NA,NA
"13283","NW_017739500.1:381766|386417",NA,"1.000",NA,NA
"13284","NW_017739500.1:381766|387097","128.000","111.000","69.000","84.000"
"13285","NW_017739501.1:589139|590423","2.000","2.000","1.000",NA
"13286","NW_017739502.1:1022135|1022924",NA,"1.000",NA,NA
"13287","NW_017739502.1:1022135|1022959","18.000","24.000","5.000","22.000"
"13288","NW_017739502.1:1334554|1348288","1.000",NA,NA,NA
"13289","NW_017739502.1:1345154|1347535","2.000",NA,NA,NA
"13290","NW_017739502.1:1425182|1427594",NA,NA,"4.000",NA
"13291","NW_017739505.1:77763|91929",NA,"2.000",NA,NA
"13292","NW_017739506.1:849209|857369","1.000",NA,NA,NA
"13293","NW_017739506.1:859119|861169",NA,"1.000","1.000",NA
"13294","NW_017739506.1:872964|874894",NA,NA,"1.000",NA
"13295","NW_017739506.1:898860|900896","1.000",NA,NA,NA
"13296","NW_017739506.1:912018|913515",NA,NA,NA,"2.000"
"13297","NW_017739506.1:982765|994873","1.000",NA,NA,NA
"13298","NW_017739507.1:312653|314294",NA,"1.000",NA,"7.000"
"13299","NW_017739508.1:112|1536",NA,NA,"2.000",NA
"13300","NW_017739508.1:141672|146725","1.000",NA,NA,NA
"13301","NW_017739508.1:141672|147796","1.000",NA,"2.000","4.000"
"13302","NW_017739508.1:261756|263538",NA,NA,"6.000","1.000"
"13303","NW_017739508.1:261756|271878","1.000",NA,NA,NA
"13304","NW_017739508.1:261756|276583","4.000","3.000","1.000","6.000"
"13305","NW_017739508.1:271800|275377",NA,NA,NA,"4.000"
"13306","NW_017739508.1:335831|336067","1.000",NA,NA,NA
"13307","NW_017739508.1:413209|420328","25.000","37.000","17.000","7.000"
"13308","NW_017739510.1:122493|131990",NA,"1.000",NA,NA
"13309","NW_017739510.1:204116|206026",NA,"1.000",NA,NA
"13310","NW_017739510.1:220659|225585","1.000",NA,NA,NA
"13311","NW_017739510.1:25560|26209",NA,"2.000",NA,"5.000"
"13312","NW_017739510.1:373804|374912",NA,"1.000",NA,NA
"13313","NW_017739510.1:464951|466659",NA,"1.000",NA,NA
"13314","NW_017739510.1:77794|78330","2.000",NA,NA,NA
"13315","NW_017739511.1:278401|278615","1.000","4.000",NA,NA
"13316","NW_017739511.1:278401|278845","7.000","9.000","5.000",NA
"13317","NW_017739511.1:370149|378554","2.000",NA,NA,NA
"13318","NW_017739511.1:375202|409098","6.000",NA,NA,NA
"13319","NW_017739511.1:473810|474767",NA,"1.000","6.000",NA
"13320","NW_017739512.1:167579|169035","1.000",NA,NA,NA
"13321","NW_017739512.1:195804|196516",NA,NA,NA,"1.000"
"13322","NW_017739512.1:247718|251496","3.000",NA,NA,NA
"13323","NW_017739512.1:298721|309534","1.000","7.000",NA,"6.000"
"13324","NW_017739512.1:417359|426097","1.000","1.000",NA,NA
"13325","NW_017739512.1:97323|100914","39.000","108.000","27.000","51.000"
"13326","NW_017739512.1:97347|100914","1.000",NA,NA,NA
"13327","NW_017739513.1:1470822|1482782",NA,"1.000",NA,NA
"13328","NW_017739514.1:104507|128627",NA,"2.000",NA,NA
"13329","NW_017739514.1:104507|131010",NA,NA,"7.000",NA
"13330","NW_017739514.1:140018|153472",NA,"1.000",NA,NA
"13331","NW_017739514.1:142607|152460","2.000",NA,NA,NA
"13332","NW_017739514.1:150003|153472",NA,NA,"8.000","2.000"
"13333","NW_017739514.1:160989|179062","1.000","4.000","2.000","1.000"
"13334","NW_017739514.1:160989|182165","1.000","1.000",NA,"1.000"
"13335","NW_017739514.1:176736|179062","14.000","48.000","12.000","19.000"
"13336","NW_017739514.1:178936|182165","1.000",NA,NA,NA
"13337","NW_017739514.1:235671|243316","1.000",NA,NA,NA
"13338","NW_017739514.1:275543|278391",NA,"1.000",NA,NA
"13339","NW_017739514.1:464989|471483","2.000",NA,NA,NA
"13340","NW_017739514.1:478909|488967",NA,"4.000",NA,NA
"13341","NW_017739514.1:511690|512003",NA,NA,NA,"1.000"
"13342","NW_017739514.1:616199|622481",NA,"1.000",NA,NA
"13343","NW_017739515.1:6022|10981",NA,NA,"3.000",NA
"13344","NW_017739516.1:1435282|1441865","12.000","15.000","5.000","2.000"
"13345","NW_017739516.1:1435282|1456768",NA,"1.000",NA,NA
"13346","NW_017739516.1:1456088|1456768","2.000",NA,NA,NA
"13347","NW_017739516.1:1456088|1457959",NA,NA,NA,"1.000"
"13348","NW_017739516.1:332866|336651",NA,"1.000",NA,NA
"13349","NW_017739516.1:723357|749569","6.000","6.000","2.000","7.000"
"13350","NW_017739516.1:723357|780173","7.000",NA,NA,"6.000"
"13351","NW_017739516.1:749482|780173",NA,"1.000",NA,NA
"13352","NW_017739516.1:749482|795403","1.000",NA,NA,NA
"13353","NW_017739516.1:779912|780173",NA,"3.000","7.000","5.000"
"13354","NW_017739516.1:779912|782938",NA,NA,"2.000",NA
"13355","NW_017739517.1:12072|14914",NA,NA,"2.000",NA
"13356","NW_017739517.1:298085|299265","1.000",NA,NA,NA
"13357","NW_017739517.1:351846|354201",NA,"1.000",NA,NA
"13358","NW_017739517.1:353696|355278",NA,"1.000",NA,NA
"13359","NW_017739517.1:404744|405478",NA,NA,"1.000",NA
"13360","NW_017739517.1:452179|452778","3.000","3.000",NA,NA
"13361","NW_017739517.1:588870|589854",NA,NA,NA,"1.000"
"13362","NW_017739518.1:105272|105543","2.000",NA,NA,NA
"13363","NW_017739518.1:326898|328060","18.000","22.000","11.000","6.000"
"13364","NW_017739518.1:326898|328078","1.000",NA,NA,NA
"13365","NW_017739518.1:326898|341994",NA,NA,"1.000",NA
"13366","NW_017739518.1:400664|410044",NA,"2.000",NA,NA
"13367","NW_017739518.1:449111|469993",NA,"2.000",NA,NA
"13368","NW_017739519.1:1205391|1208518",NA,NA,NA,"6.000"
"13369","NW_017739519.1:1266034|1266969",NA,NA,"1.000",NA
"13370","NW_017739519.1:1268254|1272607",NA,"1.000",NA,NA
"13371","NW_017739519.1:298388|310729","6.000",NA,NA,"2.000"
"13372","NW_017739519.1:298388|320083","2.000","4.000","2.000","2.000"
"13373","NW_017739519.1:298388|337264",NA,NA,"2.000",NA
"13374","NW_017739519.1:310668|337264","1.000","2.000",NA,NA
"13375","NW_017739519.1:310668|340365","5.000",NA,NA,NA
"13376","NW_017739519.1:337159|350833",NA,NA,NA,"1.000"
"13377","NW_017739519.1:340305|350833","2.000",NA,NA,NA
"13378","NW_017739519.1:363088|369541","7.000","7.000","3.000","1.000"
"13379","NW_017739519.1:562969|581560",NA,"8.000",NA,NA
"13380","NW_017739519.1:562969|605814",NA,NA,"1.000",NA
"13381","NW_017739519.1:581318|581560","3.000",NA,NA,"2.000"
"13382","NW_017739519.1:581318|598675",NA,NA,NA,"1.000"
"13383","NW_017739519.1:581318|605814",NA,"4.000",NA,"2.000"
"13384","NW_017739519.1:598564|605814","1.000","1.000",NA,"3.000"
"13385","NW_017739519.1:605634|616680",NA,"2.000",NA,NA
"13386","NW_017739520.1:120319|130016",NA,"3.000",NA,NA
"13387","NW_017739520.1:129908|138085","5.000","1.000",NA,NA
"13388","NW_017739520.1:72421|73269","1.000",NA,NA,NA
"13389","NW_017739521.1:153311|270364",NA,NA,NA,"2.000"
"13390","NW_017739521.1:188347|192906",NA,"4.000",NA,"4.000"
"13391","NW_017739521.1:188347|270364","7.000",NA,NA,"4.000"
"13392","NW_017739521.1:236707|270364","6.000","11.000","3.000","6.000"
"13393","NW_017739521.1:244983|270364",NA,"2.000",NA,"5.000"
"13394","NW_017739521.1:255029|270364",NA,"2.000",NA,NA
"13395","NW_017739521.1:255029|283855",NA,"3.000",NA,NA
"13396","NW_017739521.1:265639|270364","6.000","23.000",NA,"8.000"
"13397","NW_017739521.1:265639|283855",NA,NA,NA,"1.000"
"13398","NW_017739521.1:307379|316133",NA,"2.000",NA,NA
"13399","NW_017739521.1:354514|362693",NA,"1.000",NA,NA
"13400","NW_017739521.1:467531|469547",NA,NA,"2.000",NA
"13401","NW_017739522.1:166537|167710",NA,"1.000",NA,NA
"13402","NW_017739522.1:318631|324493","3.000","2.000","2.000",NA
"13403","NW_017739522.1:415291|429942",NA,"1.000",NA,NA
"13404","NW_017739522.1:429222|429942",NA,"3.000",NA,"2.000"
"13405","NW_017739522.1:431808|432559",NA,"2.000",NA,NA
"13406","NW_017739522.1:68672|70164",NA,"2.000",NA,"4.000"
"13407","NW_017739523.1:113165|113478",NA,NA,NA,"2.000"
"13408","NW_017739523.1:194427|196122",NA,NA,"3.000",NA
"13409","NW_017739523.1:194609|194768",NA,NA,"4.000",NA
"13410","NW_017739523.1:195840|197087","1.000",NA,NA,NA
"13411","NW_017739523.1:195870|198146",NA,"2.000",NA,"3.000"
"13412","NW_017739523.1:195879|197087",NA,NA,"1.000",NA
"13413","NW_017739523.1:197037|198282",NA,"1.000",NA,NA
"13414","NW_017739523.1:198445|198773",NA,NA,"1.000",NA
"13415","NW_017739523.1:198445|198932","2.000",NA,NA,NA
"13416","NW_017739523.1:198657|199737",NA,NA,NA,"4.000"
"13417","NW_017739523.1:198763|199028",NA,NA,NA,"3.000"
"13418","NW_017739523.1:198768|199074",NA,NA,NA,"2.000"
"13419","NW_017739523.1:198773|199190",NA,NA,NA,"6.000"
"13420","NW_017739523.1:198970|199795",NA,"2.000",NA,NA
"13421","NW_017739523.1:199025|199237",NA,NA,NA,"1.000"
"13422","NW_017739523.1:199134|199276","1.000",NA,"1.000",NA
"13423","NW_017739523.1:199702|199884",NA,NA,"2.000",NA
"13424","NW_017739523.1:200445|200697",NA,NA,NA,"2.000"
"13425","NW_017739523.1:324774|327256","2.000",NA,NA,NA
"13426","NW_017739523.1:394681|398002","6.000","13.000","5.000","5.000"
"13427","NW_017739523.1:394681|398386",NA,"1.000",NA,"2.000"
"13428","NW_017739523.1:412571|413077",NA,"3.000",NA,NA
"13429","NW_017739523.1:412571|416954","4.000",NA,NA,NA
"13430","NW_017739523.1:469873|470283","1.000",NA,NA,NA
"13431","NW_017739524.1:103524|108295",NA,"1.000",NA,NA
"13432","NW_017739524.1:106760|108631","37.000","80.000","31.000","25.000"
"13433","NW_017739524.1:138880|145329",NA,NA,NA,"1.000"
"13434","NW_017739524.1:311593|368161","5.000",NA,NA,NA
"13435","NW_017739524.1:318459|368161",NA,"2.000",NA,NA
"13436","NW_017739524.1:442495|453390",NA,"3.000",NA,NA
"13437","NW_017739527.1:270995|310629",NA,NA,NA,"2.000"
"13438","NW_017739527.1:285792|292018",NA,NA,NA,"1.000"
"13439","NW_017739527.1:291847|310629","10.000","12.000","3.000","2.000"
"13440","NW_017739529.1:132439|136829","1.000",NA,NA,NA
"13441","NW_017739529.1:292937|293126","2.000",NA,NA,NA
"13442","NW_017739529.1:459621|468694","3.000","4.000",NA,NA
"13443","NW_017739529.1:52930|54444","1.000","3.000",NA,NA
"13444","NW_017739531.1:180333|184841",NA,NA,"1.000",NA
"13445","NW_017739531.1:188915|190044",NA,"2.000",NA,NA
"13446","NW_017739531.1:203884|204204",NA,"1.000","5.000",NA
"13447","NW_017739531.1:211855|212726","2.000",NA,NA,NA
"13448","NW_017739531.1:233089|233902",NA,NA,NA,"1.000"
"13449","NW_017739531.1:243255|243730","1.000",NA,NA,NA
"13450","NW_017739531.1:419126|420108",NA,NA,"2.000",NA
"13451","NW_017739533.1:32630|43513","1.000",NA,NA,NA
"13452","NW_017739533.1:32630|77560",NA,NA,NA,"2.000"
"13453","NW_017739533.1:510541|511340",NA,"2.000",NA,NA
"13454","NW_017739533.1:533076|544910",NA,NA,NA,"1.000"
"13455","NW_017739536.1:218738|219606","2.000",NA,"9.000",NA
"13456","NW_017739536.1:224436|233574",NA,NA,"5.000",NA
"13457","NW_017739536.1:272889|274862",NA,"5.000","4.000",NA
"13458","NW_017739536.1:272889|284036","18.000","10.000",NA,"3.000"
"13459","NW_017739536.1:332642|334564",NA,NA,"4.000",NA
"13460","NW_017739536.1:348508|350348","3.000","2.000","2.000",NA
"13461","NW_017739536.1:51853|60729","5.000","1.000","3.000",NA
"13462","NW_017739536.1:60548|60729","2.000",NA,"12.000","4.000"
"13463","NW_017739537.1:131952|134102","3.000",NA,NA,NA
"13464","NW_017739537.1:253404|263235",NA,"3.000",NA,NA
"13465","NW_017739537.1:520321|538927",NA,"3.000",NA,NA
"13466","NW_017739537.1:523179|538927",NA,NA,"3.000",NA
"13467","NW_017739537.1:535530|538927","3.000","6.000",NA,"2.000"
"13468","NW_017739537.1:67626|76756",NA,"1.000",NA,NA
"13469","NW_017739538.1:26823|28072","7.000","23.000","4.000","22.000"
"13470","NW_017739538.1:396740|422978","1.000","1.000",NA,"4.000"
"13471","NW_017739538.1:403046|411819",NA,"3.000",NA,NA
"13472","NW_017739538.1:403046|422978",NA,"5.000","3.000","3.000"
"13473","NW_017739538.1:411555|422978","1.000",NA,NA,"2.000"
"13474","NW_017739539.1:276247|288213","2.000",NA,NA,NA
"13475","NW_017739539.1:282541|283552","2.000","2.000",NA,NA
"13476","NW_017739540.1:167825|260505","1.000",NA,NA,NA
"13477","NW_017739540.1:174624|293218",NA,NA,"2.000",NA
"13478","NW_017739540.1:217521|260505",NA,"4.000",NA,"3.000"
"13479","NW_017739540.1:217521|292779","1.000",NA,NA,NA
"13480","NW_017739540.1:238265|260505",NA,NA,"1.000",NA
"13481","NW_017739540.1:292453|293218",NA,"2.000",NA,NA
"13482","NW_017739541.1:458935|465448",NA,NA,"8.000","2.000"
"13483","NW_017739541.1:523977|540854",NA,"3.000",NA,NA
"13484","NW_017739541.1:602631|610480","5.000","11.000","2.000","3.000"
"13485","NW_017739541.1:602631|621632",NA,NA,"2.000",NA
"13486","NW_017739541.1:602631|630001",NA,"1.000",NA,NA
"13487","NW_017739541.1:602631|634201",NA,"1.000",NA,"1.000"
"13488","NW_017739541.1:610372|634201","4.000","3.000",NA,NA
"13489","NW_017739541.1:621445|634201","1.000","2.000",NA,NA
"13490","NW_017739543.1:195011|213206","2.000",NA,NA,NA
"13491","NW_017739543.1:210310|213206",NA,NA,NA,"3.000"
"13492","NW_017739543.1:246866|267356",NA,NA,NA,"2.000"
"13493","NW_017739543.1:264504|267356",NA,"1.000",NA,NA
"13494","NW_017739543.1:335973|348066",NA,NA,NA,"4.000"
"13495","NW_017739543.1:339092|345841",NA,"3.000",NA,NA
"13496","NW_017739543.1:349925|353558","1.000",NA,NA,NA
"13497","NW_017739544.1:114891|124877","3.000",NA,NA,NA
"13498","NW_017739544.1:264493|268150",NA,"2.000",NA,NA
"13499","NW_017739544.1:264493|280392",NA,NA,"4.000",NA
"13500","NW_017739544.1:271152|280392","10.000","19.000","9.000","5.000"
"13501","NW_017739544.1:490473|493034","3.000",NA,NA,NA
"13502","NW_017739545.1:139028|140570",NA,NA,NA,"1.000"
"13503","NW_017739545.1:139028|155315",NA,NA,"1.000",NA
"13504","NW_017739545.1:139273|139505",NA,"2.000",NA,"6.000"
"13505","NW_017739545.1:150281|155315",NA,"1.000",NA,NA
"13506","NW_017739545.1:150281|161465","1.000",NA,"3.000",NA
"13507","NW_017739545.1:211105|214188","1.000",NA,NA,NA
"13508","NW_017739545.1:218435|218652",NA,NA,NA,"3.000"
"13509","NW_017739545.1:271938|272138","2.000",NA,NA,NA
"13510","NW_017739545.1:278750|279088","2.000",NA,NA,NA
"13511","NW_017739545.1:341771|364586",NA,"1.000",NA,NA
"13512","NW_017739545.1:343722|364586","2.000",NA,NA,"6.000"
"13513","NW_017739545.1:401959|405769",NA,NA,"3.000",NA
"13514","NW_017739545.1:404557|414003",NA,"1.000",NA,NA
"13515","NW_017739545.1:411122|418585",NA,NA,"2.000",NA
"13516","NW_017739545.1:673432|679232",NA,"8.000",NA,NA
"13517","NW_017739545.1:774510|783644","1.000",NA,"2.000",NA
"13518","NW_017739545.1:775277|783644",NA,"2.000","4.000",NA
"13519","NW_017739545.1:782740|783644","3.000","8.000",NA,NA
"13520","NW_017739546.1:53514|54843","1.000","1.000",NA,NA
"13521","NW_017739546.1:71826|114704","2.000",NA,NA,NA
"13522","NW_017739546.1:71826|82378",NA,"1.000",NA,NA
"13523","NW_017739546.1:76429|82378","1.000",NA,NA,NA
"13524","NW_017739547.1:137668|144482",NA,"1.000",NA,NA
"13525","NW_017739547.1:140560|150917",NA,"26.000",NA,"15.000"
"13526","NW_017739547.1:191685|224093",NA,"3.000",NA,NA
"13527","NW_017739547.1:223970|228828","4.000","1.000",NA,"2.000"
"13528","NW_017739547.1:387080|407718",NA,"3.000",NA,NA
"13529","NW_017739549.1:109720|124657","7.000","1.000",NA,NA
"13530","NW_017739549.1:122945|124657","2.000","2.000","1.000",NA
"13531","NW_017739549.1:152222|158349",NA,"2.000",NA,"2.000"
"13532","NW_017739549.1:158230|173994",NA,NA,NA,"2.000"
"13533","NW_017739549.1:208611|268901",NA,NA,"6.000",NA
"13534","NW_017739549.1:212639|229730",NA,"3.000",NA,NA
"13535","NW_017739549.1:229588|272014",NA,"1.000",NA,NA
"13536","NW_017739549.1:266568|288843",NA,NA,"2.000",NA
"13537","NW_017739549.1:420388|423603","14.000","21.000","8.000","6.000"
"13538","NW_017739549.1:92735|109847",NA,"2.000","1.000",NA
"13539","NW_017739549.1:92735|110254",NA,"1.000",NA,NA
"13540","NW_017739549.1:92735|124657",NA,NA,"1.000",NA
"13541","NW_017739549.1:92735|97208","13.000","17.000",NA,"8.000"
"13542","NW_017739550.1:103208|111133",NA,"1.000",NA,NA
"13543","NW_017739550.1:226978|236556","1.000",NA,"2.000",NA
"13544","NW_017739550.1:321810|322710",NA,"5.000",NA,NA
"13545","NW_017739550.1:321810|335559","5.000","12.000","4.000","7.000"
"13546","NW_017739550.1:329131|335559",NA,"9.000",NA,NA
"13547","NW_017739550.1:359159|366911","5.000",NA,NA,NA
"13548","NW_017739551.1:56277|69209",NA,"4.000",NA,NA
"13549","NW_017739551.1:67693|100671",NA,"4.000","7.000",NA
"13550","NW_017739551.1:67693|69209",NA,"3.000",NA,NA
"13551","NW_017739551.1:67693|70966","1.000",NA,NA,NA
"13552","NW_017739553.1:149309|153972","2.000",NA,NA,NA
"13553","NW_017739553.1:160290|172978","7.000",NA,"15.000",NA
"13554","NW_017739553.1:161043|172978","23.000","8.000","51.000","3.000"
"13555","NW_017739553.1:229437|240263",NA,NA,NA,"2.000"
"13556","NW_017739554.1:111514|114793",NA,"1.000",NA,NA
"13557","NW_017739554.1:111514|128797","1.000",NA,NA,NA
"13558","NW_017739554.1:297645|302522","4.000",NA,"1.000","3.000"
"13559","NW_017739554.1:348280|355297","2.000",NA,NA,NA
"13560","NW_017739554.1:420778|423744",NA,"1.000",NA,NA
"13561","NW_017739554.1:420778|426307",NA,"6.000",NA,NA
"13562","NW_017739554.1:44756|62573",NA,"4.000",NA,NA
"13563","NW_017739554.1:44756|63952",NA,NA,NA,"1.000"
"13564","NW_017739554.1:44756|63954",NA,"1.000",NA,NA
"13565","NW_017739554.1:461588|465719",NA,"1.000",NA,"4.000"
"13566","NW_017739554.1:534410|538786","4.000",NA,NA,NA
"13567","NW_017739555.1:174029|177143",NA,"1.000",NA,NA
"13568","NW_017739555.1:223705|228194",NA,NA,NA,"2.000"
"13569","NW_017739555.1:227957|244277","3.000","9.000",NA,"1.000"
"13570","NW_017739555.1:227966|244277",NA,"1.000",NA,NA
"13571","NW_017739555.1:247885|250620","1.000",NA,NA,NA
"13572","NW_017739555.1:347397|355203",NA,"8.000","4.000","2.000"
"13573","NW_017739555.1:606612|611790",NA,NA,"1.000",NA
"13574","NW_017739555.1:610992|611790","1.000",NA,NA,NA
"13575","NW_017739555.1:622995|624466","1.000",NA,NA,NA
"13576","NW_017739555.1:669778|696872",NA,"3.000",NA,NA
"13577","NW_017739555.1:669778|709303","3.000",NA,NA,NA
"13578","NW_017739555.1:686419|709303","6.000","5.000",NA,NA
"13579","NW_017739556.1:148229|165979",NA,NA,"1.000",NA
"13580","NW_017739556.1:164345|170400","2.000",NA,NA,NA
"13581","NW_017739556.1:165264|168973",NA,"1.000",NA,NA
"13582","NW_017739556.1:195972|202356","1.000",NA,NA,NA
"13583","NW_017739556.1:195972|204867",NA,NA,NA,"2.000"
"13584","NW_017739556.1:195972|218133",NA,"4.000",NA,NA
"13585","NW_017739556.1:224188|224448",NA,NA,NA,"3.000"
"13586","NW_017739556.1:244652|250760","2.000","2.000",NA,"7.000"
"13587","NW_017739556.1:269503|280549",NA,"3.000",NA,NA
"13588","NW_017739557.1:104579|108430",NA,"1.000",NA,NA
"13589","NW_017739557.1:44209|56141",NA,"4.000",NA,NA
"13590","NW_017739557.1:54012|56141","59.000","73.000","36.000","24.000"
"13591","NW_017739557.1:56084|63944",NA,"6.000",NA,NA
"13592","NW_017739557.1:60068|63944",NA,NA,NA,"6.000"
"13593","NW_017739558.1:569686|573663","2.000","8.000","1.000","2.000"
"13594","NW_017739560.1:143588|152910",NA,"3.000",NA,NA
"13595","NW_017739560.1:164484|182700","4.000","9.000","1.000","4.000"
"13596","NW_017739560.1:182640|326953",NA,NA,"1.000",NA
"13597","NW_017739560.1:309169|328419",NA,"1.000",NA,NA
"13598","NW_017739560.1:310071|326953","1.000","1.000","1.000",NA
"13599","NW_017739560.1:310071|328419",NA,"2.000",NA,"5.000"
"13600","NW_017739560.1:51654|54163","1.000",NA,NA,NA
"13601","NW_017739561.1:156509|157868","1.000",NA,NA,NA
"13602","NW_017739561.1:156977|163227","2.000",NA,NA,NA
